{'deploy': True, 'tag': '05_ood/01_domain_alpha1', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': True}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [1], 'augment': False, 'n': 100, 'm_n': 0.5, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.7152, 'train_acc': 0.6633, 'task_loss': (0.2604, 0.4548)}
{'epoch': 2, 'train_loss': 0.5944, 'train_acc': 0.72, 'task_loss': (0.2045, 0.3899)}
{'epoch': 3, 'train_loss': 0.443, 'train_acc': 0.8067, 'task_loss': (0.16, 0.2831)}
{'epoch': 4, 'train_loss': 0.4163, 'train_acc': 0.84, 'task_loss': (0.1368, 0.2795)}
{'epoch': 5, 'train_loss': 0.4179, 'train_acc': 0.8567, 'task_loss': (0.1079, 0.31)}
{'epoch': 6, 'train_loss': 0.2589, 'train_acc': 0.9033, 'task_loss': (0.0538, 0.2051)}
{'epoch': 7, 'train_loss': 0.2065, 'train_acc': 0.9367, 'task_loss': (0.0296, 0.1769)}
{'epoch': 8, 'train_loss': 0.1824, 'train_acc': 0.9067, 'task_loss': (0.0374, 0.145)}
{'epoch': 9, 'train_loss': 0.1225, 'train_acc': 0.9633, 'task_loss': (0.0155, 0.107)}
{'epoch': 10, 'train_loss': 0.1158, 'train_acc': 0.96, 'task_loss': (0.0219, 0.0939)}
{'epoch': 11, 'train_loss': 0.091, 'train_acc': 0.9733, 'task_loss': (0.0236, 0.0674)}
{'epoch': 12, 'train_loss': 0.1021, 'train_acc': 0.9667, 'task_loss': (0.0286, 0.0735)}
{'epoch': 13, 'train_loss': 0.0655, 'train_acc': 0.98, 'task_loss': (0.011, 0.0544)}
{'epoch': 14, 'train_loss': 0.0409, 'train_acc': 0.99, 'task_loss': (0.0087, 0.0321)}
{'epoch': 15, 'train_loss': 0.0376, 'train_acc': 0.9933, 'task_loss': (0.0077, 0.0299)}
{'epoch': 16, 'train_loss': 0.0186, 'train_acc': 0.9933, 'task_loss': (0.003, 0.0156)}
{'epoch': 17, 'train_loss': 0.0251, 'train_acc': 0.9967, 'task_loss': (0.0111, 0.014)}
{'epoch': 18, 'train_loss': 0.0292, 'train_acc': 0.9933, 'task_loss': (0.0149, 0.0143)}
{'epoch': 19, 'train_loss': 0.0258, 'train_acc': 0.9967, 'task_loss': (0.0057, 0.0201)}
{'epoch': 20, 'train_loss': 0.0146, 'train_acc': 0.9967, 'task_loss': (0.0051, 0.0094)}
{'epoch': 21, 'train_loss': 0.0087, 'train_acc': 1.0, 'task_loss': (0.0022, 0.0065)}
{'epoch': 22, 'train_loss': 0.0084, 'train_acc': 1.0, 'task_loss': (0.002, 0.0064)}
{'epoch': 23, 'train_loss': 0.0037, 'train_acc': 1.0, 'task_loss': (0.0006, 0.0032)}
{'epoch': 24, 'train_loss': 0.0043, 'train_acc': 1.0, 'task_loss': (0.0012, 0.0032)}
