,m,r,10,10_alpha
0,0.0,0.0,0.3245,
1,0.0,1.0,0.33399999999999996,
2,0.0,2.0,0.3255,
3,0.0,3.0,0.3315,
4,0.0,4.0,0.3165,
5,0.0,5.0,0.33499999999999996,
6,0.0,6.0,0.32299999999999995,
7,0.0,7.0,0.3345,
8,0.0,8.0,0.3295,
9,0.0,9.0,0.3185,
10,3.0,0.0,0.25349999999999995,
11,3.0,1.0,0.25249999999999995,
12,3.0,2.0,0.26049999999999995,
13,3.0,3.0,0.25349999999999995,
14,3.0,4.0,0.24850000000000005,
15,3.0,5.0,0.24750000000000005,
16,3.0,6.0,0.264,
17,3.0,7.0,0.264,
18,3.0,8.0,0.256,
19,3.0,9.0,0.25749999999999995,
20,5.0,0.0,0.23350000000000004,
21,5.0,1.0,0.24350000000000005,
22,5.0,2.0,0.23299999999999998,
23,5.0,3.0,0.239,
24,5.0,4.0,0.23299999999999998,
25,5.0,5.0,0.238,
26,5.0,6.0,0.23650000000000004,
27,5.0,7.0,0.23199999999999998,
28,5.0,8.0,0.24050000000000005,
29,5.0,9.0,0.22750000000000004,
30,10.0,0.0,0.22250000000000003,
31,10.0,1.0,0.23199999999999998,
32,10.0,2.0,0.21999999999999997,
33,10.0,3.0,0.22650000000000003,
34,10.0,4.0,0.243,
35,10.0,5.0,0.23350000000000004,
36,10.0,6.0,0.23099999999999998,
37,10.0,7.0,0.23399999999999999,
38,10.0,8.0,0.23399999999999999,
39,10.0,9.0,0.22699999999999998,
40,20.0,0.0,0.2015,
41,20.0,1.0,0.21550000000000002,
42,20.0,2.0,0.20850000000000002,
43,20.0,3.0,0.1975,
44,20.0,4.0,0.21399999999999997,
45,20.0,5.0,0.20899999999999996,
46,20.0,6.0,0.20599999999999996,
47,20.0,7.0,0.22299999999999998,
48,20.0,8.0,0.20199999999999996,
49,20.0,9.0,0.21850000000000003,
50,30.0,0.0,0.1995,
51,30.0,1.0,0.2005,
52,30.0,2.0,0.20099999999999996,
53,30.0,3.0,0.1985,
54,30.0,4.0,0.19799999999999995,
55,30.0,5.0,0.20099999999999996,
56,30.0,6.0,0.20699999999999996,
57,30.0,7.0,0.20699999999999996,
58,30.0,8.0,0.19899999999999995,
59,30.0,9.0,0.21250000000000002,
60,40.0,0.0,0.17500000000000004,
61,40.0,1.0,0.19299999999999995,
62,40.0,2.0,0.1875,
63,40.0,3.0,0.19199999999999995,
64,40.0,4.0,0.1935,
65,40.0,5.0,0.18000000000000005,
66,40.0,6.0,0.19399999999999995,
67,40.0,7.0,0.1895,
68,40.0,8.0,0.18300000000000005,
69,40.0,9.0,0.1855,
70,50.0,0.0,0.16249999999999998,
71,50.0,1.0,0.1845,
72,50.0,2.0,0.1825,
73,50.0,3.0,0.19199999999999995,
74,50.0,4.0,0.17149999999999999,
75,50.0,5.0,0.18700000000000006,
76,50.0,6.0,0.17200000000000004,
77,50.0,7.0,0.17800000000000005,
78,50.0,8.0,0.1825,
79,50.0,9.0,0.18300000000000005,
