,m,r,5,alpha
0,0.0,0.0,0.18999999999999995,0.5
1,0.0,1.0,0.17300000000000004,0.5
2,0.0,2.0,0.16900000000000004,0.5
3,0.0,3.0,0.1825,0.5
4,0.0,4.0,0.16949999999999998,0.5
5,0.0,5.0,0.1765,0.5
6,0.0,6.0,0.17049999999999998,0.5
7,0.0,7.0,0.17800000000000005,0.5
8,0.0,8.0,0.17700000000000005,0.5
9,0.0,9.0,0.1805,0.5
10,1.0,0.0,0.15700000000000003,0.914
11,1.0,1.0,0.15400000000000003,0.914
12,1.0,2.0,0.15649999999999997,0.914
13,1.0,3.0,0.15849999999999997,0.914
14,1.0,4.0,0.15349999999999997,0.914
15,1.0,5.0,0.15700000000000003,0.914
16,1.0,6.0,0.15049999999999997,0.914
17,1.0,7.0,0.14349999999999996,0.914
18,1.0,8.0,0.15600000000000003,0.914
19,1.0,9.0,0.14200000000000002,0.914
20,2.0,0.0,0.15049999999999997,0.9900000000000001
21,2.0,1.0,0.15649999999999997,0.9900000000000001
22,2.0,2.0,0.15300000000000002,0.9900000000000001
23,2.0,3.0,0.15100000000000002,0.9900000000000001
24,2.0,4.0,0.15400000000000003,0.9900000000000001
25,2.0,5.0,0.15300000000000002,0.9900000000000001
26,2.0,6.0,0.16049999999999998,0.9900000000000001
27,2.0,7.0,0.15200000000000002,0.9900000000000001
28,2.0,8.0,0.15300000000000002,0.9900000000000001
29,2.0,9.0,0.15800000000000003,0.9900000000000001
30,3.0,0.0,0.14849999999999997,0.9680000000000001
31,3.0,1.0,0.15349999999999997,0.9680000000000001
32,3.0,2.0,0.15200000000000002,0.9680000000000001
33,3.0,3.0,0.14949999999999997,0.9680000000000001
34,3.0,4.0,0.14600000000000002,0.9680000000000001
35,3.0,5.0,0.15749999999999997,0.9680000000000001
36,3.0,6.0,0.14749999999999996,0.9680000000000001
37,3.0,7.0,0.16049999999999998,0.9680000000000001
38,3.0,8.0,0.15049999999999997,0.9680000000000001
39,3.0,9.0,0.15149999999999997,0.9680000000000001
40,4.0,0.0,0.14500000000000002,0.9770000000000001
41,4.0,1.0,0.14400000000000002,0.9770000000000001
42,4.0,2.0,0.15449999999999997,0.9770000000000001
43,4.0,3.0,0.14849999999999997,0.9770000000000001
44,4.0,4.0,0.16349999999999998,0.9770000000000001
45,4.0,5.0,0.15300000000000002,0.9770000000000001
46,4.0,6.0,0.15449999999999997,0.9770000000000001
47,4.0,7.0,0.15149999999999997,0.9770000000000001
48,4.0,8.0,0.14749999999999996,0.9770000000000001
49,4.0,9.0,0.15000000000000002,0.9770000000000001
50,5.0,0.0,0.139,0.9600000000000001
51,5.0,1.0,0.14549999999999996,0.9600000000000001
52,5.0,2.0,0.15249999999999997,0.9600000000000001
53,5.0,3.0,0.16300000000000003,0.9600000000000001
54,5.0,4.0,0.15049999999999997,0.9600000000000001
55,5.0,5.0,0.16049999999999998,0.9600000000000001
56,5.0,6.0,0.14800000000000002,0.9600000000000001
57,5.0,7.0,0.16200000000000003,0.9600000000000001
58,5.0,8.0,0.15100000000000002,0.9600000000000001
59,5.0,9.0,0.15649999999999997,0.9600000000000001
60,10.0,0.0,0.16449999999999998,0.9950000000000001
61,10.0,1.0,0.15100000000000002,0.9950000000000001
62,10.0,2.0,0.14800000000000002,0.9950000000000001
63,10.0,3.0,0.16300000000000003,0.9950000000000001
64,10.0,4.0,0.16349999999999998,0.9950000000000001
65,10.0,5.0,0.15749999999999997,0.9950000000000001
66,10.0,6.0,0.16449999999999998,0.9950000000000001
67,10.0,7.0,0.15800000000000003,0.9950000000000001
68,10.0,8.0,0.15700000000000003,0.9950000000000001
69,10.0,9.0,0.15349999999999997,0.9950000000000001
70,20.0,0.0,0.15649999999999997,0.9990000000000001
71,20.0,1.0,0.15300000000000002,0.9990000000000001
72,20.0,2.0,0.16700000000000004,0.9990000000000001
73,20.0,3.0,0.14649999999999996,0.9990000000000001
74,20.0,4.0,0.15949999999999998,0.9990000000000001
75,20.0,5.0,0.14749999999999996,0.9990000000000001
76,20.0,6.0,0.15549999999999997,0.9990000000000001
77,20.0,7.0,0.15800000000000003,0.9990000000000001
78,20.0,8.0,0.15100000000000002,0.9990000000000001
79,20.0,9.0,0.15949999999999998,0.9990000000000001
