,m,r,45
0,0.0,0.0,0.30400000000000005
1,0.0,1.0,0.2975
2,0.0,2.0,0.30200000000000005
3,0.0,3.0,0.30500000000000005
4,0.0,4.0,0.29800000000000004
5,0.0,5.0,0.30500000000000005
6,0.0,6.0,0.3035
7,0.0,7.0,0.29800000000000004
8,0.0,8.0,0.3075
9,0.0,9.0,0.2895
10,3.0,0.0,0.243
11,3.0,1.0,0.248
12,3.0,2.0,0.246
13,3.0,3.0,0.25449999999999995
14,3.0,4.0,0.245
15,3.0,5.0,0.253
16,3.0,6.0,0.246
17,3.0,7.0,0.263
18,3.0,8.0,0.257
19,3.0,9.0,0.24950000000000006
20,5.0,0.0,0.244
21,5.0,1.0,0.23650000000000004
22,5.0,2.0,0.23350000000000004
23,5.0,3.0,0.236
24,5.0,4.0,0.23850000000000005
25,5.0,5.0,0.24250000000000005
26,5.0,6.0,0.23250000000000004
27,5.0,7.0,0.23299999999999998
28,5.0,8.0,0.22999999999999998
29,5.0,9.0,0.248
30,10.0,0.0,0.22350000000000003
31,10.0,1.0,0.235
32,10.0,2.0,0.242
33,10.0,3.0,0.22550000000000003
34,10.0,4.0,0.22799999999999998
35,10.0,5.0,0.238
36,10.0,6.0,0.24750000000000005
37,10.0,7.0,0.24450000000000005
38,10.0,8.0,0.23199999999999998
39,10.0,9.0,0.24050000000000005
40,20.0,0.0,0.21850000000000003
41,20.0,1.0,0.21999999999999997
42,20.0,2.0,0.21699999999999997
43,20.0,3.0,0.22899999999999998
44,20.0,4.0,0.21350000000000002
45,20.0,5.0,0.20999999999999996
46,20.0,6.0,0.22050000000000003
47,20.0,7.0,0.22150000000000003
48,20.0,8.0,0.22950000000000004
49,20.0,9.0,0.22450000000000003
50,30.0,0.0,0.22150000000000003
51,30.0,1.0,0.2025
52,30.0,2.0,0.20850000000000002
53,30.0,3.0,0.20450000000000002
54,30.0,4.0,0.21599999999999997
55,30.0,5.0,0.21999999999999997
56,30.0,6.0,0.21950000000000003
57,30.0,7.0,0.21750000000000003
58,30.0,8.0,0.19899999999999995
59,30.0,9.0,0.20550000000000002
60,40.0,0.0,0.21499999999999997
61,40.0,1.0,0.20699999999999996
62,40.0,2.0,0.21950000000000003
63,40.0,3.0,0.20499999999999996
64,40.0,4.0,0.21499999999999997
65,40.0,5.0,0.21350000000000002
66,40.0,6.0,0.22599999999999998
67,40.0,7.0,0.21650000000000003
68,40.0,8.0,0.20499999999999996
69,40.0,9.0,0.21150000000000002
70,50.0,0.0,0.21199999999999997
71,50.0,1.0,0.20999999999999996
72,50.0,2.0,0.21499999999999997
73,50.0,3.0,0.21499999999999997
74,50.0,4.0,0.21999999999999997
75,50.0,5.0,0.20699999999999996
76,50.0,6.0,0.20399999999999996
77,50.0,7.0,0.20399999999999996
78,50.0,8.0,0.20550000000000002
79,50.0,9.0,0.20699999999999996
