{'deploy': True, 'tag': '05_ood/02_domain_alpha_t', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': True, 'group_task_loss': True}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [2], 'augment': False, 'n': 100, 'm_n': 1, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.8833, 'train_acc': 0.5755, 'task_loss': (0.0782, 0.8051)}
{'epoch': 2, 'train_loss': 0.6608, 'train_acc': 0.7037, 'task_loss': (0.0831, 0.5778)}
{'epoch': 3, 'train_loss': 0.4834, 'train_acc': 0.7493, 'task_loss': (0.0627, 0.4208)}
{'epoch': 4, 'train_loss': 0.3073, 'train_acc': 0.8148, 'task_loss': (0.0654, 0.2418)}
{'epoch': 5, 'train_loss': 0.1932, 'train_acc': 0.8462, 'task_loss': (0.0482, 0.145)}
{'epoch': 6, 'train_loss': 0.1537, 'train_acc': 0.8718, 'task_loss': (0.0427, 0.1111)}
{'epoch': 7, 'train_loss': 0.0896, 'train_acc': 0.886, 'task_loss': (0.0411, 0.0485)}
{'epoch': 8, 'train_loss': 0.0585, 'train_acc': 0.9259, 'task_loss': (0.0265, 0.032)}
{'epoch': 9, 'train_loss': 0.0348, 'train_acc': 0.9573, 'task_loss': (0.0221, 0.0127)}
{'epoch': 10, 'train_loss': 0.0232, 'train_acc': 0.9772, 'task_loss': (0.0129, 0.0102)}
{'epoch': 11, 'train_loss': 0.0212, 'train_acc': 0.9715, 'task_loss': (0.0158, 0.0054)}
{'epoch': 12, 'train_loss': 0.0154, 'train_acc': 0.9744, 'task_loss': (0.0119, 0.0035)}
{'epoch': 13, 'train_loss': 0.0153, 'train_acc': 0.9801, 'task_loss': (0.0099, 0.0054)}
