{'deploy': True, 'tag': '05_ood/02_domain_alpha_t', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': True, 'group_task_loss': True}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [2], 'augment': False, 'n': 100, 'm_n': 5, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.5666, 'train_acc': 0.7278, 'task_loss': (0.0744, 0.4922)}
{'epoch': 2, 'train_loss': 0.3501, 'train_acc': 0.8, 'task_loss': (0.0584, 0.2916)}
{'epoch': 3, 'train_loss': 0.2531, 'train_acc': 0.8474, 'task_loss': (0.0536, 0.1996)}
{'epoch': 4, 'train_loss': 0.1462, 'train_acc': 0.9072, 'task_loss': (0.0379, 0.1083)}
{'epoch': 5, 'train_loss': 0.1298, 'train_acc': 0.9093, 'task_loss': (0.0439, 0.0859)}
{'epoch': 6, 'train_loss': 0.0688, 'train_acc': 0.9464, 'task_loss': (0.029, 0.0398)}
{'epoch': 7, 'train_loss': 0.0602, 'train_acc': 0.9505, 'task_loss': (0.0211, 0.0391)}
{'epoch': 8, 'train_loss': 0.0518, 'train_acc': 0.9608, 'task_loss': (0.0192, 0.0326)}
{'epoch': 9, 'train_loss': 0.0495, 'train_acc': 0.9567, 'task_loss': (0.0187, 0.0308)}
{'epoch': 10, 'train_loss': 0.0718, 'train_acc': 0.9505, 'task_loss': (0.0216, 0.0503)}
{'epoch': 11, 'train_loss': 0.1556, 'train_acc': 0.899, 'task_loss': (0.0365, 0.1191)}
{'epoch': 12, 'train_loss': 0.1485, 'train_acc': 0.9052, 'task_loss': (0.046, 0.1025)}
{'epoch': 13, 'train_loss': 0.1246, 'train_acc': 0.9258, 'task_loss': (0.0283, 0.0963)}
{'epoch': 14, 'train_loss': 0.0478, 'train_acc': 0.9588, 'task_loss': (0.0222, 0.0256)}
{'epoch': 15, 'train_loss': 0.0138, 'train_acc': 0.9814, 'task_loss': (0.0087, 0.0051)}
{'epoch': 16, 'train_loss': 0.0133, 'train_acc': 0.9897, 'task_loss': (0.0076, 0.0058)}
{'epoch': 17, 'train_loss': 0.0094, 'train_acc': 0.9897, 'task_loss': (0.0054, 0.004)}
{'epoch': 18, 'train_loss': 0.0054, 'train_acc': 0.9979, 'task_loss': (0.0036, 0.0018)}
{'epoch': 19, 'train_loss': 0.0045, 'train_acc': 1.0, 'task_loss': (0.0031, 0.0014)}
{'epoch': 20, 'train_loss': 0.0034, 'train_acc': 1.0, 'task_loss': (0.0023, 0.0011)}
{'epoch': 21, 'train_loss': 0.0043, 'train_acc': 0.9979, 'task_loss': (0.0025, 0.0018)}
{'epoch': 22, 'train_loss': 0.0024, 'train_acc': 1.0, 'task_loss': (0.0014, 0.001)}
{'epoch': 23, 'train_loss': 0.0053, 'train_acc': 0.9979, 'task_loss': (0.0018, 0.0035)}
{'epoch': 24, 'train_loss': 0.0406, 'train_acc': 0.9732, 'task_loss': (0.011, 0.0296)}
{'epoch': 25, 'train_loss': 0.0219, 'train_acc': 0.9856, 'task_loss': (0.0069, 0.015)}
{'epoch': 26, 'train_loss': 0.0232, 'train_acc': 0.9814, 'task_loss': (0.0115, 0.0117)}
{'epoch': 27, 'train_loss': 0.0065, 'train_acc': 0.9979, 'task_loss': (0.0038, 0.0027)}
{'epoch': 28, 'train_loss': 0.0037, 'train_acc': 0.9979, 'task_loss': (0.0022, 0.0015)}
{'epoch': 29, 'train_loss': 0.0038, 'train_acc': 0.9959, 'task_loss': (0.0027, 0.001)}
{'epoch': 30, 'train_loss': 0.0029, 'train_acc': 0.9979, 'task_loss': (0.0021, 0.0008)}
{'epoch': 31, 'train_loss': 0.0022, 'train_acc': 0.9959, 'task_loss': (0.0016, 0.0007)}
{'epoch': 32, 'train_loss': 0.002, 'train_acc': 1.0, 'task_loss': (0.0012, 0.0008)}
{'epoch': 33, 'train_loss': 0.0012, 'train_acc': 1.0, 'task_loss': (0.0007, 0.0005)}
{'epoch': 34, 'train_loss': 0.0023, 'train_acc': 0.9979, 'task_loss': (0.0016, 0.0007)}
{'epoch': 35, 'train_loss': 0.0013, 'train_acc': 1.0, 'task_loss': (0.0007, 0.0005)}
{'epoch': 36, 'train_loss': 0.0014, 'train_acc': 1.0, 'task_loss': (0.0007, 0.0007)}
{'epoch': 37, 'train_loss': 0.001, 'train_acc': 1.0, 'task_loss': (0.0006, 0.0004)}
{'epoch': 38, 'train_loss': 0.0012, 'train_acc': 1.0, 'task_loss': (0.0008, 0.0004)}
{'epoch': 39, 'train_loss': 0.0012, 'train_acc': 1.0, 'task_loss': (0.0008, 0.0004)}
{'epoch': 40, 'train_loss': 0.0007, 'train_acc': 1.0, 'task_loss': (0.0005, 0.0003)}
{'epoch': 41, 'train_loss': 0.0007, 'train_acc': 1.0, 'task_loss': (0.0004, 0.0003)}
{'epoch': 42, 'train_loss': 0.0008, 'train_acc': 1.0, 'task_loss': (0.0006, 0.0003)}
{'epoch': 43, 'train_loss': 0.0009, 'train_acc': 1.0, 'task_loss': (0.0005, 0.0004)}
{'epoch': 44, 'train_loss': 0.0006, 'train_acc': 1.0, 'task_loss': (0.0004, 0.0003)}
{'epoch': 45, 'train_loss': 0.0006, 'train_acc': 1.0, 'task_loss': (0.0003, 0.0002)}
{'epoch': 46, 'train_loss': 0.0006, 'train_acc': 1.0, 'task_loss': (0.0003, 0.0002)}
{'epoch': 47, 'train_loss': 0.0006, 'train_acc': 1.0, 'task_loss': (0.0004, 0.0002)}
{'epoch': 48, 'train_loss': 0.0007, 'train_acc': 1.0, 'task_loss': (0.0004, 0.0003)}
{'epoch': 49, 'train_loss': 0.0006, 'train_acc': 1.0, 'task_loss': (0.0004, 0.0002)}
{'epoch': 50, 'train_loss': 0.0008, 'train_acc': 1.0, 'task_loss': (0.0005, 0.0003)}
{'epoch': 51, 'train_loss': 0.0005, 'train_acc': 1.0, 'task_loss': (0.0003, 0.0002)}
