,m,r,0
0,0.0,0.0,0.36550000000000005
1,0.0,1.0,0.34550000000000003
2,0.0,2.0,0.36250000000000004
3,0.0,3.0,0.35724999999999996
4,0.0,4.0,0.368
5,0.0,5.0,0.35050000000000003
6,0.0,6.0,0.36150000000000004
7,0.0,7.0,0.36424999999999996
8,0.0,8.0,0.37275
9,0.0,9.0,0.35475
10,0.0,10.0,0.36
11,0.0,11.0,0.35675
12,0.0,12.0,0.356
13,0.0,13.0,0.34475
14,0.0,14.0,0.36
15,0.0,15.0,0.357
16,0.0,16.0,0.35175
17,0.0,17.0,0.35775
18,0.0,18.0,0.36575
19,0.0,19.0,0.33975
20,250.0,0.0,0.26775000000000004
21,250.0,1.0,0.28174999999999994
22,250.0,2.0,0.27425
23,250.0,3.0,0.275
24,250.0,4.0,0.27175000000000005
25,250.0,5.0,0.268
26,250.0,6.0,0.26725
27,250.0,7.0,0.27375000000000005
28,250.0,8.0,0.272
29,250.0,9.0,0.26725
30,250.0,10.0,0.28075000000000006
31,250.0,11.0,0.28325
32,250.0,12.0,0.28274999999999995
33,250.0,13.0,0.26675000000000004
34,250.0,14.0,0.27049999999999996
35,250.0,15.0,0.2825
36,250.0,16.0,0.276
37,250.0,17.0,0.27049999999999996
38,250.0,18.0,0.2815
39,250.0,19.0,0.26975000000000005
40,500.0,0.0,0.26275000000000004
41,500.0,1.0,0.265
42,500.0,2.0,0.267
43,500.0,3.0,0.27225
44,500.0,4.0,0.26175000000000004
45,500.0,5.0,0.27
46,500.0,6.0,0.26549999999999996
47,500.0,7.0,0.26849999999999996
48,500.0,8.0,0.26349999999999996
49,500.0,9.0,0.27049999999999996
50,500.0,10.0,0.27
51,500.0,11.0,0.273
52,500.0,12.0,0.26975000000000005
53,500.0,13.0,0.26425
54,500.0,14.0,0.26125
55,500.0,15.0,0.25825
56,500.0,16.0,0.26349999999999996
57,500.0,17.0,0.264
58,500.0,18.0,0.263
59,500.0,19.0,0.266
60,750.0,0.0,0.25625
61,750.0,1.0,0.25549999999999995
62,750.0,2.0,0.25125
63,750.0,3.0,0.25849999999999995
64,750.0,4.0,0.26775000000000004
65,750.0,5.0,0.26249999999999996
66,750.0,6.0,0.25549999999999995
67,750.0,7.0,0.25325
68,750.0,8.0,0.25975000000000004
69,750.0,9.0,0.254
70,750.0,10.0,0.25775000000000003
71,750.0,11.0,0.26149999999999995
72,750.0,12.0,0.264
73,750.0,13.0,0.272
74,750.0,14.0,0.26125
75,750.0,15.0,0.27225
76,750.0,16.0,0.26449999999999996
77,750.0,17.0,0.25125
78,750.0,18.0,0.26025
79,750.0,19.0,0.25749999999999995
80,1000.0,0.0,0.25475000000000003
81,1000.0,1.0,0.25225
82,1000.0,2.0,0.26475000000000004
83,1000.0,3.0,0.25325
84,1000.0,4.0,0.249
85,1000.0,5.0,0.24475000000000002
86,1000.0,6.0,0.25275000000000003
87,1000.0,7.0,0.25925
88,1000.0,8.0,0.256
89,1000.0,9.0,0.25325
90,1000.0,10.0,0.255
91,1000.0,11.0,0.25575000000000003
92,1000.0,12.0,0.25225
93,1000.0,13.0,0.26149999999999995
94,1000.0,14.0,0.247
95,1000.0,15.0,0.25549999999999995
96,1000.0,16.0,0.26775000000000004
97,1000.0,17.0,0.25425
98,1000.0,18.0,0.25549999999999995
99,1000.0,19.0,0.25225
100,1250.0,0.0,0.24450000000000005
101,1250.0,1.0,0.24550000000000005
102,1250.0,2.0,0.243
103,1250.0,3.0,0.25349999999999995
104,1250.0,4.0,0.25675000000000003
105,1250.0,5.0,0.249
106,1250.0,6.0,0.25225
107,1250.0,7.0,0.244
108,1250.0,8.0,0.24750000000000005
109,1250.0,9.0,0.246
110,1250.0,10.0,0.248
111,1250.0,11.0,0.25075000000000003
112,1250.0,12.0,0.25375000000000003
113,1250.0,13.0,0.24950000000000006
114,1250.0,14.0,0.24875000000000003
115,1250.0,15.0,0.25
116,1250.0,16.0,0.25149999999999995
117,1250.0,17.0,0.251
118,1250.0,18.0,0.24650000000000005
119,1250.0,19.0,0.24675000000000002
120,1500.0,0.0,0.24324999999999997
121,1500.0,1.0,0.249
122,1500.0,2.0,0.25225
123,1500.0,3.0,0.247
124,1500.0,4.0,0.24724999999999997
125,1500.0,5.0,0.247
126,1500.0,6.0,0.25575000000000003
127,1500.0,7.0,0.24224999999999997
128,1500.0,8.0,0.24724999999999997
129,1500.0,9.0,0.24924999999999997
130,1500.0,10.0,0.24650000000000005
131,1500.0,11.0,0.25249999999999995
132,1500.0,12.0,0.24324999999999997
133,1500.0,13.0,0.25225
134,1500.0,14.0,0.24875000000000003
135,1500.0,15.0,0.24575000000000002
136,1500.0,16.0,0.25249999999999995
137,1500.0,17.0,0.23875000000000002
138,1500.0,18.0,0.24550000000000005
139,1500.0,19.0,0.252
140,2000.0,0.0,0.258
141,2000.0,1.0,0.25625
142,2000.0,2.0,0.254
143,2000.0,3.0,0.25275000000000003
144,2000.0,4.0,0.24975000000000003
145,2000.0,5.0,0.24975000000000003
146,2000.0,6.0,0.25449999999999995
147,2000.0,7.0,0.25325
148,2000.0,8.0,0.24350000000000005
149,2000.0,9.0,0.25249999999999995
150,2000.0,10.0,0.25375000000000003
151,2000.0,11.0,0.24850000000000005
152,2000.0,12.0,0.256
153,2000.0,13.0,0.25475000000000003
154,2000.0,14.0,0.25149999999999995
155,2000.0,15.0,0.25125
156,2000.0,16.0,0.253
157,2000.0,17.0,0.24750000000000005
158,2000.0,18.0,0.249
159,2000.0,19.0,0.242
160,3000.0,0.0,0.24024999999999996
161,3000.0,1.0,0.25175000000000003
162,3000.0,2.0,0.241
163,3000.0,3.0,0.23775000000000002
164,3000.0,4.0,0.24375000000000002
165,3000.0,5.0,0.24650000000000005
166,3000.0,6.0,0.23875000000000002
167,3000.0,7.0,0.24624999999999997
168,3000.0,8.0,0.239
169,3000.0,9.0,0.24950000000000006
170,3000.0,10.0,0.23950000000000005
171,3000.0,11.0,0.24375000000000002
172,3000.0,12.0,0.24350000000000005
173,3000.0,13.0,0.246
174,3000.0,14.0,0.24350000000000005
175,3000.0,15.0,0.24650000000000005
176,3000.0,16.0,0.238
177,3000.0,17.0,0.242
178,3000.0,18.0,0.245
179,3000.0,19.0,0.24824999999999997
180,4000.0,0.0,0.23850000000000005
181,4000.0,1.0,0.243
182,4000.0,2.0,0.23824999999999996
183,4000.0,3.0,0.238
184,4000.0,4.0,0.238
185,4000.0,5.0,0.241
186,4000.0,6.0,0.23650000000000004
187,4000.0,7.0,0.23099999999999998
188,4000.0,8.0,0.239
189,4000.0,9.0,0.24150000000000005
190,4000.0,10.0,0.23150000000000004
191,4000.0,11.0,0.22950000000000004
192,4000.0,12.0,0.24275000000000002
193,4000.0,13.0,0.243
194,4000.0,14.0,0.23824999999999996
195,4000.0,15.0,0.22924999999999995
196,4000.0,16.0,0.24050000000000005
197,4000.0,17.0,0.23724999999999996
198,4000.0,18.0,0.23250000000000004
199,4000.0,19.0,0.23924999999999996
