,m,r,0,10,45,90,135
69,3000.0,9.0,0.1885,0.19899999999999995,0.29000000000000004,0.31000000000000005,0.3285
70,3500.0,0.0,0.1915,0.1995,0.272,0.3085,0.35
71,3500.0,1.0,0.17800000000000005,0.1965,0.27649999999999997,0.3135,0.357
72,3500.0,2.0,0.1825,0.1945,0.27149999999999996,0.30800000000000005,0.35350000000000004
73,3500.0,3.0,0.1835,0.2005,0.27849999999999997,0.30900000000000005,0.32899999999999996
74,3500.0,4.0,0.18200000000000005,0.1985,0.27,0.3165,0.3265
75,3500.0,5.0,0.1785,0.2015,0.273,0.31200000000000006,0.3295
76,3500.0,6.0,0.18100000000000005,0.19199999999999995,0.26949999999999996,0.3205,0.349
77,3500.0,7.0,0.1815,0.17500000000000004,0.26049999999999995,0.3205,0.349
78,3500.0,8.0,0.1815,0.1945,0.27849999999999997,0.29700000000000004,0.348
79,3500.0,9.0,0.18000000000000005,0.19599999999999995,0.27049999999999996,0.3215,0.32699999999999996
80,4000.0,0.0,0.17100000000000004,0.18899999999999995,0.268,0.30800000000000005,0.3335
81,4000.0,1.0,0.1835,0.19899999999999995,0.27149999999999996,0.3015,0.35450000000000004
82,4000.0,2.0,0.17200000000000004,0.1875,0.263,0.30300000000000005,0.34750000000000003
83,4000.0,3.0,0.17900000000000005,0.20950000000000002,0.262,0.29500000000000004,0.33399999999999996
84,4000.0,4.0,0.16600000000000004,0.20699999999999996,0.269,0.32299999999999995,0.33299999999999996
85,4000.0,5.0,0.17400000000000004,0.2005,0.2855,0.3205,0.34099999999999997
86,4000.0,6.0,0.1805,0.1815,0.2825,0.3065,0.3325
87,4000.0,7.0,0.17400000000000004,0.1875,0.26849999999999996,0.30900000000000005,0.344
88,4000.0,8.0,0.18400000000000005,0.19999999999999996,0.261,0.29900000000000004,0.3225
89,4000.0,9.0,0.18100000000000005,0.19599999999999995,0.268,0.30000000000000004,0.3255
90,4500.0,0.0,0.18000000000000005,0.19299999999999995,0.26649999999999996,0.31899999999999995,0.3415
91,4500.0,1.0,0.17500000000000004,0.1895,0.267,0.30300000000000005,0.33099999999999996
92,4500.0,2.0,0.16949999999999998,0.1895,0.267,0.3105,0.34750000000000003
93,4500.0,3.0,0.17300000000000004,0.19899999999999995,0.26849999999999996,0.3045,0.34199999999999997
94,4500.0,4.0,0.16700000000000004,0.18700000000000006,0.27149999999999996,0.2995,0.35550000000000004
95,4500.0,5.0,0.15949999999999998,0.18700000000000006,0.263,0.2995,0.32799999999999996
96,4500.0,6.0,0.1735,0.20499999999999996,0.25549999999999995,0.3155,0.34550000000000003
97,4500.0,7.0,0.1745,0.1865,0.272,0.29900000000000004,0.3345
98,4500.0,8.0,0.16000000000000003,0.1805,0.26149999999999995,0.29300000000000004,0.35050000000000003
99,4500.0,9.0,0.17600000000000005,0.18799999999999994,0.262,0.29900000000000004,0.35050000000000003
100,5000.0,0.0,0.1775,0.17700000000000005,0.266,0.29900000000000004,0.3335
101,5000.0,1.0,0.17200000000000004,0.2005,0.265,0.2955,0.33299999999999996
102,5000.0,2.0,0.16900000000000004,0.18100000000000005,0.272,0.3075,0.37549999999999994
103,5000.0,3.0,0.17600000000000005,0.18999999999999995,0.28,0.30800000000000005,0.3415
104,5000.0,4.0,0.16600000000000004,0.1825,0.27849999999999997,0.30000000000000004,0.3395
105,5000.0,5.0,0.1765,0.18500000000000005,0.24850000000000005,0.3115,0.33199999999999996
106,5000.0,6.0,0.16900000000000004,0.19299999999999995,0.278,0.30100000000000005,0.345
107,5000.0,7.0,0.16900000000000004,0.1835,0.264,0.30100000000000005,0.3375
108,5000.0,8.0,0.16600000000000004,0.18600000000000005,0.26149999999999995,0.31699999999999995,0.351
109,5000.0,9.0,0.16749999999999998,0.18300000000000005,0.259,0.30200000000000005,0.347
