,m,r,0,10,45,90,135
0,0.0,0.0,0.36150000000000004,0.357,0.3355,0.3355,0.35750000000000004
1,0.0,1.0,0.33199999999999996,0.34750000000000003,0.3425,0.347,0.3365
2,0.0,2.0,0.34099999999999997,0.32499999999999996,0.348,0.3305,0.3255
3,0.0,3.0,0.32599999999999996,0.353,0.35050000000000003,0.353,0.33599999999999997
4,0.0,4.0,0.352,0.34950000000000003,0.31799999999999995,0.3385,0.3435
5,0.0,5.0,0.3305,0.33399999999999996,0.346,0.35350000000000004,0.33899999999999997
6,0.0,6.0,0.35450000000000004,0.34750000000000003,0.35850000000000004,0.352,0.34750000000000003
7,0.0,7.0,0.366,0.35,0.3365,0.34299999999999997,0.35650000000000004
8,0.0,8.0,0.35150000000000003,0.354,0.34199999999999997,0.3375,0.3305
9,0.0,9.0,0.33399999999999996,0.3435,0.35050000000000003,0.33499999999999996,0.356
10,500.0,0.0,0.24850000000000005,0.24650000000000005,0.276,0.3045,0.3035
11,500.0,1.0,0.247,0.25549999999999995,0.2835,0.30400000000000005,0.3105
12,500.0,2.0,0.23299999999999998,0.24550000000000005,0.279,0.30900000000000005,0.3035
13,500.0,3.0,0.23350000000000004,0.249,0.2825,0.31399999999999995,0.31699999999999995
14,500.0,4.0,0.23250000000000004,0.242,0.2845,0.3015,0.3045
15,500.0,5.0,0.23750000000000004,0.23750000000000004,0.274,0.30800000000000005,0.2995
16,500.0,6.0,0.245,0.244,0.274,0.3125,0.3005
17,500.0,7.0,0.237,0.24250000000000005,0.27349999999999997,0.3095,0.30400000000000005
18,500.0,8.0,0.246,0.254,0.27349999999999997,0.3115,0.3105
19,500.0,9.0,0.24350000000000005,0.25349999999999995,0.27549999999999997,0.2995,0.31000000000000005
20,1000.0,0.0,0.23450000000000004,0.24650000000000005,0.275,0.30400000000000005,0.3215
21,1000.0,1.0,0.22750000000000004,0.236,0.272,0.29400000000000004,0.3285
22,1000.0,2.0,0.22350000000000003,0.235,0.27649999999999997,0.3035,0.3205
23,1000.0,3.0,0.241,0.23350000000000004,0.27,0.29400000000000004,0.3185
24,1000.0,4.0,0.236,0.24750000000000005,0.2835,0.30700000000000005,0.3115
25,1000.0,5.0,0.23150000000000004,0.264,0.27649999999999997,0.29700000000000004,0.3035
26,1000.0,6.0,0.22499999999999998,0.24150000000000005,0.281,0.3075,0.3175
27,1000.0,7.0,0.22250000000000003,0.25249999999999995,0.28900000000000003,0.30200000000000005,0.31999999999999995
28,1000.0,8.0,0.21650000000000003,0.26049999999999995,0.28600000000000003,0.30300000000000005,0.3185
29,1000.0,9.0,0.23650000000000004,0.25349999999999995,0.277,0.30600000000000005,0.33099999999999996
30,1500.0,0.0,0.21799999999999997,0.22999999999999998,0.27249999999999996,0.2985,0.32399999999999995
31,1500.0,1.0,0.21199999999999997,0.22899999999999998,0.26049999999999995,0.30600000000000005,0.3145
32,1500.0,2.0,0.21199999999999997,0.22950000000000004,0.273,0.29700000000000004,0.3375
33,1500.0,3.0,0.21199999999999997,0.22950000000000004,0.2825,0.3035,0.3295
34,1500.0,4.0,0.21950000000000003,0.21350000000000002,0.26,0.30000000000000004,0.3265
35,1500.0,5.0,0.20750000000000002,0.21699999999999997,0.276,0.30200000000000005,0.33499999999999996
36,1500.0,6.0,0.22150000000000003,0.22499999999999998,0.265,0.30600000000000005,0.33499999999999996
37,1500.0,7.0,0.21199999999999997,0.22450000000000003,0.271,0.30400000000000005,0.3255
38,1500.0,8.0,0.21199999999999997,0.21750000000000003,0.268,0.3015,0.32799999999999996
39,1500.0,9.0,0.20399999999999996,0.23050000000000004,0.26749999999999996,0.30700000000000005,0.3255
40,2000.0,0.0,0.21450000000000002,0.21750000000000003,0.27049999999999996,0.30500000000000005,0.32899999999999996
41,2000.0,1.0,0.21550000000000002,0.21650000000000003,0.265,0.30400000000000005,0.3325
42,2000.0,2.0,0.21999999999999997,0.21350000000000002,0.255,0.2945,0.3305
43,2000.0,3.0,0.21250000000000002,0.20399999999999996,0.27449999999999997,0.30800000000000005,0.3305
44,2000.0,4.0,0.21150000000000002,0.23099999999999998,0.25749999999999995,0.31799999999999995,0.3435
45,2000.0,5.0,0.21050000000000002,0.21450000000000002,0.27,0.3055,0.3165
46,2000.0,6.0,0.20899999999999996,0.21550000000000002,0.254,0.3005,0.3375
47,2000.0,7.0,0.20799999999999996,0.21299999999999997,0.273,0.3105,0.3275
48,2000.0,8.0,0.2005,0.21899999999999997,0.266,0.31200000000000006,0.3255
49,2000.0,9.0,0.21099999999999997,0.20999999999999996,0.274,0.2925,0.31899999999999995
50,2500.0,0.0,0.1905,0.20299999999999996,0.27949999999999997,0.31899999999999995,0.3375
51,2500.0,1.0,0.18600000000000005,0.21599999999999997,0.2845,0.3155,0.33199999999999996
52,2500.0,2.0,0.1965,0.20650000000000002,0.26849999999999996,0.31699999999999995,0.35150000000000003
53,2500.0,3.0,0.1955,0.1925,0.274,0.3065,0.3435
54,2500.0,4.0,0.1935,0.20650000000000002,0.2835,0.3255,0.3285
55,2500.0,5.0,0.19199999999999995,0.19999999999999996,0.26849999999999996,0.31499999999999995,0.351
56,2500.0,6.0,0.19199999999999995,0.21150000000000002,0.27149999999999996,0.3205,0.35
57,2500.0,7.0,0.1965,0.20799999999999996,0.26749999999999996,0.31699999999999995,0.34950000000000003
58,2500.0,8.0,0.1915,0.21350000000000002,0.27049999999999996,0.32999999999999996,0.33599999999999997
59,2500.0,9.0,0.20399999999999996,0.20950000000000002,0.274,0.3195,0.3335
60,3000.0,0.0,0.1845,0.19999999999999996,0.259,0.3105,0.33499999999999996
61,3000.0,1.0,0.18700000000000006,0.19599999999999995,0.2845,0.30900000000000005,0.3325
62,3000.0,2.0,0.18600000000000005,0.20099999999999996,0.26449999999999996,0.29900000000000004,0.348
63,3000.0,3.0,0.18400000000000005,0.19999999999999996,0.275,0.31499999999999995,0.32399999999999995
64,3000.0,4.0,0.18500000000000005,0.20699999999999996,0.2855,0.3065,0.3425
65,3000.0,5.0,0.17900000000000005,0.20699999999999996,0.25849999999999995,0.29200000000000004,0.3365
66,3000.0,6.0,0.18200000000000005,0.1955,0.26,0.30500000000000005,0.3285
67,3000.0,7.0,0.18600000000000005,0.19399999999999995,0.26,0.3145,0.3305
68,3000.0,8.0,0.17800000000000005,0.19799999999999995,0.268,0.3185,0.34099999999999997
