{'deploy': True, 'tag': '01_prelim/nets', 'seed': 10, 'device': 'cuda:0', 'reps': 1, 'loss': {'α': 0.5, 'tune_α': False, 'group_task_loss': True}, 'task': {'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [1], 'augment': True, 'n': 50, 'm_n': 0, 'β': 0.5, 'custom_sampler': True}, 'hp': {'epochs': 100, 'bs': 64, 'lr': 0.01}, 'net': 'wrn10_2'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.3602, 'train_acc': 0.47, 'task_loss': (0.3602, 0.0)}
{'epoch': 2, 'train_loss': 0.355, 'train_acc': 0.49, 'task_loss': (0.355, 0.0)}
{'epoch': 3, 'train_loss': 0.3563, 'train_acc': 0.48, 'task_loss': (0.3563, 0.0)}
{'epoch': 4, 'train_loss': 0.3514, 'train_acc': 0.46, 'task_loss': (0.3514, 0.0)}
{'epoch': 5, 'train_loss': 0.3478, 'train_acc': 0.49, 'task_loss': (0.3478, 0.0)}
{'epoch': 6, 'train_loss': 0.3473, 'train_acc': 0.5, 'task_loss': (0.3473, 0.0)}
{'epoch': 7, 'train_loss': 0.3458, 'train_acc': 0.54, 'task_loss': (0.3458, 0.0)}
{'epoch': 8, 'train_loss': 0.3423, 'train_acc': 0.63, 'task_loss': (0.3423, 0.0)}
{'epoch': 9, 'train_loss': 0.3433, 'train_acc': 0.59, 'task_loss': (0.3433, 0.0)}
{'epoch': 10, 'train_loss': 0.3409, 'train_acc': 0.66, 'task_loss': (0.3409, 0.0)}
{'epoch': 11, 'train_loss': 0.3416, 'train_acc': 0.59, 'task_loss': (0.3416, 0.0)}
{'epoch': 12, 'train_loss': 0.3401, 'train_acc': 0.6, 'task_loss': (0.3401, 0.0)}
{'epoch': 13, 'train_loss': 0.3375, 'train_acc': 0.63, 'task_loss': (0.3375, 0.0)}
{'epoch': 14, 'train_loss': 0.3325, 'train_acc': 0.72, 'task_loss': (0.3325, 0.0)}
{'epoch': 15, 'train_loss': 0.3346, 'train_acc': 0.62, 'task_loss': (0.3346, 0.0)}
{'epoch': 16, 'train_loss': 0.3348, 'train_acc': 0.67, 'task_loss': (0.3348, 0.0)}
{'epoch': 17, 'train_loss': 0.3317, 'train_acc': 0.62, 'task_loss': (0.3317, 0.0)}
{'epoch': 18, 'train_loss': 0.3298, 'train_acc': 0.68, 'task_loss': (0.3298, 0.0)}
{'epoch': 19, 'train_loss': 0.329, 'train_acc': 0.67, 'task_loss': (0.329, 0.0)}
{'epoch': 20, 'train_loss': 0.3276, 'train_acc': 0.66, 'task_loss': (0.3276, 0.0)}
{'epoch': 21, 'train_loss': 0.3304, 'train_acc': 0.66, 'task_loss': (0.3304, 0.0)}
{'epoch': 22, 'train_loss': 0.3227, 'train_acc': 0.69, 'task_loss': (0.3227, 0.0)}
{'epoch': 23, 'train_loss': 0.3222, 'train_acc': 0.69, 'task_loss': (0.3222, 0.0)}
