{'deploy': True, 'tag': '01_prelim/nets', 'seed': 10, 'device': 'cuda:0', 'reps': 1, 'loss': {'α': 0.5, 'tune_α': False, 'group_task_loss': True}, 'task': {'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [1], 'augment': True, 'n': 50, 'm_n': 0, 'β': 0.5, 'custom_sampler': True}, 'hp': {'epochs': 100, 'bs': 64, 'lr': 0.01}, 'net': 'wrn16_4'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.3477, 'train_acc': 0.47, 'task_loss': (0.3477, 0.0)}
{'epoch': 2, 'train_loss': 0.3437, 'train_acc': 0.57, 'task_loss': (0.3437, 0.0)}
{'epoch': 3, 'train_loss': 0.3332, 'train_acc': 0.7, 'task_loss': (0.3332, 0.0)}
{'epoch': 4, 'train_loss': 0.3259, 'train_acc': 0.77, 'task_loss': (0.3259, 0.0)}
{'epoch': 5, 'train_loss': 0.3204, 'train_acc': 0.68, 'task_loss': (0.3204, 0.0)}
{'epoch': 6, 'train_loss': 0.3103, 'train_acc': 0.75, 'task_loss': (0.3103, 0.0)}
{'epoch': 7, 'train_loss': 0.2994, 'train_acc': 0.76, 'task_loss': (0.2994, 0.0)}
{'epoch': 8, 'train_loss': 0.293, 'train_acc': 0.73, 'task_loss': (0.293, 0.0)}
{'epoch': 9, 'train_loss': 0.2807, 'train_acc': 0.75, 'task_loss': (0.2807, 0.0)}
{'epoch': 10, 'train_loss': 0.2769, 'train_acc': 0.75, 'task_loss': (0.2769, 0.0)}
{'epoch': 11, 'train_loss': 0.274, 'train_acc': 0.78, 'task_loss': (0.274, 0.0)}
{'epoch': 12, 'train_loss': 0.2689, 'train_acc': 0.76, 'task_loss': (0.2689, 0.0)}
{'epoch': 13, 'train_loss': 0.2539, 'train_acc': 0.8, 'task_loss': (0.2539, 0.0)}
{'epoch': 14, 'train_loss': 0.249, 'train_acc': 0.76, 'task_loss': (0.249, 0.0)}
{'epoch': 15, 'train_loss': 0.235, 'train_acc': 0.85, 'task_loss': (0.235, 0.0)}
{'epoch': 16, 'train_loss': 0.2251, 'train_acc': 0.82, 'task_loss': (0.2251, 0.0)}
{'epoch': 17, 'train_loss': 0.2124, 'train_acc': 0.83, 'task_loss': (0.2124, 0.0)}
{'epoch': 18, 'train_loss': 0.2131, 'train_acc': 0.8, 'task_loss': (0.2131, 0.0)}
{'epoch': 19, 'train_loss': 0.206, 'train_acc': 0.81, 'task_loss': (0.206, 0.0)}
{'epoch': 20, 'train_loss': 0.2046, 'train_acc': 0.85, 'task_loss': (0.2046, 0.0)}
{'epoch': 21, 'train_loss': 0.2048, 'train_acc': 0.84, 'task_loss': (0.2048, 0.0)}
{'epoch': 22, 'train_loss': 0.1848, 'train_acc': 0.87, 'task_loss': (0.1848, 0.0)}
{'epoch': 23, 'train_loss': 0.1733, 'train_acc': 0.89, 'task_loss': (0.1733, 0.0)}
{'epoch': 24, 'train_loss': 0.1609, 'train_acc': 0.9, 'task_loss': (0.1609, 0.0)}
{'epoch': 25, 'train_loss': 0.1588, 'train_acc': 0.89, 'task_loss': (0.1588, 0.0)}
{'epoch': 26, 'train_loss': 0.1694, 'train_acc': 0.87, 'task_loss': (0.1694, 0.0)}
{'epoch': 27, 'train_loss': 0.1519, 'train_acc': 0.88, 'task_loss': (0.1519, 0.0)}
{'epoch': 28, 'train_loss': 0.1509, 'train_acc': 0.87, 'task_loss': (0.1509, 0.0)}
{'epoch': 29, 'train_loss': 0.1283, 'train_acc': 0.91, 'task_loss': (0.1283, 0.0)}
{'epoch': 30, 'train_loss': 0.1327, 'train_acc': 0.9, 'task_loss': (0.1327, 0.0)}
{'epoch': 31, 'train_loss': 0.1195, 'train_acc': 0.9, 'task_loss': (0.1195, 0.0)}
{'epoch': 32, 'train_loss': 0.1046, 'train_acc': 0.93, 'task_loss': (0.1046, 0.0)}
{'epoch': 33, 'train_loss': 0.1145, 'train_acc': 0.93, 'task_loss': (0.1145, 0.0)}
{'epoch': 34, 'train_loss': 0.0955, 'train_acc': 0.94, 'task_loss': (0.0955, 0.0)}
{'epoch': 35, 'train_loss': 0.0889, 'train_acc': 0.95, 'task_loss': (0.0889, 0.0)}
