,m,r,45
0,0.0,0.0,0.33099999999999996
1,0.0,1.0,0.3355
2,0.0,2.0,0.3065
3,0.0,3.0,0.34099999999999997
4,0.0,4.0,0.3255
5,0.0,5.0,0.3315
6,0.0,6.0,0.3165
7,0.0,7.0,0.3245
8,0.0,8.0,0.31699999999999995
9,0.0,9.0,0.3245
10,1.0,0.0,0.30500000000000005
11,1.0,1.0,0.29800000000000004
12,1.0,2.0,0.31100000000000005
13,1.0,3.0,0.3285
14,1.0,4.0,0.3305
15,1.0,5.0,0.31399999999999995
16,1.0,6.0,0.32599999999999996
17,1.0,7.0,0.3165
18,1.0,8.0,0.31999999999999995
19,1.0,9.0,0.3025
20,2.0,0.0,0.2895
21,2.0,1.0,0.28600000000000003
22,2.0,2.0,0.2925
23,2.0,3.0,0.28500000000000003
24,2.0,4.0,0.281
25,2.0,5.0,0.27749999999999997
26,2.0,6.0,0.29900000000000004
27,2.0,7.0,0.27349999999999997
28,2.0,8.0,0.2865
29,2.0,9.0,0.28700000000000003
30,3.0,0.0,0.275
31,3.0,1.0,0.276
32,3.0,2.0,0.25749999999999995
33,3.0,3.0,0.273
34,3.0,4.0,0.264
35,3.0,5.0,0.267
36,3.0,6.0,0.279
37,3.0,7.0,0.278
38,3.0,8.0,0.27549999999999997
39,3.0,9.0,0.268
40,4.0,0.0,0.27649999999999997
41,4.0,1.0,0.27
42,4.0,2.0,0.27649999999999997
43,4.0,3.0,0.266
44,4.0,4.0,0.273
45,4.0,5.0,0.26549999999999996
46,4.0,6.0,0.267
47,4.0,7.0,0.27249999999999996
48,4.0,8.0,0.277
49,4.0,9.0,0.272
50,5.0,0.0,0.27749999999999997
51,5.0,1.0,0.27549999999999997
52,5.0,2.0,0.26449999999999996
53,5.0,3.0,0.27649999999999997
54,5.0,4.0,0.271
55,5.0,5.0,0.27149999999999996
56,5.0,6.0,0.279
57,5.0,7.0,0.259
58,5.0,8.0,0.28200000000000003
59,5.0,9.0,0.272
60,10.0,0.0,0.262
61,10.0,1.0,0.26549999999999996
62,10.0,2.0,0.25
63,10.0,3.0,0.25649999999999995
64,10.0,4.0,0.273
65,10.0,5.0,0.268
66,10.0,6.0,0.26949999999999996
67,10.0,7.0,0.275
68,10.0,8.0,0.27549999999999997
69,10.0,9.0,0.26349999999999996
70,20.0,0.0,0.24750000000000005
71,20.0,1.0,0.257
72,20.0,2.0,0.259
73,20.0,3.0,0.25
74,20.0,4.0,0.25549999999999995
75,20.0,5.0,0.26249999999999996
76,20.0,6.0,0.25549999999999995
77,20.0,7.0,0.265
78,20.0,8.0,0.243
79,20.0,9.0,0.24950000000000006
