,summary,config,name
32,"{'epoch': 100, 'run_num': 2, 'train_acc': 0.8675, '_timestamp': 1661082537.1614416, 'final_test_err': 0.33899999999999997, '_step': 303, '_wandb': {'runtime': 195}, 'avg_err': 0.3307, 'std_err': 0.0129, '_runtime': 196.3582274913788, 'train_loss': 0.3572}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",m2ffzopp
33,"{'avg_err': 0.3317, 'run_num': 2, 'std_err': 0.0285, '_runtime': 156.06645727157593, 'train_loss': 0.4396, 'final_test_err': 0.3215, '_wandb': {'runtime': 155}, 'epoch': 100, 'train_acc': 0.8333, '_timestamp': 1661082493.9423094, '_step': 303}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2l3s3vab
34,"{'epoch': 100, 'avg_err': 0.3032, '_runtime': 149.80356860160828, 'train_loss': 0.5093, 'final_test_err': 0.29800000000000004, '_step': 303, '_wandb': {'runtime': 148}, 'run_num': 2, 'std_err': 0.0327, 'train_acc': 0.765, '_timestamp': 1661082476.3916135}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",18nfuvp0
35,"{'train_loss': 0.5493, 'final_test_err': 0.2905, '_wandb': {'runtime': 133}, 'run_num': 2, '_runtime': 134.62754702568054, '_timestamp': 1661082431.284558, 'train_acc': 0.77, '_step': 303, 'epoch': 100, 'avg_err': 0.2975, 'std_err': 0.0198}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2utucj2u
36,"{'_timestamp': 1661082498.9116204, 'train_loss': 0.1983, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 205}, '_runtime': 206.53033137321472, 'final_test_err': 0.31799999999999995, 'avg_err': 0.3377, 'run_num': 2, 'std_err': 0.0285, 'train_acc': 0.9625}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",ks4hewwn
37,"{'_step': 303, '_wandb': {'runtime': 156}, '_runtime': 156.8685920238495, 'train_loss': 0.2558, 'final_test_err': 0.3125, 'epoch': 100, 'avg_err': 0.3343, 'run_num': 2, 'std_err': 0.0248, 'train_acc': 0.93, '_timestamp': 1661082442.9015691}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3nbi62u4
38,"{'_step': 303, '_wandb': {'runtime': 143}, 'std_err': 0.0407, '_timestamp': 1661082423.19169, 'train_loss': 0.4019, 'final_test_err': 0.3365, 'epoch': 100, 'avg_err': 0.3542, 'run_num': 2, '_runtime': 144.5507550239563, 'train_acc': 0.825}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3og06453
39,"{'train_loss': 0.5493, '_step': 303, 'epoch': 100, '_timestamp': 1661082404.099821, 'std_err': 0.0198, '_runtime': 140.43523836135864, 'train_acc': 0.77, 'final_test_err': 0.2905, '_wandb': {'runtime': 139}, 'avg_err': 0.2975, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",or8k9i47
40,"{'final_test_err': 0.35650000000000004, 'epoch': 100, '_wandb': {'runtime': 201}, 'run_num': 2, 'std_err': 0.0212, 'train_acc': 0.9475, 'train_loss': 0.2176, '_step': 303, 'avg_err': 0.3415, '_runtime': 203.0970060825348, '_timestamp': 1661082448.74445}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",28t8kqpp
41,"{'epoch': 100, '_wandb': {'runtime': 154}, 'avg_err': 0.3222, 'std_err': 0.0253, '_timestamp': 1661082384.6498582, 'train_loss': 0.2945, 'final_test_err': 0.35250000000000004, '_step': 303, '_runtime': 155.65158319473267, 'train_acc': 0.9, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",i6adt7ks
42,"{'_step': 303, 'epoch': 100, '_wandb': {'runtime': 138}, 'run_num': 2, 'train_loss': 0.4298, 'final_test_err': 0.35750000000000004, 'avg_err': 0.3103, 'std_err': 0.0349, '_runtime': 139.53144454956055, 'train_acc': 0.785, '_timestamp': 1661082335.3591657}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1f5s1ktg
43,"{'_runtime': 143.59595322608948, '_timestamp': 1661082333.8902662, 'final_test_err': 0.31200000000000006, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 142}, 'avg_err': 0.2993, 'std_err': 0.0133, 'run_num': 2, 'train_acc': 0.79, 'train_loss': 0.4908}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3fpg61vf
44,"{'train_acc': 0.925, '_timestamp': 1661082383.2034664, 'final_test_err': 0.34950000000000003, '_step': 303, 'epoch': 100, 'run_num': 2, 'std_err': 0.0185, '_runtime': 207.8107933998108, '_wandb': {'runtime': 206}, 'avg_err': 0.3352, 'train_loss': 0.2397}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1t9058yj
45,"{'avg_err': 0.3118, 'run_num': 2, 'std_err': 0.0163, 'train_acc': 0.8667, '_timestamp': 1661082323.3197846, 'final_test_err': 0.32899999999999996, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 151}, '_runtime': 152.3179576396942, 'train_loss': 0.3629}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",27zob9rn
46,"{'std_err': 0.0116, '_timestamp': 1661082291.6367877, 'train_loss': 0.484, 'final_test_err': 0.3225, 'epoch': 100, '_wandb': {'runtime': 142}, 'run_num': 2, 'train_acc': 0.755, '_step': 303, 'avg_err': 0.3065, '_runtime': 143.6977915763855}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2pojlnsc
47,"{'epoch': 100, '_wandb': {'runtime': 134}, 'run_num': 2, 'train_acc': 0.79, '_timestamp': 1661082273.9154713, 'train_loss': 0.4908, 'final_test_err': 0.31200000000000006, '_step': 303, 'avg_err': 0.2993, 'std_err': 0.0133, '_runtime': 135.76721739768982}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3jz34ujq
48,"{'_wandb': {'runtime': 205}, 'avg_err': 0.2243, 'run_num': 2, '_runtime': 206.74956130981445, 'train_loss': 0.1721, 'final_test_err': 0.23150000000000004, '_step': 303, 'epoch': 100, '_timestamp': 1661082343.4427862, 'std_err': 0.0064, 'train_acc': 0.97}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1zd4zova
49,"{'epoch': 100, 'avg_err': 0.2377, 'run_num': 2, 'std_err': 0.0097, 'train_acc': 0.9533, '_timestamp': 1661082280.9024563, '_step': 303, '_wandb': {'runtime': 155}, '_runtime': 156.92206525802612, 'train_loss': 0.1813, 'final_test_err': 0.243}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",39iz58u5
50,"{'_runtime': 147.69271612167358, 'train_acc': 0.97, '_timestamp': 1661082259.846007, 'final_test_err': 0.3075, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 146}, 'avg_err': 0.2783, 'run_num': 2, 'std_err': 0.0207, 'train_loss': 0.2203}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",99xe1czn
51,"{'_wandb': {'runtime': 136}, 'avg_err': 0.2993, 'std_err': 0.0133, '_runtime': 137.42374396324158, 'train_loss': 0.4908, 'final_test_err': 0.31200000000000006, '_step': 303, 'epoch': 100, 'run_num': 2, 'train_acc': 0.79, '_timestamp': 1661082241.554057}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",29lndi2w
52,"{'epoch': 100, '_wandb': {'runtime': 205}, 'avg_err': 0.2893, 'run_num': 2, 'std_err': 0.0152, '_runtime': 206.36443901062012, 'train_loss': 0.3193, '_step': 303, '_timestamp': 1661082288.101282, 'final_test_err': 0.29800000000000004, 'train_acc': 0.905}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1d4c5xqu
53,"{'epoch': 100, '_wandb': {'runtime': 142}, '_timestamp': 1661082191.85644, 'train_loss': 0.426, 'final_test_err': 0.3055, '_step': 303, 'avg_err': 0.2863, 'run_num': 2, 'std_err': 0.014, '_runtime': 143.60208106040955, 'train_acc': 0.8}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",7s9ev06o
54,"{'train_acc': 0.74, 'train_loss': 0.4946, 'final_test_err': 0.30600000000000005, '_wandb': {'runtime': 148}, '_runtime': 149.87077713012695, 'avg_err': 0.2938, 'run_num': 2, 'std_err': 0.0091, '_timestamp': 1661082186.5950851, '_step': 303, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2258xorm
55,"{'_runtime': 143.5512294769287, '_timestamp': 1661082165.8405514, 'train_loss': 0.4908, 'epoch': 100, '_wandb': {'runtime': 142}, 'run_num': 2, 'train_acc': 0.79, 'final_test_err': 0.31200000000000006, '_step': 303, 'avg_err': 0.2993, 'std_err': 0.0133}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1s9951wk
56,"{'run_num': 2, 'std_err': 0.0088, '_timestamp': 1661082223.613552, 'train_loss': 0.2256, '_wandb': {'runtime': 202}, 'avg_err': 0.3372, '_runtime': 203.22260808944705, 'train_acc': 0.9175, 'final_test_err': 0.34099999999999997, '_step': 303, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1k8x92mq
57,"{'_runtime': 152.33553409576416, 'train_loss': 0.3014, 'final_test_err': 0.3615, '_step': 303, '_wandb': {'runtime': 151}, 'avg_err': 0.3315, 'std_err': 0.0273, 'epoch': 100, 'run_num': 2, 'train_acc': 0.8767, '_timestamp': 1661082144.616477}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",353pegbb
58,"{'final_test_err': 0.376, '_step': 303, '_wandb': {'runtime': 151}, '_runtime': 152.88841223716736, 'train_acc': 0.825, 'train_loss': 0.4011, 'epoch': 100, 'avg_err': 0.3338, 'run_num': 2, 'std_err': 0.0307, '_timestamp': 1661082132.55979}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",82a495i8
59,"{'epoch': 100, '_wandb': {'runtime': 139}, 'avg_err': 0.2993, 'run_num': 2, 'std_err': 0.0133, '_runtime': 140.41683101654053, 'train_acc': 0.79, '_timestamp': 1661082107.840457, 'final_test_err': 0.31200000000000006, '_step': 303, 'train_loss': 0.4908}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3elh643e
60,"{'avg_err': 0.3422, 'std_err': 0.0133, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 207}, 'run_num': 2, '_runtime': 208.88731598854065, 'train_acc': 0.9325, '_timestamp': 1661082171.584255, 'train_loss': 0.2499, 'final_test_err': 0.347}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",jccwkcqt
61,"{'std_err': 0.0073, '_runtime': 159.3486487865448, '_timestamp': 1661082119.0047927, '_step': 303, 'epoch': 100, 'avg_err': 0.3593, 'train_loss': 0.2986, 'final_test_err': 0.349, '_wandb': {'runtime': 158}, 'run_num': 2, 'train_acc': 0.9133}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",24sjpy1x
62,"{'run_num': 2, '_runtime': 146.71558928489685, 'train_acc': 0.835, 'train_loss': 0.4429, 'final_test_err': 0.3215, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 145}, 'avg_err': 0.3452, 'std_err': 0.021, '_timestamp': 1661082099.1152804}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2nlv8ydp
63,"{'_wandb': {'runtime': 199}, 'run_num': 2, 'std_err': 0.0131, 'train_acc': 0.89, 'final_test_err': 0.4365, '_step': 303, 'epoch': 100, 'avg_err': 0.4547, '_runtime': 200.0722963809967, '_timestamp': 1661082132.9459903, 'train_loss': 0.3007}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [3], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",35ziw3r2
64,"{'final_test_err': 0.4015, 'run_num': 2, '_runtime': 143.37577080726624, 'train_acc': 0.72, '_timestamp': 1661082076.461547, 'train_loss': 0.5645, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 142}, 'avg_err': 0.4293, 'std_err': 0.024}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",268tqy8c
65,"{'_timestamp': 1661082033.2336855, 'train_loss': 0.4028, 'run_num': 2, 'std_err': 0.0353, '_wandb': {'runtime': 155}, 'avg_err': 0.4468, '_runtime': 156.20284366607666, 'train_acc': 0.8567, 'final_test_err': 0.4525, '_step': 303, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [3], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1jzptkz8
