,m,r,3
0,0.0,0.0,0.30400000000000005
1,0.0,1.0,0.2975
2,0.0,2.0,0.30200000000000005
3,0.0,3.0,0.30500000000000005
4,0.0,4.0,0.29800000000000004
5,0.0,5.0,0.30500000000000005
6,0.0,6.0,0.3035
7,0.0,7.0,0.29800000000000004
8,0.0,8.0,0.3075
9,0.0,9.0,0.2895
10,1.0,0.0,0.3025
11,1.0,1.0,0.2965
12,1.0,2.0,0.2835
13,1.0,3.0,0.277
14,1.0,4.0,0.29400000000000004
15,1.0,5.0,0.28600000000000003
16,1.0,6.0,0.2865
17,1.0,7.0,0.2975
18,1.0,8.0,0.2905
19,1.0,9.0,0.2825
20,2.0,0.0,0.2995
21,2.0,1.0,0.3005
22,2.0,2.0,0.3175
23,2.0,3.0,0.2975
24,2.0,4.0,0.30100000000000005
25,2.0,5.0,0.3015
26,2.0,6.0,0.29700000000000004
27,2.0,7.0,0.2995
28,2.0,8.0,0.30000000000000004
29,2.0,9.0,0.2935
30,3.0,0.0,0.2985
31,3.0,1.0,0.2995
32,3.0,2.0,0.29100000000000004
33,3.0,3.0,0.3085
34,3.0,4.0,0.3085
35,3.0,5.0,0.30200000000000005
36,3.0,6.0,0.31599999999999995
37,3.0,7.0,0.3025
38,3.0,8.0,0.31399999999999995
39,3.0,9.0,0.2895
40,4.0,0.0,0.31100000000000005
41,4.0,1.0,0.30300000000000005
42,4.0,2.0,0.29600000000000004
43,4.0,3.0,0.30100000000000005
44,4.0,4.0,0.29300000000000004
45,4.0,5.0,0.3015
46,4.0,6.0,0.30500000000000005
47,4.0,7.0,0.3045
48,4.0,8.0,0.31899999999999995
49,4.0,9.0,0.3135
50,5.0,0.0,0.3075
51,5.0,1.0,0.31899999999999995
52,5.0,2.0,0.30200000000000005
53,5.0,3.0,0.3065
54,5.0,4.0,0.30800000000000005
55,5.0,5.0,0.3075
56,5.0,6.0,0.2985
57,5.0,7.0,0.30800000000000005
58,5.0,8.0,0.30600000000000005
59,5.0,9.0,0.32199999999999995
60,10.0,0.0,0.2925
61,10.0,1.0,0.31499999999999995
62,10.0,2.0,0.30900000000000005
63,10.0,3.0,0.30400000000000005
64,10.0,4.0,0.3025
65,10.0,5.0,0.3055
66,10.0,6.0,0.29500000000000004
67,10.0,7.0,0.30100000000000005
68,10.0,8.0,0.3045
69,10.0,9.0,0.3055
70,20.0,0.0,0.32199999999999995
71,20.0,1.0,0.30200000000000005
72,20.0,2.0,0.3055
73,20.0,3.0,0.3185
74,20.0,4.0,0.3045
75,20.0,5.0,0.3175
76,20.0,6.0,0.3105
77,20.0,7.0,0.2955
78,20.0,8.0,0.3285
79,20.0,9.0,0.30300000000000005
