{'deploy': True, 'tag': '05_ood/01_domain_alpha_t', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': True, 'group_task_loss': True}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [1], 'augment': False, 'n': 100, 'm_n': 0.25, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 1.0273, 'train_acc': 0.524, 'task_loss': (0.083, 0.9443)}
{'epoch': 2, 'train_loss': 1.0772, 'train_acc': 0.54, 'task_loss': (0.0957, 0.9814)}
{'epoch': 3, 'train_loss': 1.3808, 'train_acc': 0.592, 'task_loss': (0.2701, 1.1107)}
{'epoch': 4, 'train_loss': 1.015, 'train_acc': 0.552, 'task_loss': (0.1606, 0.8544)}
{'epoch': 5, 'train_loss': 0.7669, 'train_acc': 0.676, 'task_loss': (0.1208, 0.6462)}
{'epoch': 6, 'train_loss': 0.6877, 'train_acc': 0.712, 'task_loss': (0.0931, 0.5946)}
{'epoch': 7, 'train_loss': 0.582, 'train_acc': 0.688, 'task_loss': (0.0907, 0.4913)}
{'epoch': 8, 'train_loss': 0.6316, 'train_acc': 0.716, 'task_loss': (0.0636, 0.568)}
{'epoch': 9, 'train_loss': 0.5387, 'train_acc': 0.692, 'task_loss': (0.0824, 0.4563)}
{'epoch': 10, 'train_loss': 0.5232, 'train_acc': 0.7, 'task_loss': (0.0786, 0.4446)}
{'epoch': 11, 'train_loss': 0.4508, 'train_acc': 0.716, 'task_loss': (0.0637, 0.3871)}
{'epoch': 12, 'train_loss': 0.3861, 'train_acc': 0.764, 'task_loss': (0.0564, 0.3297)}
{'epoch': 13, 'train_loss': 0.428, 'train_acc': 0.804, 'task_loss': (0.0461, 0.3818)}
{'epoch': 14, 'train_loss': 0.422, 'train_acc': 0.78, 'task_loss': (0.0533, 0.3687)}
{'epoch': 15, 'train_loss': 0.2991, 'train_acc': 0.816, 'task_loss': (0.0426, 0.2565)}
{'epoch': 16, 'train_loss': 0.2683, 'train_acc': 0.824, 'task_loss': (0.0397, 0.2286)}
{'epoch': 17, 'train_loss': 0.2806, 'train_acc': 0.828, 'task_loss': (0.039, 0.2416)}
{'epoch': 18, 'train_loss': 0.2945, 'train_acc': 0.736, 'task_loss': (0.0684, 0.2261)}
{'epoch': 19, 'train_loss': 0.1511, 'train_acc': 0.88, 'task_loss': (0.0326, 0.1185)}
{'epoch': 20, 'train_loss': 0.089, 'train_acc': 0.904, 'task_loss': (0.0248, 0.0643)}
{'epoch': 21, 'train_loss': 0.2344, 'train_acc': 0.848, 'task_loss': (0.0321, 0.2024)}
{'epoch': 22, 'train_loss': 0.2292, 'train_acc': 0.848, 'task_loss': (0.0403, 0.1889)}
{'epoch': 23, 'train_loss': 0.1875, 'train_acc': 0.884, 'task_loss': (0.0359, 0.1516)}
{'epoch': 24, 'train_loss': 0.1665, 'train_acc': 0.888, 'task_loss': (0.0314, 0.1351)}
{'epoch': 25, 'train_loss': 0.1775, 'train_acc': 0.9, 'task_loss': (0.0369, 0.1407)}
{'epoch': 26, 'train_loss': 0.1809, 'train_acc': 0.848, 'task_loss': (0.0395, 0.1414)}
{'epoch': 27, 'train_loss': 0.207, 'train_acc': 0.896, 'task_loss': (0.0273, 0.1797)}
{'epoch': 28, 'train_loss': 0.3318, 'train_acc': 0.876, 'task_loss': (0.0291, 0.3027)}
{'epoch': 29, 'train_loss': 0.2764, 'train_acc': 0.908, 'task_loss': (0.0256, 0.2508)}
{'epoch': 30, 'train_loss': 0.1349, 'train_acc': 0.836, 'task_loss': (0.0457, 0.0892)}
{'epoch': 31, 'train_loss': 0.1482, 'train_acc': 0.9, 'task_loss': (0.0385, 0.1097)}
{'epoch': 32, 'train_loss': 0.112, 'train_acc': 0.884, 'task_loss': (0.0236, 0.0884)}
{'epoch': 33, 'train_loss': 0.0594, 'train_acc': 0.932, 'task_loss': (0.0183, 0.041)}
{'epoch': 34, 'train_loss': 0.0611, 'train_acc': 0.952, 'task_loss': (0.0174, 0.0437)}
{'epoch': 35, 'train_loss': 0.0357, 'train_acc': 0.972, 'task_loss': (0.0108, 0.0248)}
{'epoch': 36, 'train_loss': 0.0239, 'train_acc': 0.956, 'task_loss': (0.0094, 0.0145)}
{'epoch': 37, 'train_loss': 0.0161, 'train_acc': 0.984, 'task_loss': (0.006, 0.0101)}
{'epoch': 38, 'train_loss': 0.0087, 'train_acc': 0.992, 'task_loss': (0.0042, 0.0045)}
{'epoch': 39, 'train_loss': 0.0067, 'train_acc': 0.988, 'task_loss': (0.0032, 0.0035)}
{'epoch': 40, 'train_loss': 0.008, 'train_acc': 0.992, 'task_loss': (0.0032, 0.0047)}
{'epoch': 41, 'train_loss': 0.0058, 'train_acc': 1.0, 'task_loss': (0.0027, 0.0031)}
{'epoch': 42, 'train_loss': 0.0051, 'train_acc': 0.996, 'task_loss': (0.0028, 0.0023)}
{'epoch': 43, 'train_loss': 0.0037, 'train_acc': 1.0, 'task_loss': (0.0019, 0.0018)}
{'epoch': 44, 'train_loss': 0.0027, 'train_acc': 1.0, 'task_loss': (0.0011, 0.0016)}
{'epoch': 45, 'train_loss': 0.0032, 'train_acc': 1.0, 'task_loss': (0.0017, 0.0015)}
{'epoch': 46, 'train_loss': 0.0038, 'train_acc': 0.996, 'task_loss': (0.002, 0.0018)}
{'epoch': 47, 'train_loss': 0.0023, 'train_acc': 1.0, 'task_loss': (0.001, 0.0013)}
{'epoch': 48, 'train_loss': 0.0022, 'train_acc': 1.0, 'task_loss': (0.0011, 0.0011)}
{'epoch': 49, 'train_loss': 0.0031, 'train_acc': 0.996, 'task_loss': (0.0017, 0.0014)}
{'epoch': 50, 'train_loss': 0.003, 'train_acc': 1.0, 'task_loss': (0.0015, 0.0015)}
{'epoch': 51, 'train_loss': 0.0029, 'train_acc': 1.0, 'task_loss': (0.001, 0.002)}
{'epoch': 52, 'train_loss': 0.0023, 'train_acc': 1.0, 'task_loss': (0.0011, 0.0012)}
{'epoch': 53, 'train_loss': 0.0029, 'train_acc': 1.0, 'task_loss': (0.0014, 0.0015)}
{'epoch': 54, 'train_loss': 0.0017, 'train_acc': 1.0, 'task_loss': (0.0009, 0.0008)}
{'epoch': 55, 'train_loss': 0.0022, 'train_acc': 1.0, 'task_loss': (0.0011, 0.001)}
{'epoch': 56, 'train_loss': 0.0016, 'train_acc': 1.0, 'task_loss': (0.0008, 0.0007)}
{'epoch': 57, 'train_loss': 0.002, 'train_acc': 1.0, 'task_loss': (0.0012, 0.0008)}
{'epoch': 58, 'train_loss': 0.0011, 'train_acc': 1.0, 'task_loss': (0.0006, 0.0006)}
{'epoch': 59, 'train_loss': 0.0023, 'train_acc': 1.0, 'task_loss': (0.0009, 0.0014)}
{'epoch': 60, 'train_loss': 0.0014, 'train_acc': 1.0, 'task_loss': (0.0006, 0.0008)}
{'epoch': 61, 'train_loss': 0.0015, 'train_acc': 1.0, 'task_loss': (0.0007, 0.0009)}
{'epoch': 62, 'train_loss': 0.0018, 'train_acc': 1.0, 'task_loss': (0.0008, 0.0009)}
{'epoch': 63, 'train_loss': 0.0013, 'train_acc': 1.0, 'task_loss': (0.0008, 0.0006)}
{'epoch': 64, 'train_loss': 0.0014, 'train_acc': 1.0, 'task_loss': (0.0006, 0.0008)}
{'epoch': 65, 'train_loss': 0.0016, 'train_acc': 1.0, 'task_loss': (0.0006, 0.001)}
{'epoch': 66, 'train_loss': 0.0013, 'train_acc': 1.0, 'task_loss': (0.0005, 0.0008)}
