,m,r,0,0_alpha,10,10_alpha,45,45_alpha,90,90_alpha,135,135_alpha
0,0.0,0.0,0.3275,0.5,0.33199999999999996,0.5,0.3205,0.5,0.32499999999999996,0.5,0.3195,0.5
1,0.0,1.0,0.3425,0.5,0.3395,0.5,0.3345,0.5,0.32799999999999996,0.5,0.3285,0.5
2,0.0,2.0,0.3235,0.5,0.33099999999999996,0.5,0.31599999999999995,0.5,0.31799999999999995,0.5,0.32999999999999996,0.5
3,0.0,3.0,0.32899999999999996,0.5,0.32799999999999996,0.5,0.32899999999999996,0.5,0.32899999999999996,0.5,0.33899999999999997,0.5
4,0.0,4.0,0.3155,0.5,0.32099999999999995,0.5,0.3275,0.5,0.3295,0.5,0.3205,0.5
5,0.0,5.0,0.3385,0.5,0.32899999999999996,0.5,0.32799999999999996,0.5,0.31799999999999995,0.5,0.32099999999999995,0.5
6,0.0,6.0,0.32399999999999995,0.5,0.32599999999999996,0.5,0.33599999999999997,0.5,0.32599999999999996,0.5,0.3225,0.5
7,0.0,7.0,0.32999999999999996,0.5,0.32699999999999996,0.5,0.32999999999999996,0.5,0.32799999999999996,0.5,0.32199999999999995,0.5
8,0.0,8.0,0.3265,0.5,0.33199999999999996,0.5,0.3355,0.5,0.32399999999999995,0.5,0.32299999999999995,0.5
9,0.0,9.0,0.32099999999999995,0.5,0.3225,0.5,0.3295,0.5,0.3255,0.5,0.33799999999999997,0.5
10,3.0,0.0,0.251,0.5,0.25849999999999995,0.5,0.27949999999999997,0.5,0.2915,0.5,0.31200000000000006,0.5
11,3.0,1.0,0.244,0.5,0.261,0.5,0.257,0.5,0.3005,0.5,0.31299999999999994,0.5
12,3.0,2.0,0.25949999999999995,0.5,0.267,0.5,0.268,0.5,0.2985,0.5,0.30800000000000005,0.5
13,3.0,3.0,0.256,0.5,0.24450000000000005,0.5,0.276,0.5,0.3045,0.5,0.29400000000000004,0.5
14,3.0,4.0,0.245,0.5,0.25449999999999995,0.5,0.275,0.5,0.3035,0.5,0.3095,0.5
15,3.0,5.0,0.25849999999999995,0.5,0.259,0.5,0.26549999999999996,0.5,0.30500000000000005,0.5,0.31000000000000005,0.5
16,3.0,6.0,0.247,0.5,0.25049999999999994,0.5,0.275,0.5,0.30200000000000005,0.5,0.2975,0.5
17,3.0,7.0,0.24650000000000005,0.5,0.257,0.5,0.276,0.5,0.30900000000000005,0.5,0.2935,0.5
18,3.0,8.0,0.25949999999999995,0.5,0.268,0.5,0.267,0.5,0.2925,0.5,0.30900000000000005,0.5
19,3.0,9.0,0.256,0.5,0.25149999999999995,0.5,0.26949999999999996,0.5,0.3055,0.5,0.3105,0.5
20,5.0,0.0,0.23450000000000004,0.5,0.246,0.5,0.27449999999999997,0.5,0.29400000000000004,0.5,0.31100000000000005,0.5
21,5.0,1.0,0.22650000000000003,0.5,0.242,0.5,0.28200000000000003,0.5,0.29300000000000004,0.5,0.3085,0.5
22,5.0,2.0,0.22750000000000004,0.5,0.24250000000000005,0.5,0.27149999999999996,0.5,0.2995,0.5,0.2985,0.5
23,5.0,3.0,0.22450000000000003,0.5,0.23099999999999998,0.5,0.268,0.5,0.30000000000000004,0.5,0.3055,0.5
24,5.0,4.0,0.24,0.5,0.237,0.5,0.27549999999999997,0.5,0.2855,0.5,0.3095,0.5
25,5.0,5.0,0.23050000000000004,0.5,0.239,0.5,0.26849999999999996,0.5,0.2985,0.5,0.29700000000000004,0.5
26,5.0,6.0,0.239,0.5,0.23850000000000005,0.5,0.27149999999999996,0.5,0.28600000000000003,0.5,0.3035,0.5
27,5.0,7.0,0.22899999999999998,0.5,0.235,0.5,0.26549999999999996,0.5,0.28500000000000003,0.5,0.3025,0.5
28,5.0,8.0,0.23350000000000004,0.5,0.24150000000000005,0.5,0.25949999999999995,0.5,0.281,0.5,0.2925,0.5
29,5.0,9.0,0.244,0.5,0.239,0.5,0.27449999999999997,0.5,0.2855,0.5,0.3125,0.5
30,10.0,0.0,0.22699999999999998,0.5,0.22899999999999998,0.5,0.262,0.5,0.28600000000000003,0.5,0.3115,0.5
31,10.0,1.0,0.22450000000000003,0.5,0.23250000000000004,0.5,0.26249999999999996,0.5,0.2915,0.5,0.30800000000000005,0.5
32,10.0,2.0,0.22199999999999998,0.5,0.235,0.5,0.269,0.5,0.29000000000000004,0.5,0.3025,0.5
33,10.0,3.0,0.22899999999999998,0.5,0.23750000000000004,0.5,0.26649999999999996,0.5,0.28900000000000003,0.5,0.3005,0.5
34,10.0,4.0,0.22350000000000003,0.5,0.24150000000000005,0.5,0.28500000000000003,0.5,0.2995,0.5,0.3055,0.5
35,10.0,5.0,0.21850000000000003,0.5,0.23199999999999998,0.5,0.26649999999999996,0.5,0.29500000000000004,0.5,0.3145,0.5
36,10.0,6.0,0.22750000000000004,0.5,0.236,0.5,0.26749999999999996,0.5,0.29000000000000004,0.5,0.30700000000000005,0.5
37,10.0,7.0,0.22750000000000004,0.5,0.24850000000000005,0.5,0.254,0.5,0.3025,0.5,0.2965,0.5
38,10.0,8.0,0.22299999999999998,0.5,0.235,0.5,0.267,0.5,0.28300000000000003,0.5,0.3115,0.5
39,10.0,9.0,0.23850000000000005,0.5,0.24650000000000005,0.5,0.28200000000000003,0.5,0.28900000000000003,0.5,0.31100000000000005,0.5
40,20.0,0.0,0.22550000000000003,0.5,0.238,0.5,0.26449999999999996,0.5,0.276,0.5,0.30100000000000005,0.5
41,20.0,1.0,0.21299999999999997,0.5,0.22750000000000004,0.5,0.275,0.5,0.30400000000000005,0.5,0.3245,0.5
42,20.0,2.0,0.21899999999999997,0.5,0.21899999999999997,0.5,0.26749999999999996,0.5,0.29500000000000004,0.5,0.31399999999999995,0.5
43,20.0,3.0,0.20750000000000002,0.5,0.22399999999999998,0.5,0.267,0.5,0.29200000000000004,0.5,0.3225,0.5
44,20.0,4.0,0.21750000000000003,0.5,0.21350000000000002,0.5,0.26649999999999996,0.5,0.29000000000000004,0.5,0.3335,0.5
45,20.0,5.0,0.21750000000000003,0.5,0.21650000000000003,0.5,0.26249999999999996,0.5,0.276,0.5,0.3105,0.5
46,20.0,6.0,0.21199999999999997,0.5,0.21650000000000003,0.5,0.25349999999999995,0.5,0.276,0.5,0.3105,0.5
47,20.0,7.0,0.22599999999999998,0.5,0.22299999999999998,0.5,0.256,0.5,0.2935,0.5,0.3145,0.5
48,20.0,8.0,0.20650000000000002,0.5,0.21199999999999997,0.5,0.23850000000000005,0.5,0.3045,0.5,0.3205,0.5
49,20.0,9.0,0.21699999999999997,0.5,0.21699999999999997,0.5,0.262,0.5,0.29300000000000004,0.5,0.3095,0.5
