,m,r,5,5_alpha
0,0.0,0.0,0.30400000000000005,0.5
1,0.0,1.0,0.2975,0.5
2,0.0,2.0,0.30200000000000005,0.5
3,0.0,3.0,0.30500000000000005,0.5
4,0.0,4.0,0.29800000000000004,0.5
5,0.0,5.0,0.30500000000000005,0.5
6,0.0,6.0,0.3035,0.5
7,0.0,7.0,0.29800000000000004,0.5
8,0.0,8.0,0.3075,0.5
9,0.0,9.0,0.2895,0.5
10,1.0,0.0,0.28800000000000003,0.908
11,1.0,1.0,0.2965,0.908
12,1.0,2.0,0.2955,0.908
13,1.0,3.0,0.28600000000000003,0.908
14,1.0,4.0,0.3085,0.908
15,1.0,5.0,0.2835,0.908
16,1.0,6.0,0.29900000000000004,0.908
17,1.0,7.0,0.28400000000000003,0.908
18,1.0,8.0,0.2995,0.908
19,1.0,9.0,0.29800000000000004,0.908
20,2.0,0.0,0.27649999999999997,0.924
21,2.0,1.0,0.2865,0.924
22,2.0,2.0,0.28800000000000003,0.924
23,2.0,3.0,0.279,0.924
24,2.0,4.0,0.281,0.924
25,2.0,5.0,0.28049999999999997,0.924
26,2.0,6.0,0.27849999999999997,0.924
27,2.0,7.0,0.2865,0.924
28,2.0,8.0,0.279,0.924
29,2.0,9.0,0.29000000000000004,0.924
30,3.0,0.0,0.27649999999999997,0.931
31,3.0,1.0,0.2825,0.931
32,3.0,2.0,0.28049999999999997,0.931
33,3.0,3.0,0.27549999999999997,0.931
34,3.0,4.0,0.29600000000000004,0.931
35,3.0,5.0,0.269,0.931
36,3.0,6.0,0.27649999999999997,0.931
37,3.0,7.0,0.28,0.931
38,3.0,8.0,0.27949999999999997,0.931
39,3.0,9.0,0.28900000000000003,0.931
40,4.0,0.0,0.2835,0.936
41,4.0,1.0,0.2835,0.936
42,4.0,2.0,0.281,0.936
43,4.0,3.0,0.28600000000000003,0.936
44,4.0,4.0,0.28700000000000003,0.936
45,4.0,5.0,0.2845,0.936
46,4.0,6.0,0.281,0.936
47,4.0,7.0,0.27849999999999997,0.936
48,4.0,8.0,0.277,0.936
49,4.0,9.0,0.279,0.936
50,5.0,0.0,0.275,0.909
51,5.0,1.0,0.29000000000000004,0.909
52,5.0,2.0,0.27449999999999997,0.909
53,5.0,3.0,0.2895,0.909
54,5.0,4.0,0.2875,0.909
55,5.0,5.0,0.26949999999999996,0.909
56,5.0,6.0,0.27349999999999997,0.909
57,5.0,7.0,0.29600000000000004,0.909
58,5.0,8.0,0.281,0.909
59,5.0,9.0,0.28049999999999997,0.909
60,10.0,0.0,0.2835,0.906
61,10.0,1.0,0.29600000000000004,0.906
62,10.0,2.0,0.2915,0.906
63,10.0,3.0,0.275,0.906
64,10.0,4.0,0.281,0.906
65,10.0,5.0,0.2875,0.906
66,10.0,6.0,0.279,0.906
67,10.0,7.0,0.2905,0.906
68,10.0,8.0,0.2915,0.906
69,10.0,9.0,0.2925,0.906
70,20.0,0.0,0.30900000000000005,0.92
71,20.0,1.0,0.2995,0.92
72,20.0,2.0,0.29900000000000004,0.92
73,20.0,3.0,0.30800000000000005,0.92
74,20.0,4.0,0.29000000000000004,0.92
75,20.0,5.0,0.2905,0.92
76,20.0,6.0,0.2905,0.92
77,20.0,7.0,0.3125,0.92
78,20.0,8.0,0.3005,0.92
79,20.0,9.0,0.2995,0.92
