,m,r,135,135_alpha
0,0.0,0.0,0.3275,0.5
1,0.0,1.0,0.3425,0.5
2,0.0,2.0,0.3235,0.5
3,0.0,3.0,0.32899999999999996,0.5
4,0.0,4.0,0.3155,0.5
5,0.0,5.0,0.3385,0.5
6,0.0,6.0,0.32399999999999995,0.5
7,0.0,7.0,0.32999999999999996,0.5
8,0.0,8.0,0.3265,0.5
9,0.0,9.0,0.32099999999999995,0.5
10,3.0,0.0,0.3005,0.921
11,3.0,1.0,0.32099999999999995,0.921
12,3.0,2.0,0.31200000000000006,0.921
13,3.0,3.0,0.3115,0.921
14,3.0,4.0,0.31699999999999995,0.921
15,3.0,5.0,0.3125,0.921
16,3.0,6.0,0.3085,0.921
17,3.0,7.0,0.3065,0.921
18,3.0,8.0,0.3135,0.921
19,3.0,9.0,0.31200000000000006,0.921
20,5.0,0.0,0.31499999999999995,0.8500000000000003
21,5.0,1.0,0.30300000000000005,0.8500000000000003
22,5.0,2.0,0.29700000000000004,0.8500000000000003
23,5.0,3.0,0.3125,0.8500000000000003
24,5.0,4.0,0.29200000000000004,0.8500000000000003
25,5.0,5.0,0.29200000000000004,0.8500000000000003
26,5.0,6.0,0.3145,0.8500000000000003
27,5.0,7.0,0.2915,0.8500000000000003
28,5.0,8.0,0.30400000000000005,0.8500000000000003
29,5.0,9.0,0.2995,0.8500000000000003
30,10.0,0.0,0.31299999999999994,0.927
31,10.0,1.0,0.31799999999999995,0.927
32,10.0,2.0,0.3035,0.927
33,10.0,3.0,0.3035,0.927
34,10.0,4.0,0.30400000000000005,0.927
35,10.0,5.0,0.3025,0.927
36,10.0,6.0,0.31200000000000006,0.927
37,10.0,7.0,0.30300000000000005,0.927
38,10.0,8.0,0.29900000000000004,0.927
39,10.0,9.0,0.3085,0.927
40,20.0,0.0,0.3015,0.906
41,20.0,1.0,0.3105,0.906
42,20.0,2.0,0.3055,0.906
43,20.0,3.0,0.2985,0.906
44,20.0,4.0,0.3035,0.906
45,20.0,5.0,0.3015,0.906
46,20.0,6.0,0.30300000000000005,0.906
47,20.0,7.0,0.3075,0.906
48,20.0,8.0,0.3105,0.906
49,20.0,9.0,0.30800000000000005,0.906
