,m,r,135
0,0.0,0.0,0.3275
1,0.0,1.0,0.3425
2,0.0,2.0,0.3235
3,0.0,3.0,0.32899999999999996
4,0.0,4.0,0.3155
5,0.0,5.0,0.3385
6,0.0,6.0,0.32399999999999995
7,0.0,7.0,0.32999999999999996
8,0.0,8.0,0.3265
9,0.0,9.0,0.32099999999999995
10,3.0,0.0,0.3005
11,3.0,1.0,0.32099999999999995
12,3.0,2.0,0.31200000000000006
13,3.0,3.0,0.3115
14,3.0,4.0,0.31699999999999995
15,3.0,5.0,0.3125
16,3.0,6.0,0.3085
17,3.0,7.0,0.3065
18,3.0,8.0,0.3135
19,3.0,9.0,0.31200000000000006
20,5.0,0.0,0.31499999999999995
21,5.0,1.0,0.30300000000000005
22,5.0,2.0,0.29700000000000004
23,5.0,3.0,0.3125
24,5.0,4.0,0.29200000000000004
25,5.0,5.0,0.29200000000000004
26,5.0,6.0,0.3145
27,5.0,7.0,0.2915
28,5.0,8.0,0.30400000000000005
29,5.0,9.0,0.2995
30,10.0,0.0,0.31299999999999994
31,10.0,1.0,0.31799999999999995
32,10.0,2.0,0.3035
33,10.0,3.0,0.3035
34,10.0,4.0,0.30400000000000005
35,10.0,5.0,0.3025
36,10.0,6.0,0.31200000000000006
37,10.0,7.0,0.30300000000000005
38,10.0,8.0,0.29900000000000004
39,10.0,9.0,0.3085
40,20.0,0.0,0.3015
41,20.0,1.0,0.3105
42,20.0,2.0,0.3055
43,20.0,3.0,0.2985
44,20.0,4.0,0.3035
45,20.0,5.0,0.3015
46,20.0,6.0,0.30300000000000005
47,20.0,7.0,0.3075
48,20.0,8.0,0.3105
49,20.0,9.0,0.30800000000000005
