,m,r,5,5_alpha
0,0.0,0.0,0.16000000000000003,0.5
1,0.0,1.0,0.16349999999999998,0.5
2,0.0,2.0,0.16649999999999998,0.5
3,0.0,3.0,0.15500000000000003,0.5
4,0.0,4.0,0.15149999999999997,0.5
5,0.0,5.0,0.15300000000000002,0.5
6,0.0,6.0,0.15949999999999998,0.5
7,0.0,7.0,0.16500000000000004,0.5
8,0.0,8.0,0.15949999999999998,0.5
9,0.0,9.0,0.16649999999999998,0.5
10,1.0,0.0,0.14100000000000001,0.912
11,1.0,1.0,0.119,0.912
12,1.0,2.0,0.12849999999999995,0.912
13,1.0,3.0,0.13349999999999995,0.912
14,1.0,4.0,0.132,0.912
15,1.0,5.0,0.127,0.912
16,1.0,6.0,0.134,0.912
17,1.0,7.0,0.132,0.912
18,1.0,8.0,0.13449999999999995,0.912
19,1.0,9.0,0.136,0.912
20,2.0,0.0,0.128,0.9500000000000001
21,2.0,1.0,0.126,0.9500000000000001
22,2.0,2.0,0.14349999999999996,0.9500000000000001
23,2.0,3.0,0.123,0.9500000000000001
24,2.0,4.0,0.12949999999999995,0.9500000000000001
25,2.0,5.0,0.13549999999999995,0.9500000000000001
26,2.0,6.0,0.14300000000000002,0.9500000000000001
27,2.0,7.0,0.132,0.9500000000000001
28,2.0,8.0,0.139,0.9500000000000001
29,2.0,9.0,0.131,0.9500000000000001
30,3.0,0.0,0.14149999999999996,0.904
31,3.0,1.0,0.11850000000000005,0.904
32,3.0,2.0,0.121,0.904
33,3.0,3.0,0.13249999999999995,0.904
34,3.0,4.0,0.129,0.904
35,3.0,5.0,0.14600000000000002,0.904
36,3.0,6.0,0.11350000000000005,0.904
37,3.0,7.0,0.11499999999999999,0.904
38,3.0,8.0,0.12549999999999994,0.904
39,3.0,9.0,0.14600000000000002,0.904
40,4.0,0.0,0.11699999999999999,0.91
41,4.0,1.0,0.12050000000000005,0.91
42,4.0,2.0,0.12549999999999994,0.91
43,4.0,3.0,0.122,0.91
44,4.0,4.0,0.11750000000000005,0.91
45,4.0,5.0,0.11450000000000005,0.91
46,4.0,6.0,0.11850000000000005,0.91
47,4.0,7.0,0.118,0.91
48,4.0,8.0,0.128,0.91
49,4.0,9.0,0.12250000000000005,0.91
50,5.0,0.0,0.10650000000000004,0.917
51,5.0,1.0,0.11499999999999999,0.917
52,5.0,2.0,0.10999999999999999,0.917
53,5.0,3.0,0.10950000000000004,0.917
54,5.0,4.0,0.12250000000000005,0.917
55,5.0,5.0,0.12050000000000005,0.917
56,5.0,6.0,0.11650000000000005,0.917
57,5.0,7.0,0.11699999999999999,0.917
58,5.0,8.0,0.11350000000000005,0.917
59,5.0,9.0,0.11450000000000005,0.917
60,10.0,0.0,0.10299999999999998,0.9
61,10.0,1.0,0.10799999999999998,0.9
62,10.0,2.0,0.12050000000000005,0.9
63,10.0,3.0,0.10750000000000004,0.9
64,10.0,4.0,0.119,0.9
65,10.0,5.0,0.122,0.9
66,10.0,6.0,0.128,0.9
67,10.0,7.0,0.11150000000000004,0.9
68,10.0,8.0,0.10450000000000004,0.9
69,10.0,9.0,0.11499999999999999,0.9
70,20.0,0.0,0.123,0.924
71,20.0,1.0,0.129,0.924
72,20.0,2.0,0.12649999999999995,0.924
73,20.0,3.0,0.13649999999999995,0.924
74,20.0,4.0,0.11450000000000005,0.924
75,20.0,5.0,0.12849999999999995,0.924
76,20.0,6.0,0.12250000000000005,0.924
77,20.0,7.0,0.12350000000000005,0.924
78,20.0,8.0,0.123,0.924
79,20.0,9.0,0.123,0.924
