,m,r,135,135_alpha
0,30.0,0.0,0.3195,0.922
1,30.0,1.0,0.3135,0.922
2,30.0,2.0,0.3095,0.922
3,30.0,3.0,0.3105,0.922
4,30.0,4.0,0.31799999999999995,0.922
5,30.0,5.0,0.3195,0.922
6,30.0,6.0,0.3135,0.922
7,30.0,7.0,0.3035,0.922
8,30.0,8.0,0.3035,0.922
9,30.0,9.0,0.3115,0.922
10,40.0,0.0,0.31799999999999995,0.9600000000000001
11,40.0,1.0,0.3175,0.9600000000000001
12,40.0,2.0,0.30100000000000005,0.9600000000000001
13,40.0,3.0,0.2875,0.9600000000000001
14,40.0,4.0,0.31399999999999995,0.9600000000000001
15,40.0,5.0,0.3105,0.9600000000000001
16,40.0,6.0,0.31999999999999995,0.9600000000000001
17,40.0,7.0,0.33099999999999996,0.9600000000000001
18,40.0,8.0,0.31200000000000006,0.9600000000000001
19,40.0,9.0,0.3205,0.9600000000000001
20,50.0,0.0,0.29500000000000004,0.9650000000000001
21,50.0,1.0,0.3375,0.9650000000000001
22,50.0,2.0,0.31299999999999994,0.9650000000000001
23,50.0,3.0,0.3015,0.9650000000000001
24,50.0,4.0,0.3115,0.9650000000000001
25,50.0,5.0,0.29900000000000004,0.9650000000000001
26,50.0,6.0,0.3185,0.9650000000000001
27,50.0,7.0,0.3165,0.9650000000000001
28,50.0,8.0,0.31499999999999995,0.9650000000000001
29,50.0,9.0,0.32399999999999995,0.9650000000000001
