,m,r,0,10,45,90,135
0,0.0,0.0,0.3289999999999999,0.3235,0.3279999999999999,0.3239999999999999,0.3139999999999999
1,0.0,1.0,0.3465,0.3339999999999999,0.3285,0.3225,0.3335
2,0.0,2.0,0.3235,0.3225,0.3289999999999999,0.3375,0.3175
3,0.0,3.0,0.3295,0.3315,0.308,0.3335,0.3329999999999999
4,0.0,4.0,0.3179999999999999,0.3359999999999999,0.3289999999999999,0.3319999999999999,0.3269999999999999
5,0.0,5.0,0.3345,0.3375,0.3279999999999999,0.3169999999999999,0.3289999999999999
6,0.0,6.0,0.3295,0.3345,0.3355,0.3325,0.3345
7,0.0,7.0,0.3215,0.3305,0.3245,0.3149999999999999,0.3335
8,0.0,8.0,0.3329999999999999,0.3325,0.3299999999999999,0.3239999999999999,0.3309999999999999
9,0.0,9.0,0.3295,0.3395,0.306,0.3285,0.3325
30,3.0,0.0,0.26,0.2594999999999999,0.269,0.309,0.3125
31,3.0,1.0,0.252,0.256,0.275,0.2965,0.3075
32,3.0,2.0,0.255,0.255,0.265,0.3095,0.296
33,3.0,3.0,0.2674999999999999,0.2604999999999999,0.266,0.3125,0.3015
34,3.0,4.0,0.26,0.2514999999999999,0.2664999999999999,0.3139999999999999,0.3065
35,3.0,5.0,0.251,0.245,0.2634999999999999,0.3205,0.311
36,3.0,6.0,0.245,0.2564999999999999,0.282,0.2965,0.3085
37,3.0,7.0,0.2465,0.2614999999999999,0.284,0.2955,0.3129999999999999
38,3.0,8.0,0.25,0.2524999999999999,0.2764999999999999,0.2995,0.306
39,3.0,9.0,0.2584999999999999,0.257,0.2734999999999999,0.3169999999999999,0.3189999999999999
50,5.0,0.0,0.2299999999999999,0.2319999999999999,0.2764999999999999,0.296,0.3015
51,5.0,1.0,0.2345,0.2375,0.279,0.305,0.2965
52,5.0,2.0,0.2225,0.2445,0.27,0.2915,0.294
53,5.0,3.0,0.2395,0.2329999999999999,0.2674999999999999,0.301,0.3165
54,5.0,4.0,0.2335,0.2415,0.2734999999999999,0.303,0.298
55,5.0,5.0,0.2319999999999999,0.2504999999999999,0.273,0.304,0.299
56,5.0,6.0,0.2355,0.241,0.2714999999999999,0.2915,0.3045
57,5.0,7.0,0.2315,0.2405,0.2654999999999999,0.295,0.2995
58,5.0,8.0,0.246,0.252,0.2584999999999999,0.2955,0.3075
59,5.0,9.0,0.2329999999999999,0.247,0.2774999999999999,0.2955,0.308
60,10.0,0.0,0.2219999999999999,0.2335,0.2804999999999999,0.2955,0.3035
61,10.0,1.0,0.2215,0.2325,0.2704999999999999,0.3055,0.3169999999999999
62,10.0,2.0,0.2159999999999999,0.241,0.264,0.2895,0.3095
63,10.0,3.0,0.2219999999999999,0.2235,0.277,0.2995,0.3225
64,10.0,4.0,0.2189999999999999,0.2339999999999999,0.28,0.299,0.3245
65,10.0,5.0,0.2175,0.2299999999999999,0.265,0.2925,0.3185
66,10.0,6.0,0.2229999999999999,0.2339999999999999,0.272,0.3155,0.3175
67,10.0,7.0,0.2199999999999999,0.237,0.2804999999999999,0.29,0.3135
68,10.0,8.0,0.2225,0.236,0.2704999999999999,0.305,0.3045
69,10.0,9.0,0.2229999999999999,0.2405,0.2825,0.301,0.3189999999999999
70,20.0,0.0,0.2069999999999999,0.2035,0.251,0.3005,0.3095
71,20.0,1.0,0.2085,0.1979999999999999,0.2644999999999999,0.288,0.31
72,20.0,2.0,0.1915,0.2075,0.2594999999999999,0.294,0.3275
73,20.0,3.0,0.2035,0.1969999999999999,0.2624999999999999,0.298,0.3355
74,20.0,4.0,0.2039999999999999,0.2079999999999999,0.2504999999999999,0.2915,0.3235
75,20.0,5.0,0.2125,0.2115,0.2614999999999999,0.2875,0.3235
76,20.0,6.0,0.2039999999999999,0.2075,0.266,0.2905,0.3299999999999999
77,20.0,7.0,0.2065,0.2125,0.262,0.2995,0.3335
78,20.0,8.0,0.2045,0.2135,0.257,0.295,0.3229999999999999
79,20.0,9.0,0.2009999999999999,0.2129999999999999,0.2534999999999999,0.287,0.3285
80,30.0,0.0,0.185,0.1975,0.2554999999999999,0.303,0.3255
81,30.0,1.0,0.18,0.2045,0.2435,0.3035,0.3259999999999999
82,30.0,2.0,0.1915,0.1909999999999999,0.2534999999999999,0.304,0.3345
83,30.0,3.0,0.1939999999999999,0.1979999999999999,0.2604999999999999,0.291,0.3319999999999999
84,30.0,4.0,0.1785,0.1909999999999999,0.2614999999999999,0.305,0.3245
85,30.0,5.0,0.1889999999999999,0.1985,0.26,0.2935,0.3185
86,30.0,6.0,0.1939999999999999,0.1879999999999999,0.2674999999999999,0.31,0.3195
87,30.0,7.0,0.1965,0.1939999999999999,0.26,0.3045,0.3275
88,30.0,8.0,0.1895,0.2029999999999999,0.2485,0.291,0.3349999999999999
89,30.0,9.0,0.185,0.1929999999999999,0.257,0.2935,0.3335
90,40.0,0.0,0.174,0.1875,0.261,0.2995,0.3379999999999999
91,40.0,1.0,0.177,0.1905,0.269,0.3095,0.3285
92,40.0,2.0,0.1825,0.1825,0.255,0.3205,0.3325
93,40.0,3.0,0.183,0.183,0.257,0.3045,0.3255
94,40.0,4.0,0.1785,0.1949999999999999,0.263,0.3045,0.3299999999999999
95,40.0,5.0,0.1785,0.1979999999999999,0.272,0.3175,0.3339999999999999
96,40.0,6.0,0.175,0.2125,0.2624999999999999,0.3075,0.3339999999999999
97,40.0,7.0,0.1785,0.1905,0.256,0.2985,0.3379999999999999
98,40.0,8.0,0.1889999999999999,0.1915,0.2574999999999999,0.3205,0.3325
99,40.0,9.0,0.177,0.178,0.269,0.3189999999999999,0.3315
100,50.0,0.0,0.158,0.184,0.2674999999999999,0.3015,0.347
101,50.0,1.0,0.177,0.1694999999999999,0.252,0.295,0.3425
102,50.0,2.0,0.1684999999999999,0.173,0.265,0.3035,0.353
103,50.0,3.0,0.1624999999999999,0.1915,0.253,0.2945,0.3355
104,50.0,4.0,0.164,0.171,0.2604999999999999,0.294,0.3295
105,50.0,5.0,0.167,0.171,0.2485,0.298,0.3349999999999999
106,50.0,6.0,0.169,0.1714999999999999,0.252,0.3045,0.3295
107,50.0,7.0,0.1694999999999999,0.1644999999999999,0.2534999999999999,0.296,0.3129999999999999
108,50.0,8.0,0.165,0.179,0.264,0.3085,0.3315
109,50.0,9.0,0.1674999999999999,0.184,0.2564999999999999,0.3075,0.3365
