,m,r,1,2,3,4
0,0.0,0.0,0.21699999999999997,0.244,0.21399999999999997,0.1975
1,0.0,1.0,0.24550000000000005,0.21999999999999997,0.29100000000000004,0.21150000000000002
2,0.0,2.0,0.237,0.19599999999999995,0.1975,0.19699999999999995
3,0.0,3.0,0.23750000000000004,0.21899999999999997,0.21899999999999997,0.22399999999999998
4,0.0,4.0,0.19599999999999995,0.21899999999999997,0.1985,0.25249999999999995
5,0.0,5.0,0.265,0.20499999999999996,0.23350000000000004,0.23550000000000004
6,0.0,6.0,0.23050000000000004,0.23150000000000004,0.25349999999999995,0.1905
7,0.0,7.0,0.255,0.25649999999999995,0.22350000000000003,0.20599999999999996
8,0.0,8.0,0.244,0.21250000000000002,0.29100000000000004,0.1885
9,0.0,9.0,0.22250000000000003,0.22399999999999998,0.257,0.20999999999999996
10,250.0,0.0,0.20199999999999996,0.17700000000000005,0.1985,0.2015
11,250.0,1.0,0.1925,0.1825,0.1885,0.1805
12,250.0,2.0,0.17300000000000004,0.17000000000000004,0.20750000000000002,0.21850000000000003
13,250.0,3.0,0.21399999999999997,0.1885,0.2025,0.20550000000000002
14,250.0,4.0,0.20650000000000002,0.18100000000000005,0.19499999999999995,0.19299999999999995
15,250.0,5.0,0.22199999999999998,0.21399999999999997,0.20650000000000002,0.20550000000000002
16,250.0,6.0,0.16949999999999998,0.19899999999999995,0.2015,0.1975
17,250.0,7.0,0.18400000000000005,0.1985,0.22150000000000003,0.23250000000000004
18,250.0,8.0,0.23350000000000004,0.21250000000000002,0.20499999999999996,0.1985
19,250.0,9.0,0.1735,0.19599999999999995,0.20899999999999996,0.23150000000000004
20,500.0,0.0,0.15800000000000003,0.2025,0.20499999999999996,0.2025
21,500.0,1.0,0.16549999999999998,0.21299999999999997,0.18700000000000006,0.16400000000000003
22,500.0,2.0,0.16300000000000003,0.17700000000000005,0.17300000000000004,0.1745
23,500.0,3.0,0.18100000000000005,0.1725,0.1955,0.1825
24,500.0,4.0,0.16449999999999998,0.18300000000000005,0.1905,0.19599999999999995
25,500.0,5.0,0.15649999999999997,0.21999999999999997,0.17700000000000005,0.16100000000000003
26,500.0,6.0,0.16400000000000003,0.19599999999999995,0.20950000000000002,0.2025
27,500.0,7.0,0.1795,0.1915,0.1855,0.19199999999999995
28,500.0,8.0,0.16800000000000004,0.1975,0.1995,0.17149999999999999
29,500.0,9.0,0.1835,0.19299999999999995,0.21099999999999997,0.2025
