,m,r,1,3
0,0.0,0.0,0.32799999999999996,0.38249999999999995
1,0.0,1.0,0.33299999999999996,0.34299999999999997
2,0.0,2.0,0.34299999999999997,0.34850000000000003
3,0.0,3.0,0.351,0.3435
4,0.0,4.0,0.36950000000000005,0.31100000000000005
5,0.0,5.0,0.34750000000000003,0.34950000000000003
6,0.0,6.0,0.345,0.35950000000000004
7,0.0,7.0,0.34099999999999997,0.379
8,0.0,8.0,0.37749999999999995,0.35450000000000004
9,0.0,9.0,0.3315,0.362
10,250.0,0.0,0.30600000000000005,0.30800000000000005
11,250.0,1.0,0.3135,0.3225
12,250.0,2.0,0.31599999999999995,0.33499999999999996
13,250.0,3.0,0.33699999999999997,0.31200000000000006
14,250.0,4.0,0.32199999999999995,0.3245
15,250.0,5.0,0.3365,0.32699999999999996
16,250.0,6.0,0.3175,0.3115
17,250.0,7.0,0.3155,0.31599999999999995
18,250.0,8.0,0.3255,0.32399999999999995
19,250.0,9.0,0.362,0.32699999999999996
20,500.0,0.0,0.31599999999999995,0.32399999999999995
21,500.0,1.0,0.3115,0.2965
22,500.0,2.0,0.3065,0.32799999999999996
23,500.0,3.0,0.3235,0.31200000000000006
24,500.0,4.0,0.32199999999999995,0.3365
25,500.0,5.0,0.31399999999999995,0.2995
26,500.0,6.0,0.3125,0.3185
27,500.0,7.0,0.3195,0.31200000000000006
28,500.0,8.0,0.29800000000000004,0.32099999999999995
29,500.0,9.0,0.3085,0.34850000000000003
30,750.0,0.0,0.31999999999999995,0.33199999999999996
31,750.0,1.0,0.2935,0.31200000000000006
32,750.0,2.0,0.30200000000000005,0.32799999999999996
33,750.0,3.0,0.3185,0.2945
34,750.0,4.0,0.30300000000000005,0.30500000000000005
35,750.0,5.0,0.30400000000000005,0.2975
36,750.0,6.0,0.3145,0.33999999999999997
37,750.0,7.0,0.2975,0.3075
38,750.0,8.0,0.29700000000000004,0.30200000000000005
39,750.0,9.0,0.32999999999999996,0.3175
40,1000.0,0.0,0.28700000000000003,0.2965
41,1000.0,1.0,0.2845,0.31200000000000006
42,1000.0,2.0,0.30300000000000005,0.31399999999999995
43,1000.0,3.0,0.31299999999999994,0.3005
44,1000.0,4.0,0.29300000000000004,0.2915
45,1000.0,5.0,0.3265,0.3075
46,1000.0,6.0,0.2935,0.29300000000000004
47,1000.0,7.0,0.3005,0.30800000000000005
48,1000.0,8.0,0.2995,0.28800000000000003
49,1000.0,9.0,0.278,0.2935
50,1250.0,0.0,0.2855,0.3135
51,1250.0,1.0,0.28,0.2835
52,1250.0,2.0,0.274,0.30700000000000005
53,1250.0,3.0,0.269,0.3125
54,1250.0,4.0,0.26449999999999996,0.2825
55,1250.0,5.0,0.29200000000000004,0.29800000000000004
56,1250.0,6.0,0.2935,0.2995
57,1250.0,7.0,0.28900000000000003,0.28900000000000003
58,1250.0,8.0,0.2965,0.30400000000000005
59,1250.0,9.0,0.277,0.2845
60,1500.0,0.0,0.27849999999999997,0.2995
61,1500.0,1.0,0.29500000000000004,0.31999999999999995
62,1500.0,2.0,0.279,0.29300000000000004
63,1500.0,3.0,0.28400000000000003,0.277
64,1500.0,4.0,0.28200000000000003,0.3025
65,1500.0,5.0,0.27249999999999996,0.2985
66,1500.0,6.0,0.27949999999999997,0.28800000000000003
67,1500.0,7.0,0.2815,0.2845
68,1500.0,8.0,0.2965,0.28600000000000003
69,1500.0,9.0,0.2885,0.2995
70,2000.0,0.0,0.275,0.28600000000000003
71,2000.0,1.0,0.28900000000000003,0.29500000000000004
72,2000.0,2.0,0.2905,0.2945
73,2000.0,3.0,0.28300000000000003,0.2935
74,2000.0,4.0,0.2935,0.32799999999999996
75,2000.0,5.0,0.279,0.2965
76,2000.0,6.0,0.273,0.3075
77,2000.0,7.0,0.28,0.2925
78,2000.0,8.0,0.25549999999999995,0.27949999999999997
79,2000.0,9.0,0.2905,0.274
80,3000.0,0.0,0.27349999999999997,0.28200000000000003
81,3000.0,1.0,0.28800000000000003,0.27349999999999997
82,3000.0,2.0,0.27849999999999997,0.29600000000000004
83,3000.0,3.0,0.2835,0.2875
84,3000.0,4.0,0.3225,0.28800000000000003
85,3000.0,5.0,0.2875,0.27049999999999996
86,3000.0,6.0,0.2845,0.264
87,3000.0,7.0,0.29000000000000004,0.29100000000000004
88,3000.0,8.0,0.29500000000000004,0.2995
89,3000.0,9.0,0.27049999999999996,0.27549999999999997
90,4000.0,0.0,0.27349999999999997,0.2845
91,4000.0,1.0,0.2925,0.25949999999999995
92,4000.0,2.0,0.279,0.263
93,4000.0,3.0,0.26549999999999996,0.23550000000000004
94,4000.0,4.0,0.2865,0.276
95,4000.0,5.0,0.28400000000000003,0.30700000000000005
96,4000.0,6.0,0.3215,0.279
97,4000.0,7.0,0.28049999999999997,0.247
98,4000.0,8.0,0.26549999999999996,0.28500000000000003
99,4000.0,9.0,0.281,0.257
