,m,r,1,3,4
0,0.0,0.0,0.32799999999999996,0.38249999999999995,0.3235
1,0.0,1.0,0.33299999999999996,0.34299999999999997,0.366
2,0.0,2.0,0.34299999999999997,0.34850000000000003,0.33499999999999996
3,0.0,3.0,0.351,0.3435,0.346
4,0.0,4.0,0.36950000000000005,0.31100000000000005,0.37150000000000005
5,0.0,5.0,0.34750000000000003,0.34950000000000003,0.36650000000000005
6,0.0,6.0,0.345,0.35950000000000004,0.35450000000000004
7,0.0,7.0,0.34099999999999997,0.379,0.35450000000000004
8,0.0,8.0,0.37749999999999995,0.35450000000000004,0.31799999999999995
9,0.0,9.0,0.3315,0.362,0.355
10,250.0,0.0,0.30600000000000005,0.30800000000000005,0.3015
11,250.0,1.0,0.3135,0.3225,0.30300000000000005
12,250.0,2.0,0.31599999999999995,0.33499999999999996,0.30300000000000005
13,250.0,3.0,0.33699999999999997,0.31200000000000006,0.2975
14,250.0,4.0,0.32199999999999995,0.3245,0.3185
15,250.0,5.0,0.3365,0.32699999999999996,0.29700000000000004
16,250.0,6.0,0.3175,0.3115,0.3135
17,250.0,7.0,0.3155,0.31599999999999995,0.2965
18,250.0,8.0,0.3255,0.32399999999999995,0.3045
19,250.0,9.0,0.362,0.32699999999999996,0.30700000000000005
20,500.0,0.0,0.31599999999999995,0.32399999999999995,0.30300000000000005
21,500.0,1.0,0.3115,0.2965,0.28800000000000003
22,500.0,2.0,0.3065,0.32799999999999996,0.3185
23,500.0,3.0,0.3235,0.31200000000000006,0.29700000000000004
24,500.0,4.0,0.32199999999999995,0.3365,0.3295
25,500.0,5.0,0.31399999999999995,0.2995,0.2995
26,500.0,6.0,0.3125,0.3185,0.29000000000000004
27,500.0,7.0,0.3195,0.31200000000000006,0.3145
28,500.0,8.0,0.29800000000000004,0.32099999999999995,0.3115
29,500.0,9.0,0.3085,0.34850000000000003,0.3015
30,750.0,0.0,0.31999999999999995,0.33199999999999996,0.31000000000000005
31,750.0,1.0,0.2935,0.31200000000000006,0.31100000000000005
32,750.0,2.0,0.30200000000000005,0.32799999999999996,0.2885
33,750.0,3.0,0.3185,0.2945,0.3145
34,750.0,4.0,0.30300000000000005,0.30500000000000005,0.3045
35,750.0,5.0,0.30400000000000005,0.2975,0.3175
36,750.0,6.0,0.3145,0.33999999999999997,0.2895
