,m,r,1,2,3
0,0.0,0.0,0.21699999999999997,0.244,0.21399999999999997
1,0.0,1.0,0.24550000000000005,0.21999999999999997,0.29100000000000004
2,0.0,2.0,0.237,0.19599999999999995,0.1975
3,0.0,3.0,0.23750000000000004,0.21899999999999997,0.21899999999999997
4,0.0,4.0,0.19599999999999995,0.21899999999999997,0.1985
5,0.0,5.0,0.265,0.20499999999999996,0.23350000000000004
6,0.0,6.0,0.23050000000000004,0.23150000000000004,0.25349999999999995
7,0.0,7.0,0.255,0.25649999999999995,0.22350000000000003
8,0.0,8.0,0.244,0.21250000000000002,0.29100000000000004
9,0.0,9.0,0.22250000000000003,0.22399999999999998,0.257
10,250.0,0.0,0.20199999999999996,0.17700000000000005,0.1985
11,250.0,1.0,0.1925,0.1825,0.1885
12,250.0,2.0,0.17300000000000004,0.17000000000000004,0.20750000000000002
13,250.0,3.0,0.21399999999999997,0.1885,0.2025
14,250.0,4.0,0.20650000000000002,0.18100000000000005,0.19499999999999995
15,250.0,5.0,0.22199999999999998,0.21399999999999997,0.20650000000000002
16,250.0,6.0,0.16949999999999998,0.19899999999999995,0.2015
17,250.0,7.0,0.18400000000000005,0.1985,0.22150000000000003
18,250.0,8.0,0.23350000000000004,0.21250000000000002,0.20499999999999996
19,250.0,9.0,0.1735,0.19599999999999995,0.20899999999999996
20,500.0,0.0,0.15800000000000003,0.2025,0.20499999999999996
21,500.0,1.0,0.16549999999999998,0.21299999999999997,0.18700000000000006
22,500.0,2.0,0.16300000000000003,0.17700000000000005,0.17300000000000004
23,500.0,3.0,0.18100000000000005,0.1725,0.1955
24,500.0,4.0,0.16449999999999998,0.18300000000000005,0.1905
25,500.0,5.0,0.15649999999999997,0.21999999999999997,0.17700000000000005
26,500.0,6.0,0.16400000000000003,0.19599999999999995,0.20950000000000002
27,500.0,7.0,0.1795,0.1915,0.1855
28,500.0,8.0,0.16800000000000004,0.1975,0.1995
29,500.0,9.0,0.1835,0.19299999999999995,0.21099999999999997
30,750.0,0.0,0.17500000000000004,0.21599999999999997,0.1925
31,750.0,1.0,0.18300000000000005,0.1925,0.17000000000000004
32,750.0,2.0,0.1735,0.2025,0.17149999999999999
33,750.0,3.0,0.15949999999999998,0.19799999999999995,0.1905
34,750.0,4.0,0.1845,0.19399999999999995,0.17400000000000004
35,750.0,5.0,0.1935,0.1925,0.1885
36,750.0,6.0,0.16300000000000003,0.20950000000000002,0.1905
37,750.0,7.0,0.17500000000000004,0.20299999999999996,0.17500000000000004
38,750.0,8.0,0.17200000000000004,0.21699999999999997,0.1845
39,750.0,9.0,0.18400000000000005,0.19099999999999995,0.16900000000000004
40,1000.0,0.0,0.1735,0.18700000000000006,0.1735
41,1000.0,1.0,0.15100000000000002,0.19799999999999995,0.1895
42,1000.0,2.0,0.16249999999999998,0.1845,0.1865
43,1000.0,3.0,0.14800000000000002,0.1985,0.16900000000000004
44,1000.0,4.0,0.15100000000000002,0.17100000000000004,0.1745
45,1000.0,5.0,0.15500000000000003,0.1895,0.1895
46,1000.0,6.0,0.15349999999999997,0.18500000000000005,0.18600000000000005
47,1000.0,7.0,0.1745,0.1965,0.16400000000000003
48,1000.0,8.0,0.15749999999999997,0.1725,0.17049999999999998
49,1000.0,9.0,0.15549999999999997,0.20650000000000002,0.1775
50,1250.0,0.0,0.15849999999999997,0.20750000000000002,0.16700000000000004
51,1250.0,1.0,0.17000000000000004,0.17600000000000005,0.17700000000000005
52,1250.0,2.0,0.14300000000000002,0.16500000000000004,0.16300000000000003
53,1250.0,3.0,0.15149999999999997,0.17000000000000004,0.17149999999999999
54,1250.0,4.0,0.15349999999999997,0.19899999999999995,0.17100000000000004
55,1250.0,5.0,0.15100000000000002,0.17600000000000005,0.1725
56,1250.0,6.0,0.15249999999999997,0.1765,0.17400000000000004
57,1250.0,7.0,0.13849999999999996,0.1735,0.16400000000000003
58,1250.0,8.0,0.14400000000000002,0.16549999999999998,0.1775
59,1250.0,9.0,0.15100000000000002,0.1735,0.16949999999999998
60,1500.0,0.0,0.14949999999999997,0.1825,0.16149999999999998
61,1500.0,1.0,0.132,0.1915,0.17049999999999998
62,1500.0,2.0,0.15149999999999997,0.16900000000000004,0.17000000000000004
63,1500.0,3.0,0.14849999999999997,0.1885,0.16800000000000004
64,1500.0,4.0,0.13849999999999996,0.14800000000000002,0.14749999999999996
65,1500.0,5.0,0.14449999999999996,0.18600000000000005,0.1725
66,1500.0,6.0,0.15149999999999997,0.16249999999999998,0.15949999999999998
