,m,r,3,3_alpha
0,0.0,0.0,0.31299999999999994,0.5
1,0.0,1.0,0.30200000000000005,0.5
2,0.0,2.0,0.2905,0.5
3,0.0,3.0,0.2915,0.5
4,0.0,4.0,0.2995,0.5
5,0.0,5.0,0.28,0.5
6,0.0,6.0,0.32999999999999996,0.5
7,0.0,7.0,0.29900000000000004,0.5
8,0.0,8.0,0.30700000000000005,0.5
9,0.0,9.0,0.2895,0.5
10,1.0,0.0,0.30300000000000005,0.92
11,1.0,1.0,0.29600000000000004,0.92
12,1.0,2.0,0.30700000000000005,0.92
13,1.0,3.0,0.2965,0.92
14,1.0,4.0,0.2915,0.92
15,1.0,5.0,0.29400000000000004,0.92
16,1.0,6.0,0.28200000000000003,0.92
17,1.0,7.0,0.29700000000000004,0.92
18,1.0,8.0,0.2955,0.92
19,1.0,9.0,0.3075,0.92
20,2.0,0.0,0.29400000000000004,0.9466666666666667
21,2.0,1.0,0.2985,0.9466666666666667
22,2.0,2.0,0.27349999999999997,0.9466666666666667
23,2.0,3.0,0.28200000000000003,0.9466666666666667
24,2.0,4.0,0.28049999999999997,0.9466666666666667
25,2.0,5.0,0.29100000000000004,0.9466666666666667
26,2.0,6.0,0.2915,0.9466666666666667
27,2.0,7.0,0.2925,0.9466666666666667
28,2.0,8.0,0.2925,0.9466666666666667
29,2.0,9.0,0.2835,0.9466666666666667
30,3.0,0.0,0.2945,0.9525925925925925
31,3.0,1.0,0.279,0.9525925925925925
32,3.0,2.0,0.30000000000000004,0.9525925925925925
33,3.0,3.0,0.29000000000000004,0.9525925925925925
34,3.0,4.0,0.2845,0.9525925925925925
35,3.0,5.0,0.2905,0.9525925925925925
36,3.0,6.0,0.2925,0.9525925925925925
37,3.0,7.0,0.28500000000000003,0.9525925925925925
38,3.0,8.0,0.28600000000000003,0.9525925925925925
39,3.0,9.0,0.28400000000000003,0.9525925925925925
40,4.0,0.0,0.31299999999999994,0.9683950617283951
41,4.0,1.0,0.28600000000000003,0.9683950617283951
42,4.0,2.0,0.29700000000000004,0.9683950617283951
43,4.0,3.0,0.29600000000000004,0.9683950617283951
44,4.0,4.0,0.2925,0.9683950617283951
45,4.0,5.0,0.2905,0.9683950617283951
46,4.0,6.0,0.2885,0.9683950617283951
47,4.0,7.0,0.31699999999999995,0.9683950617283951
48,4.0,8.0,0.3225,0.9683950617283951
49,4.0,9.0,0.29400000000000004,0.9683950617283951
50,5.0,0.0,0.29700000000000004,0.9719067215363512
51,5.0,1.0,0.277,0.9719067215363512
52,5.0,2.0,0.31000000000000005,0.9719067215363512
53,5.0,3.0,0.2885,0.9719067215363512
54,5.0,4.0,0.277,0.9719067215363512
55,5.0,5.0,0.30600000000000005,0.9719067215363512
56,5.0,6.0,0.29400000000000004,0.9719067215363512
57,5.0,7.0,0.2935,0.9719067215363512
58,5.0,8.0,0.29500000000000004,0.9719067215363512
59,5.0,9.0,0.29900000000000004,0.9719067215363512
60,10.0,0.0,0.30200000000000005,0.9968785246151501
61,10.0,1.0,0.3205,0.9968785246151501
62,10.0,2.0,0.3055,0.9968785246151501
63,10.0,3.0,0.31000000000000005,0.9968785246151501
64,10.0,4.0,0.3025,0.9968785246151501
65,10.0,5.0,0.3035,0.9968785246151501
66,10.0,6.0,0.3015,0.9968785246151501
67,10.0,7.0,0.2885,0.9968785246151501
68,10.0,8.0,0.32099999999999995,0.9968785246151501
69,10.0,9.0,0.30500000000000005,0.9968785246151501
70,20.0,0.0,0.3185,0.9986126776067334
71,20.0,1.0,0.3035,0.9986126776067334
72,20.0,2.0,0.3295,0.9986126776067334
73,20.0,3.0,0.31799999999999995,0.9986126776067334
74,20.0,4.0,0.30200000000000005,0.9986126776067334
75,20.0,5.0,0.3185,0.9986126776067334
76,20.0,6.0,0.3185,0.9986126776067334
77,20.0,7.0,0.31799999999999995,0.9986126776067334
78,20.0,8.0,0.31599999999999995,0.9986126776067334
79,20.0,9.0,0.3115,0.9986126776067334
