{'deploy': True, 'tag': '05_ood/04_domain_net2', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [4], 'augment': False, 'n': 100, 'm_n': 0.25, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.5955, 'train_acc': 0.732}
{'epoch': 2, 'train_loss': 0.37, 'train_acc': 0.828}
{'epoch': 3, 'train_loss': 0.1939, 'train_acc': 0.916}
{'epoch': 4, 'train_loss': 0.1118, 'train_acc': 0.952}
{'epoch': 5, 'train_loss': 0.0427, 'train_acc': 0.988}
{'epoch': 6, 'train_loss': 0.0323, 'train_acc': 0.996}
{'epoch': 7, 'train_loss': 0.0191, 'train_acc': 0.996}
{'epoch': 8, 'train_loss': 0.016, 'train_acc': 0.996}
{'epoch': 9, 'train_loss': 0.0189, 'train_acc': 0.996}
{'epoch': 10, 'train_loss': 0.0101, 'train_acc': 1.0}
{'epoch': 11, 'train_loss': 0.0095, 'train_acc': 0.996}
{'epoch': 12, 'train_loss': 0.0086, 'train_acc': 1.0}
{'epoch': 13, 'train_loss': 0.0126, 'train_acc': 0.996}
{'epoch': 14, 'train_loss': 0.0094, 'train_acc': 0.996}
{'epoch': 15, 'train_loss': 0.0087, 'train_acc': 1.0}
{'epoch': 16, 'train_loss': 0.0032, 'train_acc': 1.0}
{'epoch': 17, 'train_loss': 0.0052, 'train_acc': 1.0}
{'epoch': 18, 'train_loss': 0.0021, 'train_acc': 1.0}
{'epoch': 19, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 20, 'train_loss': 0.0019, 'train_acc': 1.0}
{'epoch': 21, 'train_loss': 0.0024, 'train_acc': 1.0}
{'epoch': 22, 'train_loss': 0.0014, 'train_acc': 1.0}
{'epoch': 23, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 24, 'train_loss': 0.0008, 'train_acc': 1.0}
{'epoch': 25, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 26, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 27, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 28, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 29, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 30, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 31, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 32, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 33, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 34, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 35, 'train_loss': 0.0003, 'train_acc': 1.0}
{'epoch': 36, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 37, 'train_loss': 0.0008, 'train_acc': 1.0}
{'epoch': 38, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 39, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 40, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 41, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 42, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 43, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 44, 'train_loss': 0.0003, 'train_acc': 1.0}
{'epoch': 45, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 46, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 47, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 48, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 49, 'train_loss': 0.0003, 'train_acc': 1.0}
{'epoch': 50, 'train_loss': 0.001, 'train_acc': 1.0}
{'epoch': 51, 'train_loss': 0.0003, 'train_acc': 1.0}
{'epoch': 52, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 53, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 54, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 55, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 56, 'train_loss': 0.001, 'train_acc': 1.0}
{'epoch': 57, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 58, 'train_loss': 0.0002, 'train_acc': 1.0}
{'epoch': 59, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 60, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 61, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 62, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 63, 'train_loss': 0.0002, 'train_acc': 1.0}
{'epoch': 64, 'train_loss': 0.0003, 'train_acc': 1.0}
{'epoch': 65, 'train_loss': 0.0003, 'train_acc': 1.0}
