,m,r,2,3
0,0.0,0.0,0.22299999999999998,0.22499999999999998
1,0.0,1.0,0.21950000000000003,0.241
2,0.0,2.0,0.249,0.242
3,0.0,3.0,0.25449999999999995,0.235
4,0.0,4.0,0.2935,0.19499999999999995
5,0.0,5.0,0.32499999999999996,0.25549999999999995
6,0.0,6.0,0.28,0.19299999999999995
7,0.0,7.0,0.28900000000000003,0.19799999999999995
8,0.0,8.0,0.274,0.25549999999999995
9,0.0,9.0,0.21250000000000002,0.29200000000000004
10,1.0,0.0,0.21550000000000002,0.27549999999999997
11,1.0,1.0,0.21050000000000002,0.21299999999999997
12,1.0,2.0,0.24750000000000005,0.16849999999999998
13,1.0,3.0,0.30400000000000005,0.245
14,1.0,4.0,0.277,0.23199999999999998
15,1.0,5.0,0.24050000000000005,0.236
16,1.0,6.0,0.24,0.238
17,1.0,7.0,0.1745,0.16400000000000003
18,1.0,8.0,0.22999999999999998,0.20299999999999996
19,1.0,9.0,0.1885,0.26149999999999995
20,2.0,0.0,0.2025,0.21799999999999997
21,2.0,1.0,0.1765,0.17900000000000005
22,2.0,2.0,0.1925,0.18500000000000005
23,2.0,3.0,0.18999999999999995,0.21450000000000002
24,2.0,4.0,0.19599999999999995,0.1955
25,2.0,5.0,0.1815,0.21550000000000002
26,2.0,6.0,0.19299999999999995,0.26049999999999995
27,2.0,7.0,0.254,0.235
28,2.0,8.0,0.17149999999999999,0.20399999999999996
29,2.0,9.0,0.19399999999999995,0.1725
30,3.0,0.0,0.16700000000000004,0.20499999999999996
31,3.0,1.0,0.254,0.15100000000000002
32,3.0,2.0,0.22399999999999998,0.16000000000000003
33,3.0,3.0,0.21699999999999997,0.16249999999999998
34,3.0,4.0,0.1925,0.14500000000000002
35,3.0,5.0,0.20399999999999996,0.17149999999999999
36,3.0,6.0,0.1875,0.17300000000000004
37,3.0,7.0,0.16000000000000003,0.20650000000000002
38,3.0,8.0,0.22299999999999998,0.18200000000000005
39,3.0,9.0,0.1755,0.23350000000000004
40,4.0,0.0,0.1765,0.15449999999999997
41,4.0,1.0,0.1985,0.14800000000000002
42,4.0,2.0,0.16200000000000003,0.18200000000000005
43,4.0,3.0,0.16849999999999998,0.1735
44,4.0,4.0,0.2025,0.17800000000000005
45,4.0,5.0,0.16549999999999998,0.1855
46,4.0,6.0,0.20450000000000002,0.1875
47,4.0,7.0,0.16100000000000003,0.18300000000000005
48,4.0,8.0,0.15400000000000003,0.15200000000000002
49,4.0,9.0,0.17800000000000005,0.1915
50,5.0,0.0,0.1885,0.16900000000000004
51,5.0,1.0,0.2025,0.17149999999999999
52,5.0,2.0,0.1755,0.16800000000000004
53,5.0,3.0,0.21099999999999997,0.15300000000000002
54,5.0,4.0,0.22799999999999998,0.20550000000000002
55,5.0,5.0,0.1745,0.16000000000000003
56,5.0,6.0,0.1865,0.18700000000000006
57,5.0,7.0,0.139,0.21799999999999997
58,5.0,8.0,0.1805,0.17600000000000005
59,5.0,9.0,0.1855,0.18100000000000005
60,10.0,0.0,0.19899999999999995,0.16700000000000004
61,10.0,1.0,0.15900000000000003,0.22799999999999998
62,10.0,2.0,0.14849999999999997,0.16500000000000004
63,10.0,3.0,0.16700000000000004,0.15849999999999997
64,10.0,4.0,0.15749999999999997,0.14300000000000002
65,10.0,5.0,0.16200000000000003,0.15449999999999997
66,10.0,6.0,0.16549999999999998,0.16749999999999998
67,10.0,7.0,0.1765,0.1845
68,10.0,8.0,0.14300000000000002,0.17000000000000004
69,10.0,9.0,0.136,0.13749999999999996
70,20.0,0.0,0.14,0.19999999999999996
71,20.0,1.0,0.17200000000000004,0.15849999999999997
72,20.0,2.0,0.14600000000000002,0.21650000000000003
73,20.0,3.0,0.14849999999999997,0.14700000000000002
74,20.0,4.0,0.1765,0.16349999999999998
75,20.0,5.0,0.15549999999999997,0.14549999999999996
76,20.0,6.0,0.14700000000000002,0.15800000000000003
77,20.0,7.0,0.16400000000000003,0.15449999999999997
78,20.0,8.0,0.14749999999999996,0.14600000000000002
79,20.0,9.0,0.14700000000000002,0.14400000000000002
80,30.0,0.0,0.12849999999999995,0.15800000000000003
81,30.0,1.0,0.15600000000000003,0.18600000000000005
82,30.0,2.0,0.13249999999999995,0.15800000000000003
83,30.0,3.0,0.13249999999999995,0.237
84,30.0,4.0,0.15500000000000003,0.13549999999999995
85,30.0,5.0,0.126,0.14349999999999996
86,30.0,6.0,0.1725,0.19499999999999995
87,30.0,7.0,0.16649999999999998,0.16600000000000004
88,30.0,8.0,0.12549999999999994,0.14800000000000002
89,30.0,9.0,0.13449999999999995,0.1755
90,40.0,0.0,0.126,0.16349999999999998
91,40.0,1.0,0.1875,0.14400000000000002
92,40.0,2.0,0.121,0.16300000000000003
93,40.0,3.0,0.12949999999999995,0.139
94,40.0,4.0,0.16400000000000003,0.14400000000000002
95,40.0,5.0,0.17400000000000004,0.1725
96,40.0,6.0,0.13749999999999996,0.1775
97,40.0,7.0,0.15900000000000003,0.14100000000000001
98,40.0,8.0,0.11350000000000005,0.1785
99,40.0,9.0,0.14349999999999996,0.14049999999999996
