,m,r,2
0,0.0,0.0,0.26849999999999996
1,0.0,1.0,0.255
2,0.0,2.0,0.261
3,0.0,3.0,0.20399999999999996
4,0.0,4.0,0.18000000000000005
5,0.0,5.0,0.27149999999999996
6,0.0,6.0,0.1735
7,0.0,7.0,0.1815
8,0.0,8.0,0.21550000000000002
9,0.0,9.0,0.22950000000000004
10,1.0,0.0,0.23050000000000004
11,1.0,1.0,0.23150000000000004
12,1.0,2.0,0.25549999999999995
13,1.0,3.0,0.247
14,1.0,4.0,0.18600000000000005
15,1.0,5.0,0.1945
16,1.0,6.0,0.29000000000000004
17,1.0,7.0,0.16200000000000003
18,1.0,8.0,0.20650000000000002
19,1.0,9.0,0.20299999999999996
20,2.0,0.0,0.18700000000000006
21,2.0,1.0,0.14600000000000002
22,2.0,2.0,0.22350000000000003
23,2.0,3.0,0.24950000000000006
24,2.0,4.0,0.19899999999999995
25,2.0,5.0,0.1895
26,2.0,6.0,0.13949999999999996
27,2.0,7.0,0.20099999999999996
28,2.0,8.0,0.24650000000000005
29,2.0,9.0,0.18999999999999995
30,3.0,0.0,0.21499999999999997
31,3.0,1.0,0.1885
32,3.0,2.0,0.262
33,3.0,3.0,0.24350000000000005
34,3.0,4.0,0.246
35,3.0,5.0,0.14800000000000002
36,3.0,6.0,0.22699999999999998
37,3.0,7.0,0.23099999999999998
38,3.0,8.0,0.22050000000000003
39,3.0,9.0,0.16700000000000004
40,4.0,0.0,0.19899999999999995
41,4.0,1.0,0.22099999999999997
42,4.0,2.0,0.21450000000000002
43,4.0,3.0,0.1905
44,4.0,4.0,0.21350000000000002
45,4.0,5.0,0.1765
46,4.0,6.0,0.15949999999999998
47,4.0,7.0,0.1845
48,4.0,8.0,0.20599999999999996
49,4.0,9.0,0.17149999999999999
50,5.0,0.0,0.18100000000000005
51,5.0,1.0,0.21750000000000003
52,5.0,2.0,0.15849999999999997
53,5.0,3.0,0.1745
54,5.0,4.0,0.19299999999999995
55,5.0,5.0,0.22350000000000003
56,5.0,6.0,0.18999999999999995
57,5.0,7.0,0.1995
58,5.0,8.0,0.16449999999999998
59,5.0,9.0,0.1775
60,10.0,0.0,0.21399999999999997
61,10.0,1.0,0.1775
62,10.0,2.0,0.18200000000000005
63,10.0,3.0,0.17100000000000004
64,10.0,4.0,0.13249999999999995
65,10.0,5.0,0.15500000000000003
66,10.0,6.0,0.15649999999999997
67,10.0,7.0,0.1935
68,10.0,8.0,0.1745
69,10.0,9.0,0.16149999999999998
70,20.0,0.0,0.15000000000000002
71,20.0,1.0,0.18899999999999995
72,20.0,2.0,0.15100000000000002
73,20.0,3.0,0.1795
74,20.0,4.0,0.1925
75,20.0,5.0,0.22399999999999998
76,20.0,6.0,0.17400000000000004
77,20.0,7.0,0.16149999999999998
78,20.0,8.0,0.1835
79,20.0,9.0,0.1865
80,30.0,0.0,0.22099999999999997
81,30.0,1.0,0.20999999999999996
82,30.0,2.0,0.15949999999999998
83,30.0,3.0,0.15749999999999997
84,30.0,4.0,0.16949999999999998
85,30.0,5.0,0.17600000000000005
86,30.0,6.0,0.1855
87,30.0,7.0,0.20450000000000002
88,30.0,8.0,0.16849999999999998
89,30.0,9.0,0.19999999999999996
90,40.0,0.0,0.19099999999999995
91,40.0,1.0,0.16949999999999998
92,40.0,2.0,0.17000000000000004
93,40.0,3.0,0.14500000000000002
94,40.0,4.0,0.21150000000000002
95,40.0,5.0,0.15849999999999997
96,40.0,6.0,0.1805
97,40.0,7.0,0.15649999999999997
98,40.0,8.0,0.1805
99,40.0,9.0,0.20299999999999996
