,m,r,1,3,4,5
0,0.0,0.0,0.3375,0.348,0.375,0.35150000000000003
1,0.0,1.0,0.33599999999999997,0.38349999999999995,0.3115,0.3395
2,0.0,2.0,0.39949999999999997,0.33699999999999997,0.363,0.3225
3,0.0,3.0,0.38049999999999995,0.369,0.34850000000000003,0.35150000000000003
4,0.0,4.0,0.346,0.32999999999999996,0.32599999999999996,0.359
5,0.0,5.0,0.33699999999999997,0.3235,0.3025,0.36650000000000005
6,0.0,6.0,0.3245,0.3155,0.355,0.32899999999999996
7,0.0,7.0,0.372,0.39149999999999996,0.32299999999999995,0.3405
8,0.0,8.0,0.36050000000000004,0.32999999999999996,0.3285,0.33299999999999996
9,0.0,9.0,0.345,0.37050000000000005,0.3115,0.373
10,1.0,0.0,0.3065,0.32599999999999996,0.3105,0.4175
11,1.0,1.0,0.30300000000000005,0.3395,0.344,0.38049999999999995
12,1.0,2.0,0.3155,0.3415,0.3155,0.33599999999999997
13,1.0,3.0,0.3035,0.31200000000000006,0.278,0.346
14,1.0,4.0,0.39949999999999997,0.34950000000000003,0.37549999999999994,0.3375
15,1.0,5.0,0.352,0.3025,0.29400000000000004,0.346
16,1.0,6.0,0.35750000000000004,0.372,0.377,0.28700000000000003
17,1.0,7.0,0.38849999999999996,0.32399999999999995,0.4085,0.30100000000000005
18,1.0,8.0,0.32699999999999996,0.3105,0.356,0.3335
19,1.0,9.0,0.32499999999999996,0.2915,0.31200000000000006,0.35150000000000003
20,2.0,0.0,0.35950000000000004,0.3075,0.3155,0.35650000000000004
21,2.0,1.0,0.3345,0.31299999999999994,0.3185,0.32199999999999995
22,2.0,2.0,0.33599999999999997,0.3075,0.3345,0.36950000000000005
23,2.0,3.0,0.36750000000000005,0.36150000000000004,0.34650000000000003,0.3385
24,2.0,4.0,0.3115,0.36750000000000005,0.28,0.38149999999999995
25,2.0,5.0,0.37,0.369,0.3345,0.3215
26,2.0,6.0,0.3425,0.3045,0.27949999999999997,0.3395
27,2.0,7.0,0.3245,0.359,0.3155,0.38949999999999996
28,2.0,8.0,0.2885,0.3355,0.33499999999999996,0.33599999999999997
29,2.0,9.0,0.3405,0.355,0.2975,0.35150000000000003
30,3.0,0.0,0.367,0.31100000000000005,0.34850000000000003,0.358
31,3.0,1.0,0.3235,0.32499999999999996,0.36250000000000004,0.31100000000000005
32,3.0,2.0,0.36,0.31499999999999995,0.34950000000000003,0.33999999999999997
33,3.0,3.0,0.35450000000000004,0.32399999999999995,0.3115,0.362
34,3.0,4.0,0.3315,0.3105,0.36650000000000005,0.3205
35,3.0,5.0,0.34550000000000003,0.3165,0.3045,0.3125
36,3.0,6.0,0.3275,0.31799999999999995,0.33099999999999996,0.3225
37,3.0,7.0,0.349,0.29800000000000004,0.33099999999999996,0.3145
38,3.0,8.0,0.31699999999999995,0.3205,0.2945,0.33799999999999997
39,3.0,9.0,0.363,0.36550000000000005,0.3075,0.346
