,m,r,1,3
0,0.0,0.0,0.3375,0.348
1,0.0,1.0,0.33599999999999997,0.38349999999999995
2,0.0,2.0,0.39949999999999997,0.33699999999999997
3,0.0,3.0,0.38049999999999995,0.369
4,0.0,4.0,0.346,0.32999999999999996
5,0.0,5.0,0.33699999999999997,0.3235
6,0.0,6.0,0.3245,0.3155
7,0.0,7.0,0.372,0.39149999999999996
8,0.0,8.0,0.36050000000000004,0.32999999999999996
9,0.0,9.0,0.345,0.37050000000000005
10,1.0,0.0,0.3065,0.32599999999999996
11,1.0,1.0,0.30300000000000005,0.3395
12,1.0,2.0,0.3155,0.3415
13,1.0,3.0,0.3035,0.31200000000000006
14,1.0,4.0,0.39949999999999997,0.34950000000000003
15,1.0,5.0,0.352,0.3025
16,1.0,6.0,0.35750000000000004,0.372
17,1.0,7.0,0.38849999999999996,0.32399999999999995
18,1.0,8.0,0.32699999999999996,0.3105
19,1.0,9.0,0.32499999999999996,0.2915
20,2.0,0.0,0.35950000000000004,0.3075
21,2.0,1.0,0.3345,0.31299999999999994
22,2.0,2.0,0.33599999999999997,0.3075
23,2.0,3.0,0.36750000000000005,0.36150000000000004
24,2.0,4.0,0.3115,0.36750000000000005
25,2.0,5.0,0.37,0.369
26,2.0,6.0,0.3425,0.3045
27,2.0,7.0,0.3245,0.359
28,2.0,8.0,0.2885,0.3355
29,2.0,9.0,0.3405,0.355
30,3.0,0.0,0.367,0.31100000000000005
31,3.0,1.0,0.3235,0.32499999999999996
32,3.0,2.0,0.36,0.31499999999999995
33,3.0,3.0,0.35450000000000004,0.32399999999999995
34,3.0,4.0,0.3315,0.3105
35,3.0,5.0,0.34550000000000003,0.3165
36,3.0,6.0,0.3275,0.31799999999999995
37,3.0,7.0,0.349,0.29800000000000004
38,3.0,8.0,0.31699999999999995,0.3205
39,3.0,9.0,0.363,0.36550000000000005
40,4.0,0.0,0.368,0.3075
41,4.0,1.0,0.34099999999999997,0.3095
42,4.0,2.0,0.3355,0.33999999999999997
43,4.0,3.0,0.364,0.31100000000000005
44,4.0,4.0,0.34199999999999997,0.30300000000000005
45,4.0,5.0,0.2995,0.29600000000000004
46,4.0,6.0,0.3065,0.2915
47,4.0,7.0,0.3085,0.2815
48,4.0,8.0,0.3095,0.30000000000000004
49,4.0,9.0,0.32799999999999996,0.30800000000000005
50,5.0,0.0,0.3435,0.37250000000000005
51,5.0,1.0,0.36750000000000005,0.3265
52,5.0,2.0,0.3085,0.3155
53,5.0,3.0,0.31000000000000005,0.3435
54,5.0,4.0,0.3255,0.29200000000000004
55,5.0,5.0,0.3095,0.29200000000000004
56,5.0,6.0,0.3035,0.32999999999999996
57,5.0,7.0,0.33499999999999996,0.35450000000000004
58,5.0,8.0,0.34950000000000003,0.32099999999999995
59,5.0,9.0,0.31499999999999995,0.3435
60,10.0,0.0,0.33799999999999997,0.30900000000000005
61,10.0,1.0,0.2945,0.2915
62,10.0,2.0,0.3075,0.31999999999999995
63,10.0,3.0,0.3155,0.31999999999999995
64,10.0,4.0,0.30000000000000004,0.29600000000000004
65,10.0,5.0,0.2965,0.3285
66,10.0,6.0,0.32899999999999996,0.273
67,10.0,7.0,0.31100000000000005,0.3305
68,10.0,8.0,0.263,0.30100000000000005
69,10.0,9.0,0.263,0.26949999999999996
70,20.0,0.0,0.2885,0.2995
71,20.0,1.0,0.354,0.29600000000000004
72,20.0,2.0,0.29100000000000004,0.27949999999999997
73,20.0,3.0,0.31499999999999995,0.2955
74,20.0,4.0,0.3425,0.31200000000000006
75,20.0,5.0,0.29700000000000004,0.2885
76,20.0,6.0,0.33199999999999996,0.29900000000000004
77,20.0,7.0,0.27749999999999997,0.31299999999999994
78,20.0,8.0,0.28300000000000003,0.28500000000000003
79,20.0,9.0,0.393,0.29100000000000004
80,30.0,0.0,0.2835,0.3185
81,30.0,1.0,0.3105,0.30400000000000005
82,30.0,2.0,0.3405,0.28
83,30.0,3.0,0.31399999999999995,0.25049999999999994
84,30.0,4.0,0.2925,0.26349999999999996
85,30.0,5.0,0.2955,0.2985
86,30.0,6.0,0.31599999999999995,0.25549999999999995
87,30.0,7.0,0.3335,0.27349999999999997
88,30.0,8.0,0.31499999999999995,0.3115
89,30.0,9.0,0.2835,0.26449999999999996
90,40.0,0.0,0.34450000000000003,0.262
91,40.0,1.0,0.34099999999999997,0.29000000000000004
92,40.0,2.0,0.4065,0.30700000000000005
93,40.0,3.0,0.31200000000000006,0.30500000000000005
94,40.0,4.0,0.32499999999999996,0.3035
95,40.0,5.0,0.3265,0.28700000000000003
96,40.0,6.0,0.29400000000000004,0.3365
97,40.0,7.0,0.265,0.2995
98,40.0,8.0,0.29400000000000004,0.266
99,40.0,9.0,0.2825,0.30000000000000004
