,m,r,1,2
0,0.0,0.0,0.3155,0.26149999999999995
1,0.0,1.0,0.27149999999999996,0.29500000000000004
2,0.0,2.0,0.2985,0.24450000000000005
3,0.0,3.0,0.2875,0.254
4,0.0,4.0,0.264,0.25149999999999995
5,0.0,5.0,0.30500000000000005,0.235
6,0.0,6.0,0.28500000000000003,0.20899999999999996
7,0.0,7.0,0.26149999999999995,0.25049999999999994
8,0.0,8.0,0.3295,0.24150000000000005
9,0.0,9.0,0.24950000000000006,0.34199999999999997
10,1.0,0.0,0.2845,0.272
11,1.0,1.0,0.22299999999999998,0.24350000000000005
12,1.0,2.0,0.29600000000000004,0.25849999999999995
13,1.0,3.0,0.26849999999999996,0.236
14,1.0,4.0,0.31299999999999994,0.3185
15,1.0,5.0,0.2825,0.26749999999999996
16,1.0,6.0,0.26249999999999996,0.21550000000000002
17,1.0,7.0,0.237,0.24950000000000006
18,1.0,8.0,0.35350000000000004,0.2895
19,1.0,9.0,0.272,0.2975
20,2.0,0.0,0.269,0.238
21,2.0,1.0,0.23250000000000004,0.23099999999999998
22,2.0,2.0,0.26749999999999996,0.22099999999999997
23,2.0,3.0,0.2965,0.26049999999999995
24,2.0,4.0,0.247,0.2995
25,2.0,5.0,0.25949999999999995,0.243
26,2.0,6.0,0.2015,0.21199999999999997
27,2.0,7.0,0.25349999999999995,0.2995
28,2.0,8.0,0.36850000000000005,0.24750000000000005
29,2.0,9.0,0.249,0.28600000000000003
30,3.0,0.0,0.22450000000000003,0.24650000000000005
31,3.0,1.0,0.22199999999999998,0.18300000000000005
32,3.0,2.0,0.20099999999999996,0.253
33,3.0,3.0,0.1755,0.21699999999999997
34,3.0,4.0,0.18500000000000005,0.24
35,3.0,5.0,0.3305,0.2005
36,3.0,6.0,0.22450000000000003,0.24150000000000005
37,3.0,7.0,0.23050000000000004,0.22050000000000003
38,3.0,8.0,0.1945,0.17500000000000004
39,3.0,9.0,0.20499999999999996,0.23550000000000004
40,4.0,0.0,0.1755,0.23299999999999998
41,4.0,1.0,0.1805,0.20550000000000002
42,4.0,2.0,0.21450000000000002,0.265
43,4.0,3.0,0.22599999999999998,0.21799999999999997
44,4.0,4.0,0.20750000000000002,0.17500000000000004
45,4.0,5.0,0.16900000000000004,0.19899999999999995
46,4.0,6.0,0.18300000000000005,0.239
47,4.0,7.0,0.16949999999999998,0.1775
48,4.0,8.0,0.19699999999999995,0.17300000000000004
49,4.0,9.0,0.16249999999999998,0.16349999999999998
50,5.0,0.0,0.1745,0.17700000000000005
51,5.0,1.0,0.17600000000000005,0.21450000000000002
52,5.0,2.0,0.17900000000000005,0.16900000000000004
53,5.0,3.0,0.24450000000000005,0.22350000000000003
54,5.0,4.0,0.1995,0.17300000000000004
55,5.0,5.0,0.17500000000000004,0.16800000000000004
56,5.0,6.0,0.16000000000000003,0.1845
57,5.0,7.0,0.2005,0.1855
58,5.0,8.0,0.20450000000000002,0.16800000000000004
59,5.0,9.0,0.1905,0.20399999999999996
60,10.0,0.0,0.16700000000000004,0.18799999999999994
61,10.0,1.0,0.16549999999999998,0.16900000000000004
62,10.0,2.0,0.14849999999999997,0.22399999999999998
63,10.0,3.0,0.16500000000000004,0.17400000000000004
64,10.0,4.0,0.14649999999999996,0.18999999999999995
65,10.0,5.0,0.16949999999999998,0.17000000000000004
66,10.0,6.0,0.16700000000000004,0.15400000000000003
67,10.0,7.0,0.20599999999999996,0.1745
68,10.0,8.0,0.18600000000000005,0.22550000000000003
69,10.0,9.0,0.1725,0.20750000000000002
70,20.0,0.0,0.1855,0.1925
71,20.0,1.0,0.12050000000000005,0.18400000000000005
72,20.0,2.0,0.12250000000000005,0.1815
73,20.0,3.0,0.14400000000000002,0.15749999999999997
74,20.0,4.0,0.14949999999999997,0.1815
75,20.0,5.0,0.139,0.14749999999999996
76,20.0,6.0,0.14600000000000002,0.1805
77,20.0,7.0,0.138,0.16500000000000004
78,20.0,8.0,0.15400000000000003,0.16500000000000004
79,20.0,9.0,0.14200000000000002,0.1945
80,30.0,0.0,0.14500000000000002,0.14049999999999996
81,30.0,1.0,0.14549999999999996,0.16649999999999998
82,30.0,2.0,0.14649999999999996,0.1885
83,30.0,3.0,0.122,0.16849999999999998
84,30.0,4.0,0.1785,0.18799999999999994
85,30.0,5.0,0.10999999999999999,0.15249999999999997
86,30.0,6.0,0.14500000000000002,0.14400000000000002
87,30.0,7.0,0.132,0.15600000000000003
88,30.0,8.0,0.14249999999999996,0.17500000000000004
89,30.0,9.0,0.12350000000000005,0.15549999999999997
90,40.0,0.0,0.16800000000000004,0.14600000000000002
91,40.0,1.0,0.15749999999999997,0.15349999999999997
92,40.0,2.0,0.14349999999999996,0.15949999999999998
93,40.0,3.0,0.11450000000000005,0.1725
94,40.0,4.0,0.15500000000000003,0.19199999999999995
95,40.0,5.0,0.10250000000000004,0.16949999999999998
96,40.0,6.0,0.11350000000000005,0.1795
97,40.0,7.0,0.118,0.15449999999999997
98,40.0,8.0,0.129,0.16800000000000004
99,40.0,9.0,0.12150000000000005,0.139
