,m,r,1
0,0.0,0.0,0.3375
1,0.0,1.0,0.33599999999999997
2,0.0,2.0,0.39949999999999997
3,0.0,3.0,0.38049999999999995
4,0.0,4.0,0.346
5,0.0,5.0,0.33699999999999997
6,0.0,6.0,0.3245
7,0.0,7.0,0.372
8,0.0,8.0,0.36050000000000004
9,0.0,9.0,0.345
10,1.0,0.0,0.3065
11,1.0,1.0,0.30300000000000005
12,1.0,2.0,0.3155
13,1.0,3.0,0.3035
14,1.0,4.0,0.39949999999999997
15,1.0,5.0,0.352
16,1.0,6.0,0.35750000000000004
17,1.0,7.0,0.38849999999999996
18,1.0,8.0,0.32699999999999996
19,1.0,9.0,0.32499999999999996
20,2.0,0.0,0.35950000000000004
21,2.0,1.0,0.3345
22,2.0,2.0,0.33599999999999997
23,2.0,3.0,0.36750000000000005
24,2.0,4.0,0.3115
25,2.0,5.0,0.37
26,2.0,6.0,0.3425
27,2.0,7.0,0.3245
28,2.0,8.0,0.2885
29,2.0,9.0,0.3405
30,3.0,0.0,0.367
31,3.0,1.0,0.3235
32,3.0,2.0,0.36
33,3.0,3.0,0.35450000000000004
34,3.0,4.0,0.3315
35,3.0,5.0,0.34550000000000003
36,3.0,6.0,0.3275
37,3.0,7.0,0.349
38,3.0,8.0,0.31699999999999995
39,3.0,9.0,0.363
40,4.0,0.0,0.368
41,4.0,1.0,0.34099999999999997
42,4.0,2.0,0.3355
43,4.0,3.0,0.364
44,4.0,4.0,0.34199999999999997
45,4.0,5.0,0.2995
46,4.0,6.0,0.3065
47,4.0,7.0,0.3085
48,4.0,8.0,0.3095
49,4.0,9.0,0.32799999999999996
50,5.0,0.0,0.3435
51,5.0,1.0,0.36750000000000005
52,5.0,2.0,0.3085
53,5.0,3.0,0.31000000000000005
54,5.0,4.0,0.3255
55,5.0,5.0,0.3095
56,5.0,6.0,0.3035
57,5.0,7.0,0.33499999999999996
58,5.0,8.0,0.34950000000000003
59,5.0,9.0,0.31499999999999995
60,10.0,0.0,0.33799999999999997
61,10.0,1.0,0.2945
62,10.0,2.0,0.3075
63,10.0,3.0,0.3155
64,10.0,4.0,0.30000000000000004
65,10.0,5.0,0.2965
66,10.0,6.0,0.32899999999999996
67,10.0,7.0,0.31100000000000005
68,10.0,8.0,0.263
69,10.0,9.0,0.263
70,20.0,0.0,0.2885
71,20.0,1.0,0.354
72,20.0,2.0,0.29100000000000004
73,20.0,3.0,0.31499999999999995
74,20.0,4.0,0.3425
75,20.0,5.0,0.29700000000000004
76,20.0,6.0,0.33199999999999996
77,20.0,7.0,0.27749999999999997
78,20.0,8.0,0.28300000000000003
79,20.0,9.0,0.393
80,30.0,0.0,0.2835
81,30.0,1.0,0.3105
82,30.0,2.0,0.3405
83,30.0,3.0,0.31399999999999995
84,30.0,4.0,0.2925
85,30.0,5.0,0.2955
86,30.0,6.0,0.31599999999999995
87,30.0,7.0,0.3335
88,30.0,8.0,0.31499999999999995
89,30.0,9.0,0.2835
90,40.0,0.0,0.34450000000000003
91,40.0,1.0,0.34099999999999997
92,40.0,2.0,0.4065
93,40.0,3.0,0.31200000000000006
94,40.0,4.0,0.32499999999999996
95,40.0,5.0,0.3265
96,40.0,6.0,0.29400000000000004
97,40.0,7.0,0.265
98,40.0,8.0,0.29400000000000004
99,40.0,9.0,0.2825
