,m,r,0,0_alpha,10,10_alpha,45,45_alpha,90,90_alpha,135,135_alpha
0,0.0,0.0,0.3275,0.5,0.31299999999999994,0.5,0.3275,0.5,0.32799999999999996,0.5,0.31799999999999995,0.5
1,0.0,1.0,0.3425,0.5,0.3405,0.5,0.3275,0.5,0.3205,0.5,0.33799999999999997,0.5
2,0.0,2.0,0.3235,0.5,0.32699999999999996,0.5,0.3145,0.5,0.3335,0.5,0.3285,0.5
3,0.0,3.0,0.32899999999999996,0.5,0.31999999999999995,0.5,0.32699999999999996,0.5,0.3205,0.5,0.32199999999999995,0.5
4,0.0,4.0,0.3155,0.5,0.3235,0.5,0.3265,0.5,0.3205,0.5,0.3395,0.5
5,0.0,5.0,0.3385,0.5,0.3195,0.5,0.31100000000000005,0.5,0.3205,0.5,0.33799999999999997,0.5
6,0.0,6.0,0.32399999999999995,0.5,0.34450000000000003,0.5,0.3225,0.5,0.3215,0.5,0.32399999999999995,0.5
7,0.0,7.0,0.32999999999999996,0.5,0.33399999999999996,0.5,0.3185,0.5,0.3355,0.5,0.3355,0.5
8,0.0,8.0,0.3265,0.5,0.31599999999999995,0.5,0.33999999999999997,0.5,0.31999999999999995,0.5,0.3285,0.5
9,0.0,9.0,0.32099999999999995,0.5,0.31100000000000005,0.5,0.3405,0.5,0.3265,0.5,0.3305,0.5
