,m,r,1,3
0,0.0,0.0,0.35,0.3435
1,0.0,1.0,0.355,0.32799999999999996
2,0.0,2.0,0.3395,0.35050000000000003
3,0.0,3.0,0.33899999999999997,0.3315
4,0.0,4.0,0.3365,0.3355
5,0.0,5.0,0.3255,0.354
6,0.0,6.0,0.3425,0.346
7,0.0,7.0,0.32899999999999996,0.357
8,0.0,8.0,0.35850000000000004,0.3425
9,0.0,9.0,0.346,0.3325
10,1.0,0.0,0.3375,0.32699999999999996
11,1.0,1.0,0.32599999999999996,0.32399999999999995
12,1.0,2.0,0.3385,0.31599999999999995
13,1.0,3.0,0.35050000000000003,0.3115
14,1.0,4.0,0.34299999999999997,0.3085
15,1.0,5.0,0.33499999999999996,0.31999999999999995
16,1.0,6.0,0.345,0.31999999999999995
17,1.0,7.0,0.33999999999999997,0.3045
18,1.0,8.0,0.3235,0.31599999999999995
19,1.0,9.0,0.3305,0.31999999999999995
20,2.0,0.0,0.34650000000000003,0.33299999999999996
21,2.0,1.0,0.37450000000000006,0.3275
22,2.0,2.0,0.354,0.3265
23,2.0,3.0,0.34950000000000003,0.3385
24,2.0,4.0,0.35350000000000004,0.3325
25,2.0,5.0,0.35750000000000004,0.30400000000000005
26,2.0,6.0,0.35850000000000004,0.3325
27,2.0,7.0,0.34850000000000003,0.32099999999999995
28,2.0,8.0,0.357,0.32299999999999995
29,2.0,9.0,0.355,0.3275
30,3.0,0.0,0.371,0.33699999999999997
31,3.0,1.0,0.36,0.32899999999999996
32,3.0,2.0,0.361,0.31899999999999995
33,3.0,3.0,0.349,0.33999999999999997
34,3.0,4.0,0.37050000000000005,0.3255
35,3.0,5.0,0.35750000000000004,0.3275
36,3.0,6.0,0.365,0.34099999999999997
37,3.0,7.0,0.35850000000000004,0.33399999999999996
38,3.0,8.0,0.34450000000000003,0.33099999999999996
39,3.0,9.0,0.35050000000000003,0.3385
40,4.0,0.0,0.361,0.3305
41,4.0,1.0,0.36450000000000005,0.3305
42,4.0,2.0,0.36350000000000005,0.3305
43,4.0,3.0,0.35850000000000004,0.34099999999999997
44,4.0,4.0,0.35850000000000004,0.33599999999999997
45,4.0,5.0,0.365,0.32999999999999996
46,4.0,6.0,0.35750000000000004,0.34650000000000003
47,4.0,7.0,0.353,0.3285
48,4.0,8.0,0.36450000000000005,0.3415
49,4.0,9.0,0.352,0.3395
50,5.0,0.0,0.345,0.3405
51,5.0,1.0,0.351,0.33899999999999997
52,5.0,2.0,0.35650000000000004,0.33299999999999996
53,5.0,3.0,0.357,0.32399999999999995
54,5.0,4.0,0.353,0.3405
55,5.0,5.0,0.35450000000000004,0.32699999999999996
56,5.0,6.0,0.356,0.3345
57,5.0,7.0,0.36150000000000004,0.32799999999999996
58,5.0,8.0,0.35250000000000004,0.3245
59,5.0,9.0,0.35850000000000004,0.32399999999999995
60,10.0,0.0,0.35450000000000004,0.33699999999999997
61,10.0,1.0,0.36950000000000005,0.3335
62,10.0,2.0,0.359,0.33699999999999997
63,10.0,3.0,0.365,0.3375
64,10.0,4.0,0.35850000000000004,0.33899999999999997
65,10.0,5.0,0.369,0.3405
66,10.0,6.0,0.374,0.34650000000000003
67,10.0,7.0,0.36250000000000004,0.3295
68,10.0,8.0,0.354,0.355
69,10.0,9.0,0.36450000000000005,0.3365
70,20.0,0.0,0.374,0.364
71,20.0,1.0,0.37949999999999995,0.36750000000000005
72,20.0,2.0,0.369,0.36550000000000005
73,20.0,3.0,0.38,0.37050000000000005
74,20.0,4.0,0.36150000000000004,0.371
75,20.0,5.0,0.38849999999999996,0.36
76,20.0,6.0,0.36350000000000005,0.368
77,20.0,7.0,0.374,0.36850000000000005
78,20.0,8.0,0.36550000000000005,0.358
79,20.0,9.0,0.362,0.371
80,30.0,0.0,0.385,0.364
81,30.0,1.0,0.37549999999999994,0.37649999999999995
82,30.0,2.0,0.397,0.364
83,30.0,3.0,0.392,0.367
84,30.0,4.0,0.391,0.364
85,30.0,5.0,0.392,0.365
86,30.0,6.0,0.39349999999999996,0.359
87,30.0,7.0,0.37050000000000005,0.354
88,30.0,8.0,0.392,0.36350000000000005
89,30.0,9.0,0.386,0.36
90,40.0,0.0,0.398,0.372
91,40.0,1.0,0.367,0.37450000000000006
92,40.0,2.0,0.385,0.363
93,40.0,3.0,0.39149999999999996,0.33999999999999997
94,40.0,4.0,0.38549999999999995,0.36250000000000004
95,40.0,5.0,0.39049999999999996,0.37649999999999995
96,40.0,6.0,0.38,0.35950000000000004
97,40.0,7.0,0.37649999999999995,0.377
98,40.0,8.0,0.384,0.36550000000000005
99,40.0,9.0,0.388,0.36350000000000005
