,m,r,1
0,0.0,0.0,0.35
1,0.0,1.0,0.355
2,0.0,2.0,0.3395
3,0.0,3.0,0.33899999999999997
4,0.0,4.0,0.3365
5,0.0,5.0,0.3255
6,0.0,6.0,0.3425
7,0.0,7.0,0.32899999999999996
8,0.0,8.0,0.35850000000000004
9,0.0,9.0,0.346
10,1.0,0.0,0.3375
11,1.0,1.0,0.32599999999999996
12,1.0,2.0,0.3385
13,1.0,3.0,0.35050000000000003
14,1.0,4.0,0.34299999999999997
15,1.0,5.0,0.33499999999999996
16,1.0,6.0,0.345
17,1.0,7.0,0.33999999999999997
18,1.0,8.0,0.3235
19,1.0,9.0,0.3305
20,2.0,0.0,0.34650000000000003
21,2.0,1.0,0.37450000000000006
22,2.0,2.0,0.354
23,2.0,3.0,0.34950000000000003
24,2.0,4.0,0.35350000000000004
25,2.0,5.0,0.35750000000000004
26,2.0,6.0,0.35850000000000004
27,2.0,7.0,0.34850000000000003
28,2.0,8.0,0.357
29,2.0,9.0,0.355
30,3.0,0.0,0.371
31,3.0,1.0,0.36
32,3.0,2.0,0.361
33,3.0,3.0,0.349
34,3.0,4.0,0.37050000000000005
35,3.0,5.0,0.35750000000000004
36,3.0,6.0,0.365
37,3.0,7.0,0.35850000000000004
38,3.0,8.0,0.34450000000000003
39,3.0,9.0,0.35050000000000003
40,4.0,0.0,0.361
41,4.0,1.0,0.36450000000000005
42,4.0,2.0,0.36350000000000005
43,4.0,3.0,0.35850000000000004
44,4.0,4.0,0.35850000000000004
45,4.0,5.0,0.365
46,4.0,6.0,0.35750000000000004
47,4.0,7.0,0.353
48,4.0,8.0,0.36450000000000005
49,4.0,9.0,0.352
50,5.0,0.0,0.345
51,5.0,1.0,0.351
52,5.0,2.0,0.35650000000000004
53,5.0,3.0,0.357
54,5.0,4.0,0.353
55,5.0,5.0,0.35450000000000004
56,5.0,6.0,0.356
57,5.0,7.0,0.36150000000000004
58,5.0,8.0,0.35250000000000004
59,5.0,9.0,0.35850000000000004
60,10.0,0.0,0.35450000000000004
61,10.0,1.0,0.36950000000000005
62,10.0,2.0,0.359
63,10.0,3.0,0.365
64,10.0,4.0,0.35850000000000004
65,10.0,5.0,0.369
66,10.0,6.0,0.374
67,10.0,7.0,0.36250000000000004
68,10.0,8.0,0.354
69,10.0,9.0,0.36450000000000005
70,20.0,0.0,0.374
71,20.0,1.0,0.37949999999999995
72,20.0,2.0,0.369
73,20.0,3.0,0.38
74,20.0,4.0,0.36150000000000004
75,20.0,5.0,0.38849999999999996
76,20.0,6.0,0.36350000000000005
77,20.0,7.0,0.374
78,20.0,8.0,0.36550000000000005
79,20.0,9.0,0.362
80,30.0,0.0,0.385
81,30.0,1.0,0.37549999999999994
82,30.0,2.0,0.397
83,30.0,3.0,0.392
84,30.0,4.0,0.391
85,30.0,5.0,0.392
86,30.0,6.0,0.39349999999999996
87,30.0,7.0,0.37050000000000005
88,30.0,8.0,0.392
89,30.0,9.0,0.386
90,40.0,0.0,0.398
91,40.0,1.0,0.367
92,40.0,2.0,0.385
93,40.0,3.0,0.39149999999999996
94,40.0,4.0,0.38549999999999995
95,40.0,5.0,0.39049999999999996
96,40.0,6.0,0.38
97,40.0,7.0,0.37649999999999995
98,40.0,8.0,0.384
99,40.0,9.0,0.388
