,m,r,1,3,4,5
0,0.0,0.0,0.35,0.3435,0.351,0.33099999999999996
1,0.0,1.0,0.355,0.32799999999999996,0.353,0.3355
2,0.0,2.0,0.3395,0.35050000000000003,0.3215,0.33899999999999997
3,0.0,3.0,0.33899999999999997,0.3315,0.3265,0.3375
4,0.0,4.0,0.3365,0.3355,0.346,0.3405
5,0.0,5.0,0.3255,0.354,0.33999999999999997,0.354
6,0.0,6.0,0.3425,0.346,0.351,0.356
7,0.0,7.0,0.32899999999999996,0.357,0.33699999999999997,0.3395
8,0.0,8.0,0.35850000000000004,0.3425,0.366,0.3415
9,0.0,9.0,0.346,0.3325,0.34650000000000003,0.348
10,1.0,0.0,0.3375,0.32699999999999996,0.4215,0.355
11,1.0,1.0,0.32599999999999996,0.32399999999999995,0.4225,0.344
12,1.0,2.0,0.3385,0.31599999999999995,0.391,0.33499999999999996
13,1.0,3.0,0.35050000000000003,0.3115,0.40449999999999997,0.3325
14,1.0,4.0,0.34299999999999997,0.3085,0.402,0.3365
15,1.0,5.0,0.33499999999999996,0.31999999999999995,0.406,0.3405
16,1.0,6.0,0.345,0.31999999999999995,0.4325,0.34299999999999997
17,1.0,7.0,0.33999999999999997,0.3045,0.4105,0.32899999999999996
18,1.0,8.0,0.3235,0.31599999999999995,0.40249999999999997,0.3375
19,1.0,9.0,0.3305,0.31999999999999995,0.42000000000000004,0.33199999999999996
20,2.0,0.0,0.34650000000000003,0.33299999999999996,0.39549999999999996,0.32199999999999995
21,2.0,1.0,0.37450000000000006,0.3275,0.40249999999999997,0.32399999999999995
22,2.0,2.0,0.354,0.3265,0.40049999999999997,0.3285
23,2.0,3.0,0.34950000000000003,0.3385,0.40249999999999997,0.32599999999999996
24,2.0,4.0,0.35350000000000004,0.3325,0.37949999999999995,0.3315
25,2.0,5.0,0.35750000000000004,0.30400000000000005,0.395,0.31999999999999995
26,2.0,6.0,0.35850000000000004,0.3325,0.391,0.32299999999999995
27,2.0,7.0,0.34850000000000003,0.32099999999999995,0.388,0.31599999999999995
28,2.0,8.0,0.357,0.32299999999999995,0.38949999999999996,0.3245
29,2.0,9.0,0.355,0.3275,0.398,0.32699999999999996
30,3.0,0.0,0.371,0.33699999999999997,0.394,0.351
31,3.0,1.0,0.36,0.32899999999999996,0.40349999999999997,0.3345
32,3.0,2.0,0.361,0.31899999999999995,0.4115,0.32999999999999996
33,3.0,3.0,0.349,0.33999999999999997,0.40149999999999997,0.3425
