,m,r,2,alpha
0,0.0,0.0,0.18500000000000005,0.5
1,0.0,1.0,0.16949999999999998,0.5
2,0.0,2.0,0.1765,0.5
3,0.0,3.0,0.1865,0.5
4,0.0,4.0,0.18700000000000006,0.5
5,0.0,5.0,0.1725,0.5
6,0.0,6.0,0.1825,0.5
7,0.0,7.0,0.16200000000000003,0.5
8,0.0,8.0,0.17500000000000004,0.5
9,0.0,9.0,0.16649999999999998,0.5
10,1.0,0.0,0.20550000000000002,0.8999999999999999
11,1.0,1.0,0.19699999999999995,0.8999999999999999
12,1.0,2.0,0.19699999999999995,0.8999999999999999
13,1.0,3.0,0.19199999999999995,0.8999999999999999
14,1.0,4.0,0.1935,0.8999999999999999
15,1.0,5.0,0.1995,0.8999999999999999
16,1.0,6.0,0.1975,0.8999999999999999
17,1.0,7.0,0.20599999999999996,0.8999999999999999
18,1.0,8.0,0.18899999999999995,0.8999999999999999
19,1.0,9.0,0.1985,0.8999999999999999
20,2.0,0.0,0.21099999999999997,0.8999999999999999
21,2.0,1.0,0.22250000000000003,0.8999999999999999
22,2.0,2.0,0.21350000000000002,0.8999999999999999
23,2.0,3.0,0.21199999999999997,0.8999999999999999
24,2.0,4.0,0.22099999999999997,0.8999999999999999
25,2.0,5.0,0.21099999999999997,0.8999999999999999
26,2.0,6.0,0.21199999999999997,0.8999999999999999
27,2.0,7.0,0.20999999999999996,0.8999999999999999
28,2.0,8.0,0.21150000000000002,0.8999999999999999
29,2.0,9.0,0.21250000000000002,0.8999999999999999
30,3.0,0.0,0.22899999999999998,0.7
31,3.0,1.0,0.22999999999999998,0.7
32,3.0,2.0,0.20899999999999996,0.7
33,3.0,3.0,0.22399999999999998,0.7
34,3.0,4.0,0.22050000000000003,0.7
35,3.0,5.0,0.21550000000000002,0.7
36,3.0,6.0,0.21599999999999997,0.7
37,3.0,7.0,0.22899999999999998,0.7
38,3.0,8.0,0.21799999999999997,0.7
39,3.0,9.0,0.20350000000000001,0.7
40,4.0,0.0,0.21950000000000003,0.7999999999999999
41,4.0,1.0,0.21999999999999997,0.7999999999999999
42,4.0,2.0,0.24750000000000005,0.7999999999999999
43,4.0,3.0,0.22250000000000003,0.7999999999999999
44,4.0,4.0,0.22250000000000003,0.7999999999999999
45,4.0,5.0,0.21799999999999997,0.7999999999999999
46,4.0,6.0,0.20850000000000002,0.7999999999999999
47,4.0,7.0,0.21899999999999997,0.7999999999999999
48,4.0,8.0,0.20699999999999996,0.7999999999999999
49,4.0,9.0,0.22099999999999997,0.7999999999999999
50,5.0,0.0,0.239,0.6
51,5.0,1.0,0.238,0.6
52,5.0,2.0,0.23650000000000004,0.6
53,5.0,3.0,0.23250000000000004,0.6
54,5.0,4.0,0.23650000000000004,0.6
55,5.0,5.0,0.23399999999999999,0.6
56,5.0,6.0,0.23650000000000004,0.6
57,5.0,7.0,0.22850000000000004,0.6
58,5.0,8.0,0.24,0.6
59,5.0,9.0,0.23199999999999998,0.6
60,10.0,0.0,0.28,0.7
61,10.0,1.0,0.281,0.7
62,10.0,2.0,0.26649999999999996,0.7
63,10.0,3.0,0.29100000000000004,0.7
64,10.0,4.0,0.276,0.7
65,10.0,5.0,0.26049999999999995,0.7
66,10.0,6.0,0.26049999999999995,0.7
67,10.0,7.0,0.274,0.7
68,10.0,8.0,0.265,0.7
69,10.0,9.0,0.28300000000000003,0.7
70,20.0,0.0,0.2975,0.6
71,20.0,1.0,0.2955,0.6
72,20.0,2.0,0.2895,0.6
73,20.0,3.0,0.28900000000000003,0.6
74,20.0,4.0,0.2855,0.6
75,20.0,5.0,0.30100000000000005,0.6
76,20.0,6.0,0.29600000000000004,0.6
77,20.0,7.0,0.29100000000000004,0.6
78,20.0,8.0,0.28300000000000003,0.6
79,20.0,9.0,0.29500000000000004,0.6
80,30.0,0.0,0.30300000000000005,0.5
81,30.0,1.0,0.31699999999999995,0.5
82,30.0,2.0,0.3175,0.5
83,30.0,3.0,0.3175,0.5
84,30.0,4.0,0.32699999999999996,0.5
85,30.0,5.0,0.3045,0.5
86,30.0,6.0,0.3095,0.5
87,30.0,7.0,0.3205,0.5
88,30.0,8.0,0.3105,0.5
89,30.0,9.0,0.3105,0.5
90,40.0,0.0,0.31399999999999995,0.6
91,40.0,1.0,0.3095,0.6
92,40.0,2.0,0.2935,0.6
93,40.0,3.0,0.3065,0.6
94,40.0,4.0,0.3115,0.6
95,40.0,5.0,0.30500000000000005,0.6
96,40.0,6.0,0.30800000000000005,0.6
97,40.0,7.0,0.3025,0.6
98,40.0,8.0,0.30700000000000005,0.6
99,40.0,9.0,0.3185,0.6
