,m,r,135,135_alpha
0,0.0,0.0,0.401,
1,0.0,1.0,0.35550000000000004,
2,0.0,2.0,0.35650000000000004,
3,0.0,3.0,0.4595,
4,0.0,4.0,0.36650000000000005,
5,3.0,0.0,0.30500000000000005,
6,3.0,1.0,0.29900000000000004,
7,3.0,2.0,0.29000000000000004,
8,3.0,3.0,0.29100000000000004,
9,3.0,4.0,0.2815,
10,5.0,0.0,0.3145,
11,5.0,1.0,0.273,
12,5.0,2.0,0.3175,
13,5.0,3.0,0.2895,
14,5.0,4.0,0.28400000000000003,
15,10.0,0.0,0.3025,
16,10.0,1.0,0.2965,
17,10.0,2.0,0.28200000000000003,
18,10.0,3.0,0.253,
19,10.0,4.0,0.27049999999999996,
20,20.0,0.0,0.3125,
21,20.0,1.0,0.26949999999999996,
22,20.0,2.0,0.28500000000000003,
23,20.0,3.0,0.27849999999999997,
24,20.0,4.0,0.278,
25,30.0,0.0,0.3025,
26,30.0,1.0,0.259,
27,30.0,2.0,0.3025,
28,30.0,3.0,0.271,
29,30.0,4.0,0.31100000000000005,
30,40.0,0.0,0.3005,
31,40.0,1.0,0.27449999999999997,
32,40.0,2.0,0.29400000000000004,
33,40.0,3.0,0.261,
34,40.0,4.0,0.31799999999999995,
35,50.0,0.0,0.28900000000000003,
36,50.0,1.0,0.28,
37,50.0,2.0,0.29100000000000004,
38,50.0,3.0,0.2905,
39,50.0,4.0,0.32999999999999996,
