,m,r,135
0,0.0,0.0,0.3275
1,0.0,1.0,0.3425
2,0.0,2.0,0.3235
3,0.0,3.0,0.32899999999999996
4,0.0,4.0,0.3155
5,0.0,5.0,0.3385
6,0.0,6.0,0.32399999999999995
7,0.0,7.0,0.32999999999999996
8,0.0,8.0,0.3265
9,0.0,9.0,0.32099999999999995
10,3.0,0.0,0.29800000000000004
11,3.0,1.0,0.31000000000000005
12,3.0,2.0,0.31599999999999995
13,3.0,3.0,0.3145
14,3.0,4.0,0.3015
15,3.0,5.0,0.3205
16,3.0,6.0,0.31000000000000005
17,3.0,7.0,0.32599999999999996
18,3.0,8.0,0.3195
19,3.0,9.0,0.32099999999999995
20,5.0,0.0,0.28800000000000003
21,5.0,1.0,0.3205
22,5.0,2.0,0.30300000000000005
23,5.0,3.0,0.30100000000000005
24,5.0,4.0,0.3015
25,5.0,5.0,0.29200000000000004
26,5.0,6.0,0.2905
27,5.0,7.0,0.2975
28,5.0,8.0,0.30700000000000005
29,5.0,9.0,0.29800000000000004
30,10.0,0.0,0.30700000000000005
31,10.0,1.0,0.30300000000000005
32,10.0,2.0,0.30900000000000005
33,10.0,3.0,0.3045
34,10.0,4.0,0.3125
35,10.0,5.0,0.31699999999999995
36,10.0,6.0,0.30400000000000005
37,10.0,7.0,0.30500000000000005
38,10.0,8.0,0.30400000000000005
39,10.0,9.0,0.30700000000000005
40,20.0,0.0,0.29800000000000004
41,20.0,1.0,0.30300000000000005
42,20.0,2.0,0.31100000000000005
43,20.0,3.0,0.31399999999999995
44,20.0,4.0,0.3155
45,20.0,5.0,0.3115
46,20.0,6.0,0.3085
47,20.0,7.0,0.2895
48,20.0,8.0,0.30600000000000005
49,20.0,9.0,0.3085
