,m,r,1,3,4,5
0,0.0,0.0,0.3375,0.34199999999999997,0.34950000000000003,0.35
1,0.0,1.0,0.33599999999999997,0.35450000000000004,0.33099999999999996,0.34550000000000003
2,0.0,2.0,0.39949999999999997,0.33999999999999997,0.3435,0.357
3,0.0,3.0,0.38049999999999995,0.32399999999999995,0.357,0.37549999999999994
4,0.0,4.0,0.346,0.361,0.33799999999999997,0.3245
5,0.0,5.0,0.33699999999999997,0.398,0.349,0.2965
6,0.0,6.0,0.3245,0.36150000000000004,0.3375,0.33899999999999997
7,0.0,7.0,0.372,0.31899999999999995,0.38449999999999995,0.37050000000000005
8,0.0,8.0,0.36050000000000004,0.33599999999999997,0.37749999999999995,0.345
9,0.0,9.0,0.345,0.361,0.40149999999999997,0.36450000000000005
10,1.0,0.0,0.3065,0.34199999999999997,0.36250000000000004,0.399
11,1.0,1.0,0.30300000000000005,0.354,0.3375,0.3275
12,1.0,2.0,0.3155,0.3375,0.3235,0.32399999999999995
13,1.0,3.0,0.3035,0.353,0.32599999999999996,0.3215
14,1.0,4.0,0.39949999999999997,0.36550000000000005,0.3325,0.34750000000000003
15,1.0,5.0,0.352,0.344,0.30100000000000005,0.3375
16,1.0,6.0,0.35750000000000004,0.36250000000000004,0.35750000000000004,0.35350000000000004
17,1.0,7.0,0.38849999999999996,0.3175,0.2985,0.38649999999999995
18,1.0,8.0,0.32699999999999996,0.3205,0.37749999999999995,0.366
19,1.0,9.0,0.32499999999999996,0.32999999999999996,0.33299999999999996,0.36750000000000005
20,2.0,0.0,0.35950000000000004,0.2815,0.30200000000000005,0.36150000000000004
21,2.0,1.0,0.3345,0.32699999999999996,0.3215,0.39049999999999996
22,2.0,2.0,0.33599999999999997,0.2835,0.349,0.30100000000000005
23,2.0,3.0,0.36750000000000005,0.31000000000000005,0.32599999999999996,0.32499999999999996
24,2.0,4.0,0.3115,0.35650000000000004,0.344,0.3135
25,2.0,5.0,0.37,0.32599999999999996,0.30300000000000005,0.373
26,2.0,6.0,0.3425,0.33599999999999997,0.34299999999999997,0.351
27,2.0,7.0,0.3245,0.3195,0.32899999999999996,0.346
28,2.0,8.0,0.2885,0.346,0.2835,0.3085
29,2.0,9.0,0.3405,0.3425,0.30700000000000005,0.34450000000000003
30,3.0,0.0,0.367,0.32599999999999996,0.30000000000000004,0.3285
31,3.0,1.0,0.3235,0.3375,0.31200000000000006,0.3035
32,3.0,2.0,0.36,0.36450000000000005,0.3015,0.3245
33,3.0,3.0,0.35450000000000004,0.3405,0.31100000000000005,0.34199999999999997
34,3.0,4.0,0.3315,0.3105,0.2985,0.33799999999999997
35,3.0,5.0,0.34550000000000003,0.32899999999999996,0.3145,0.3095
36,3.0,6.0,0.3275,0.33299999999999996,0.34099999999999997,0.32699999999999996
37,3.0,7.0,0.349,0.3325,0.32999999999999996,0.37549999999999994
38,3.0,8.0,0.31699999999999995,0.34850000000000003,0.3435,0.3345
39,3.0,9.0,0.363,0.3165,0.36650000000000005,0.32899999999999996
40,4.0,0.0,0.368,0.34299999999999997,0.2935,0.38349999999999995
41,4.0,1.0,0.34099999999999997,0.3305,0.30600000000000005,0.34099999999999997
42,4.0,2.0,0.3355,0.3395,0.31299999999999994,0.38649999999999995
43,4.0,3.0,0.364,0.29900000000000004,0.32999999999999996,0.3235
44,4.0,4.0,0.34199999999999997,0.3005,0.31999999999999995,0.34299999999999997
45,4.0,5.0,0.2995,0.365,0.32199999999999995,0.36150000000000004
46,4.0,6.0,0.3065,0.344,0.2995,0.31200000000000006
47,4.0,7.0,0.3085,0.29400000000000004,0.3025,0.37849999999999995
48,4.0,8.0,0.3095,0.3065,0.29800000000000004,0.366
49,4.0,9.0,0.32799999999999996,0.32699999999999996,0.2925,0.33299999999999996
50,5.0,0.0,0.3435,0.356,0.30500000000000005,0.3355
51,5.0,1.0,0.36750000000000005,0.3405,0.32799999999999996,0.31699999999999995
52,5.0,2.0,0.3085,0.3115,0.33399999999999996,0.31200000000000006
53,5.0,3.0,0.31000000000000005,0.32299999999999995,0.31999999999999995,0.3385
54,5.0,4.0,0.3255,0.3035,0.359,0.3345
55,5.0,5.0,0.3095,0.33699999999999997,0.31200000000000006,0.30400000000000005
56,5.0,6.0,0.3035,0.33799999999999997,0.3145,0.33399999999999996
57,5.0,7.0,0.33499999999999996,0.3295,0.30200000000000005,0.33399999999999996
58,5.0,8.0,0.34950000000000003,0.2935,0.2935,0.37250000000000005
59,5.0,9.0,0.31499999999999995,0.3015,0.31000000000000005,0.3145
60,10.0,0.0,0.33799999999999997,0.2885,0.3085,0.32299999999999995
61,10.0,1.0,0.2945,0.348,0.2985,0.36750000000000005
62,10.0,2.0,0.3075,0.3135,0.30800000000000005,0.376
63,10.0,3.0,0.3155,0.31299999999999994,0.2915,0.38149999999999995
64,10.0,4.0,0.30000000000000004,0.29000000000000004,0.31200000000000006,0.31899999999999995
65,10.0,5.0,0.2965,0.29500000000000004,0.2915,0.3425
66,10.0,6.0,0.32899999999999996,0.2845,0.3175,0.361
67,10.0,7.0,0.31100000000000005,0.3295,0.27,0.3095
68,10.0,8.0,0.263,0.3255,0.261,0.2935
69,10.0,9.0,0.263,0.3175,0.2825,0.30600000000000005
70,20.0,0.0,0.2885,0.28900000000000003,0.3045,0.34450000000000003
71,20.0,1.0,0.354,0.2865,0.29800000000000004,0.3345
72,20.0,2.0,0.29100000000000004,0.3105,0.281,0.3365
73,20.0,3.0,0.31499999999999995,0.31399999999999995,0.2905,0.278
74,20.0,4.0,0.3425,0.272,0.29900000000000004,0.34850000000000003
75,20.0,5.0,0.29700000000000004,0.32099999999999995,0.3015,0.29700000000000004
76,20.0,6.0,0.33199999999999996,0.2965,0.3015,0.3105
77,20.0,7.0,0.27749999999999997,0.3345,0.26,0.3425
78,20.0,8.0,0.28300000000000003,0.3115,0.344,0.33899999999999997
79,20.0,9.0,0.393,0.27749999999999997,0.2995,0.349
80,30.0,0.0,0.2835,0.27,0.26749999999999996,0.2955
81,30.0,1.0,0.3105,0.2815,0.3025,0.3395
82,30.0,2.0,0.3405,0.252,0.30900000000000005,0.30700000000000005
83,30.0,3.0,0.31399999999999995,0.3055,0.3105,0.35550000000000004
84,30.0,4.0,0.2925,0.263,0.3255,0.33799999999999997
85,30.0,5.0,0.2955,0.25849999999999995,0.265,0.35650000000000004
86,30.0,6.0,0.31599999999999995,0.27849999999999997,0.263,0.33899999999999997
87,30.0,7.0,0.3335,0.247,0.2995,0.31200000000000006
88,30.0,8.0,0.31499999999999995,0.27,0.2975,0.2815
89,30.0,9.0,0.2835,0.24350000000000005,0.3095,0.32599999999999996
90,40.0,0.0,0.34450000000000003,0.27749999999999997,0.27,0.33499999999999996
91,40.0,1.0,0.34099999999999997,0.27649999999999997,0.28600000000000003,0.31200000000000006
92,40.0,2.0,0.4065,0.30000000000000004,0.2895,0.3425
93,40.0,3.0,0.31200000000000006,0.3095,0.32799999999999996,0.35
94,40.0,4.0,0.32499999999999996,0.29800000000000004,0.27149999999999996,0.3345
95,40.0,5.0,0.3265,0.2845,0.25,0.36750000000000005
96,40.0,6.0,0.29400000000000004,0.27249999999999996,0.3045,0.33999999999999997
97,40.0,7.0,0.265,0.26849999999999996,0.277,0.3325
98,40.0,8.0,0.29400000000000004,0.275,0.2875,0.27549999999999997
99,40.0,9.0,0.2825,0.29000000000000004,0.28400000000000003,0.3335
100,60.0,0.0,0.29100000000000004,0.267,0.30500000000000005,0.3315
101,60.0,1.0,0.262,0.28800000000000003,0.2815,0.3305
102,60.0,2.0,0.3025,0.25649999999999995,0.29800000000000004,0.2975
103,60.0,3.0,0.276,0.29500000000000004,0.30200000000000005,0.35
104,60.0,4.0,0.275,0.28500000000000003,0.29100000000000004,0.3385
105,60.0,5.0,0.279,0.24850000000000005,0.26549999999999996,0.3015
106,60.0,6.0,0.27049999999999996,0.3055,0.2945,0.3225
107,60.0,7.0,0.27949999999999997,0.278,0.268,0.33599999999999997
108,60.0,8.0,0.28600000000000003,0.26849999999999996,0.2825,0.3195
109,60.0,9.0,0.28700000000000003,0.257,0.2825,0.36
110,70.0,0.0,0.28049999999999997,0.262,0.266,0.30500000000000005
111,70.0,1.0,0.27149999999999996,0.267,0.275,0.3255
112,70.0,2.0,0.3065,0.26,0.26849999999999996,0.31499999999999995
113,70.0,3.0,0.276,0.276,0.262,0.33599999999999997
114,70.0,4.0,0.25449999999999995,0.279,0.2835,0.3115
115,70.0,5.0,0.24150000000000005,0.27149999999999996,0.2835,0.387
116,70.0,6.0,0.255,0.255,0.27549999999999997,0.273
117,70.0,7.0,0.253,0.3145,0.275,0.2835
118,70.0,8.0,0.262,0.255,0.251,0.32999999999999996
119,70.0,9.0,0.25349999999999995,0.2825,0.31200000000000006,0.31599999999999995
120,80.0,0.0,0.25649999999999995,0.24950000000000006,0.26749999999999996,0.35150000000000003
121,80.0,1.0,0.277,0.261,0.3075,0.31799999999999995
122,80.0,2.0,0.2865,0.255,0.27049999999999996,0.3375
123,80.0,3.0,0.30000000000000004,0.264,0.268,0.31499999999999995
124,80.0,4.0,0.2985,0.278,0.2925,0.348
125,80.0,5.0,0.27249999999999996,0.24650000000000005,0.246,0.3025
126,80.0,6.0,0.28700000000000003,0.3015,0.32799999999999996,0.356
127,80.0,7.0,0.273,0.24550000000000005,0.273,0.3425
128,80.0,8.0,0.27149999999999996,0.29500000000000004,0.25949999999999995,0.29200000000000004
129,80.0,9.0,0.24650000000000005,0.28200000000000003,0.29100000000000004,0.359
130,90.0,0.0,0.272,0.24650000000000005,0.29100000000000004,0.29900000000000004
131,90.0,1.0,0.241,0.264,0.2865,0.31899999999999995
132,90.0,2.0,0.26449999999999996,0.24550000000000005,0.268,0.30300000000000005
133,90.0,3.0,0.26549999999999996,0.27549999999999997,0.267,0.353
134,90.0,4.0,0.26449999999999996,0.24650000000000005,0.27449999999999997,0.31899999999999995
135,90.0,5.0,0.24550000000000005,0.23350000000000004,0.258,0.266
136,90.0,6.0,0.2995,0.29300000000000004,0.28700000000000003,0.29200000000000004
137,90.0,7.0,0.27949999999999997,0.244,0.275,0.31799999999999995
138,90.0,8.0,0.27449999999999997,0.248,0.27849999999999997,0.33499999999999996
139,90.0,9.0,0.25849999999999995,0.26,0.2895,0.3065
