,m,r,1,2,4,5
0,0.0,0.0,0.29100000000000004,0.28600000000000003,0.28,0.31000000000000005
1,0.0,1.0,0.3055,0.263,0.3085,0.27449999999999997
2,0.0,2.0,0.31599999999999995,0.29500000000000004,0.3405,0.29500000000000004
3,0.0,3.0,0.33199999999999996,0.32499999999999996,0.2975,0.239
4,0.0,4.0,0.261,0.32099999999999995,0.28400000000000003,0.27749999999999997
5,0.0,5.0,0.2815,0.31599999999999995,0.3245,0.29000000000000004
6,0.0,6.0,0.2885,0.2865,0.3195,0.30300000000000005
7,0.0,7.0,0.27349999999999997,0.28900000000000003,0.253,0.33599999999999997
8,0.0,8.0,0.31799999999999995,0.278,0.3085,0.31999999999999995
9,0.0,9.0,0.28049999999999997,0.31499999999999995,0.27149999999999996,0.33999999999999997
10,1.0,0.0,0.3065,0.3095,0.31999999999999995,0.27149999999999996
11,1.0,1.0,0.2945,0.28900000000000003,0.2925,0.27249999999999996
12,1.0,2.0,0.31999999999999995,0.3255,0.3165,0.277
13,1.0,3.0,0.23050000000000004,0.247,0.278,0.30100000000000005
14,1.0,4.0,0.25749999999999995,0.29700000000000004,0.27549999999999997,0.32799999999999996
15,1.0,5.0,0.26549999999999996,0.3095,0.28800000000000003,0.273
16,1.0,6.0,0.26,0.32199999999999995,0.24650000000000005,0.28600000000000003
17,1.0,7.0,0.3285,0.267,0.27649999999999997,0.2835
18,1.0,8.0,0.31399999999999995,0.24850000000000005,0.3025,0.28800000000000003
19,1.0,9.0,0.3375,0.266,0.241,0.27149999999999996
20,2.0,0.0,0.26849999999999996,0.26649999999999996,0.266,0.28200000000000003
21,2.0,1.0,0.26149999999999995,0.25649999999999995,0.25549999999999995,0.25349999999999995
22,2.0,2.0,0.28,0.247,0.272,0.2905
23,2.0,3.0,0.30400000000000005,0.30300000000000005,0.257,0.271
24,2.0,4.0,0.29100000000000004,0.31899999999999995,0.24150000000000005,0.269
25,2.0,5.0,0.24650000000000005,0.267,0.28200000000000003,0.3315
26,2.0,6.0,0.27449999999999997,0.30100000000000005,0.352,0.26949999999999996
27,2.0,7.0,0.27049999999999996,0.27449999999999997,0.267,0.26649999999999996
28,2.0,8.0,0.24,0.268,0.24750000000000005,0.272
29,2.0,9.0,0.29400000000000004,0.28800000000000003,0.25749999999999995,0.266
30,3.0,0.0,0.25549999999999995,0.267,0.237,0.26049999999999995
31,3.0,1.0,0.23950000000000005,0.27849999999999997,0.3045,0.27549999999999997
32,3.0,2.0,0.26449999999999996,0.258,0.27249999999999996,0.3015
33,3.0,3.0,0.276,0.256,0.31100000000000005,0.25349999999999995
34,3.0,4.0,0.27449999999999997,0.27449999999999997,0.26,0.25249999999999995
35,3.0,5.0,0.24350000000000005,0.2825,0.246,0.263
36,3.0,6.0,0.29100000000000004,0.30500000000000005,0.26,0.244
37,3.0,7.0,0.255,0.27749999999999997,0.278,0.27349999999999997
38,3.0,8.0,0.27349999999999997,0.3225,0.21899999999999997,0.2895
39,3.0,9.0,0.265,0.23399999999999999,0.2885,0.281
40,4.0,0.0,0.26649999999999996,0.2965,0.25149999999999995,0.273
41,4.0,1.0,0.27149999999999996,0.22599999999999998,0.254,0.258
42,4.0,2.0,0.28800000000000003,0.24,0.252,0.267
43,4.0,3.0,0.243,0.3015,0.25649999999999995,0.262
44,4.0,4.0,0.26049999999999995,0.26449999999999996,0.26249999999999996,0.245
45,4.0,5.0,0.2885,0.25349999999999995,0.236,0.267
46,4.0,6.0,0.2945,0.249,0.248,0.25949999999999995
47,4.0,7.0,0.24550000000000005,0.265,0.25349999999999995,0.26149999999999995
48,4.0,8.0,0.24950000000000006,0.28800000000000003,0.239,0.26
49,4.0,9.0,0.22699999999999998,0.27549999999999997,0.243,0.29300000000000004
