,m,r,1,2
0,0.0,0.0,0.29100000000000004,0.28600000000000003
1,0.0,1.0,0.3055,0.263
2,0.0,2.0,0.31599999999999995,0.29500000000000004
3,0.0,3.0,0.33199999999999996,0.32499999999999996
4,0.0,4.0,0.261,0.32099999999999995
5,0.0,5.0,0.2815,0.31599999999999995
6,0.0,6.0,0.2885,0.2865
7,0.0,7.0,0.27349999999999997,0.28900000000000003
8,0.0,8.0,0.31799999999999995,0.278
9,0.0,9.0,0.28049999999999997,0.31499999999999995
10,1.0,0.0,0.3065,0.3095
11,1.0,1.0,0.2945,0.28900000000000003
12,1.0,2.0,0.31999999999999995,0.3255
13,1.0,3.0,0.23050000000000004,0.247
14,1.0,4.0,0.25749999999999995,0.29700000000000004
15,1.0,5.0,0.26549999999999996,0.3095
16,1.0,6.0,0.26,0.32199999999999995
17,1.0,7.0,0.3285,0.267
18,1.0,8.0,0.31399999999999995,0.24850000000000005
19,1.0,9.0,0.3375,0.266
20,2.0,0.0,0.26849999999999996,0.26649999999999996
21,2.0,1.0,0.26149999999999995,0.25649999999999995
22,2.0,2.0,0.28,0.247
23,2.0,3.0,0.30400000000000005,0.30300000000000005
24,2.0,4.0,0.29100000000000004,0.31899999999999995
25,2.0,5.0,0.24650000000000005,0.267
26,2.0,6.0,0.27449999999999997,0.30100000000000005
27,2.0,7.0,0.27049999999999996,0.27449999999999997
28,2.0,8.0,0.24,0.268
29,2.0,9.0,0.29400000000000004,0.28800000000000003
30,3.0,0.0,0.25549999999999995,0.267
31,3.0,1.0,0.23950000000000005,0.27849999999999997
32,3.0,2.0,0.26449999999999996,0.258
33,3.0,3.0,0.276,0.256
34,3.0,4.0,0.27449999999999997,0.27449999999999997
35,3.0,5.0,0.24350000000000005,0.2825
36,3.0,6.0,0.29100000000000004,0.30500000000000005
37,3.0,7.0,0.255,0.27749999999999997
38,3.0,8.0,0.27349999999999997,0.3225
39,3.0,9.0,0.265,0.23399999999999999
40,4.0,0.0,0.26649999999999996,0.2965
41,4.0,1.0,0.27149999999999996,0.22599999999999998
42,4.0,2.0,0.28800000000000003,0.24
43,4.0,3.0,0.243,0.3015
44,4.0,4.0,0.26049999999999995,0.26449999999999996
45,4.0,5.0,0.2885,0.25349999999999995
46,4.0,6.0,0.2945,0.249
47,4.0,7.0,0.24550000000000005,0.265
48,4.0,8.0,0.24950000000000006,0.28800000000000003
49,4.0,9.0,0.22699999999999998,0.27549999999999997
50,5.0,0.0,0.2925,0.24450000000000005
51,5.0,1.0,0.30100000000000005,0.26149999999999995
52,5.0,2.0,0.2885,0.244
53,5.0,3.0,0.249,0.23550000000000004
54,5.0,4.0,0.255,0.2855
55,5.0,5.0,0.255,0.27149999999999996
56,5.0,6.0,0.26949999999999996,0.275
57,5.0,7.0,0.24650000000000005,0.26249999999999996
58,5.0,8.0,0.22399999999999998,0.23750000000000004
59,5.0,9.0,0.21499999999999997,0.25349999999999995
60,10.0,0.0,0.22999999999999998,0.22999999999999998
61,10.0,1.0,0.272,0.26649999999999996
62,10.0,2.0,0.22199999999999998,0.255
63,10.0,3.0,0.25549999999999995,0.24950000000000006
64,10.0,4.0,0.258,0.23850000000000005
65,10.0,5.0,0.22350000000000003,0.24850000000000005
66,10.0,6.0,0.22250000000000003,0.25549999999999995
67,10.0,7.0,0.25349999999999995,0.23750000000000004
68,10.0,8.0,0.251,0.22150000000000003
69,10.0,9.0,0.2875,0.24450000000000005
70,20.0,0.0,0.19899999999999995,0.22950000000000004
71,20.0,1.0,0.23199999999999998,0.23199999999999998
72,20.0,2.0,0.21099999999999997,0.22250000000000003
73,20.0,3.0,0.22750000000000004,0.249
74,20.0,4.0,0.23199999999999998,0.22650000000000003
75,20.0,5.0,0.20750000000000002,0.238
76,20.0,6.0,0.25749999999999995,0.273
77,20.0,7.0,0.238,0.20850000000000002
78,20.0,8.0,0.254,0.23850000000000005
79,20.0,9.0,0.22399999999999998,0.23299999999999998
80,30.0,0.0,0.19799999999999995,0.21050000000000002
81,30.0,1.0,0.22550000000000003,0.21199999999999997
82,30.0,2.0,0.21450000000000002,0.25449999999999995
83,30.0,3.0,0.22650000000000003,0.22450000000000003
84,30.0,4.0,0.23250000000000004,0.17900000000000005
85,30.0,5.0,0.2015,0.22550000000000003
86,30.0,6.0,0.1945,0.19599999999999995
87,30.0,7.0,0.265,0.23099999999999998
88,30.0,8.0,0.23750000000000004,0.21799999999999997
89,30.0,9.0,0.254,0.21150000000000002
90,40.0,0.0,0.19899999999999995,0.20899999999999996
91,40.0,1.0,0.21150000000000002,0.21950000000000003
92,40.0,2.0,0.246,0.21550000000000002
93,40.0,3.0,0.23350000000000004,0.20399999999999996
94,40.0,4.0,0.22950000000000004,0.1805
95,40.0,5.0,0.20199999999999996,0.18799999999999994
96,40.0,6.0,0.19999999999999996,0.1825
97,40.0,7.0,0.22599999999999998,0.22150000000000003
98,40.0,8.0,0.242,0.21250000000000002
99,40.0,9.0,0.25449999999999995,0.22399999999999998
100,60.0,0.0,0.21950000000000003,0.21499999999999997
101,60.0,1.0,0.21450000000000002,0.16449999999999998
102,60.0,2.0,0.25749999999999995,0.18899999999999995
103,60.0,3.0,0.2005,0.19599999999999995
104,60.0,4.0,0.20899999999999996,0.1825
105,60.0,5.0,0.20399999999999996,0.1855
106,60.0,6.0,0.25749999999999995,0.18100000000000005
107,60.0,7.0,0.21650000000000003,0.1805
108,60.0,8.0,0.259,0.1805
109,60.0,9.0,0.1765,0.1965
110,70.0,0.0,0.22250000000000003,0.18300000000000005
111,70.0,1.0,0.22850000000000004,0.17300000000000004
112,70.0,2.0,0.22450000000000003,0.18300000000000005
113,70.0,3.0,0.1785,0.1725
114,70.0,4.0,0.21350000000000002,0.1835
115,70.0,5.0,0.21750000000000003,0.18999999999999995
116,70.0,6.0,0.21950000000000003,0.18300000000000005
117,70.0,7.0,0.25249999999999995,0.18400000000000005
118,70.0,8.0,0.18400000000000005,0.1885
119,70.0,9.0,0.1985,0.16800000000000004
120,80.0,0.0,0.1755,0.21699999999999997
121,80.0,1.0,0.19899999999999995,0.1785
122,80.0,2.0,0.22599999999999998,0.15900000000000003
123,80.0,3.0,0.21650000000000003,0.19499999999999995
124,80.0,4.0,0.21499999999999997,0.1815
125,80.0,5.0,0.19699999999999995,0.17400000000000004
126,80.0,6.0,0.1765,0.19799999999999995
127,80.0,7.0,0.19299999999999995,0.21299999999999997
128,80.0,8.0,0.17300000000000004,0.1815
129,80.0,9.0,0.20399999999999996,0.1975
130,90.0,0.0,0.1865,0.17049999999999998
131,90.0,1.0,0.17700000000000005,0.1995
132,90.0,2.0,0.2015,0.16449999999999998
133,90.0,3.0,0.21599999999999997,0.18600000000000005
134,90.0,4.0,0.21799999999999997,0.17200000000000004
135,90.0,5.0,0.22550000000000003,0.1865
136,90.0,6.0,0.20499999999999996,0.16349999999999998
137,90.0,7.0,0.18899999999999995,0.19499999999999995
138,90.0,8.0,0.18400000000000005,0.1885
139,90.0,9.0,0.2015,0.1735
