,m,r,1,2,3
0,0.0,0.0,0.3155,0.21350000000000002,0.28700000000000003
1,0.0,1.0,0.27149999999999996,0.28,0.23650000000000004
2,0.0,2.0,0.2985,0.22799999999999998,0.3425
3,0.0,3.0,0.2875,0.3225,0.32099999999999995
4,0.0,4.0,0.264,0.22099999999999997,0.23250000000000004
5,0.0,5.0,0.30500000000000005,0.29700000000000004,0.24350000000000005
6,0.0,6.0,0.28500000000000003,0.27549999999999997,0.31599999999999995
7,0.0,7.0,0.26149999999999995,0.29100000000000004,0.259
8,0.0,8.0,0.3295,0.23450000000000004,0.22950000000000004
9,0.0,9.0,0.24950000000000006,0.3095,0.2845
10,1.0,0.0,0.2845,0.23099999999999998,0.237
11,1.0,1.0,0.22299999999999998,0.27249999999999996,0.251
12,1.0,2.0,0.29600000000000004,0.3215,0.26349999999999996
13,1.0,3.0,0.26849999999999996,0.3115,0.29400000000000004
14,1.0,4.0,0.31299999999999994,0.24550000000000005,0.23199999999999998
15,1.0,5.0,0.2825,0.24050000000000005,0.28400000000000003
16,1.0,6.0,0.26249999999999996,0.26949999999999996,0.20950000000000002
17,1.0,7.0,0.237,0.25149999999999995,0.29000000000000004
18,1.0,8.0,0.35350000000000004,0.27649999999999997,0.26349999999999996
19,1.0,9.0,0.272,0.236,0.2905
20,2.0,0.0,0.269,0.1945,0.279
21,2.0,1.0,0.23250000000000004,0.21999999999999997,0.254
22,2.0,2.0,0.26749999999999996,0.22699999999999998,0.21999999999999997
23,2.0,3.0,0.2965,0.248,0.22650000000000003
24,2.0,4.0,0.247,0.20550000000000002,0.26849999999999996
25,2.0,5.0,0.25949999999999995,0.19699999999999995,0.29000000000000004
26,2.0,6.0,0.2015,0.26,0.24350000000000005
27,2.0,7.0,0.25349999999999995,0.26349999999999996,0.1945
28,2.0,8.0,0.36850000000000005,0.22699999999999998,0.25349999999999995
29,2.0,9.0,0.249,0.261,0.26849999999999996
30,3.0,0.0,0.22450000000000003,0.23650000000000004,0.19899999999999995
31,3.0,1.0,0.22199999999999998,0.22050000000000003,0.21150000000000002
32,3.0,2.0,0.20099999999999996,0.20799999999999996,0.247
33,3.0,3.0,0.1755,0.239,0.22850000000000004
34,3.0,4.0,0.18500000000000005,0.1975,0.24
35,3.0,5.0,0.3305,0.22650000000000003,0.18999999999999995
36,3.0,6.0,0.22450000000000003,0.23450000000000004,0.26749999999999996
37,3.0,7.0,0.23050000000000004,0.19999999999999996,0.20599999999999996
38,3.0,8.0,0.1945,0.19299999999999995,0.20899999999999996
39,3.0,9.0,0.20499999999999996,0.24750000000000005,0.17049999999999998
40,4.0,0.0,0.1755,0.21199999999999997,0.24250000000000005
41,4.0,1.0,0.1805,0.22099999999999997,0.19299999999999995
42,4.0,2.0,0.21450000000000002,0.1835,0.23850000000000005
43,4.0,3.0,0.22599999999999998,0.21699999999999997,0.20550000000000002
44,4.0,4.0,0.20750000000000002,0.24,0.275
45,4.0,5.0,0.16900000000000004,0.21450000000000002,0.23550000000000004
46,4.0,6.0,0.18300000000000005,0.21150000000000002,0.18300000000000005
47,4.0,7.0,0.16949999999999998,0.21799999999999997,0.25749999999999995
48,4.0,8.0,0.19699999999999995,0.17900000000000005,0.23399999999999999
49,4.0,9.0,0.16249999999999998,0.1935,0.1815
50,5.0,0.0,0.1745,0.24550000000000005,0.21050000000000002
51,5.0,1.0,0.17600000000000005,0.21650000000000003,0.20299999999999996
52,5.0,2.0,0.17900000000000005,0.18200000000000005,0.1895
