,m,r,3
0,0.0,0.0,0.33599999999999997
1,0.0,1.0,0.32899999999999996
2,0.0,2.0,0.3425
3,0.0,3.0,0.3085
4,0.0,4.0,0.33499999999999996
5,0.0,5.0,0.35450000000000004
6,0.0,6.0,0.3255
7,0.0,7.0,0.32899999999999996
8,0.0,8.0,0.3365
9,0.0,9.0,0.31699999999999995
10,1.0,0.0,0.3425
11,1.0,1.0,0.35
12,1.0,2.0,0.3155
13,1.0,3.0,0.347
14,1.0,4.0,0.3365
15,1.0,5.0,0.351
16,1.0,6.0,0.35150000000000003
17,1.0,7.0,0.35450000000000004
18,1.0,8.0,0.3295
19,1.0,9.0,0.3315
20,2.0,0.0,0.349
21,2.0,1.0,0.352
22,2.0,2.0,0.35150000000000003
23,2.0,3.0,0.345
24,2.0,4.0,0.34450000000000003
25,2.0,5.0,0.35
26,2.0,6.0,0.35250000000000004
27,2.0,7.0,0.34850000000000003
28,2.0,8.0,0.35950000000000004
29,2.0,9.0,0.3415
30,3.0,0.0,0.34850000000000003
31,3.0,1.0,0.33799999999999997
32,3.0,2.0,0.34950000000000003
33,3.0,3.0,0.3435
34,3.0,4.0,0.3285
35,3.0,5.0,0.33899999999999997
36,3.0,6.0,0.3365
37,3.0,7.0,0.34099999999999997
38,3.0,8.0,0.33799999999999997
39,3.0,9.0,0.33199999999999996
40,4.0,0.0,0.3385
41,4.0,1.0,0.33399999999999996
42,4.0,2.0,0.34199999999999997
43,4.0,3.0,0.32899999999999996
44,4.0,4.0,0.34550000000000003
45,4.0,5.0,0.3425
46,4.0,6.0,0.34299999999999997
47,4.0,7.0,0.3345
48,4.0,8.0,0.3305
49,4.0,9.0,0.3365
50,5.0,0.0,0.32099999999999995
51,5.0,1.0,0.33999999999999997
52,5.0,2.0,0.33199999999999996
53,5.0,3.0,0.34099999999999997
54,5.0,4.0,0.3275
55,5.0,5.0,0.32699999999999996
56,5.0,6.0,0.32599999999999996
57,5.0,7.0,0.33199999999999996
58,5.0,8.0,0.3295
59,5.0,9.0,0.3325
60,10.0,0.0,0.33799999999999997
61,10.0,1.0,0.34099999999999997
62,10.0,2.0,0.3255
63,10.0,3.0,0.34550000000000003
64,10.0,4.0,0.346
65,10.0,5.0,0.33099999999999996
66,10.0,6.0,0.3385
67,10.0,7.0,0.34099999999999997
68,10.0,8.0,0.34299999999999997
69,10.0,9.0,0.33999999999999997
70,20.0,0.0,0.349
71,20.0,1.0,0.37250000000000005
72,20.0,2.0,0.358
73,20.0,3.0,0.357
74,20.0,4.0,0.361
75,20.0,5.0,0.35050000000000003
76,20.0,6.0,0.354
77,20.0,7.0,0.346
78,20.0,8.0,0.363
79,20.0,9.0,0.36450000000000005
80,30.0,0.0,0.344
81,30.0,1.0,0.37450000000000006
82,30.0,2.0,0.35850000000000004
83,30.0,3.0,0.351
84,30.0,4.0,0.36050000000000004
85,30.0,5.0,0.36550000000000005
86,30.0,6.0,0.358
87,30.0,7.0,0.36
88,30.0,8.0,0.362
89,30.0,9.0,0.36250000000000004
90,40.0,0.0,0.354
91,40.0,1.0,0.362
92,40.0,2.0,0.36450000000000005
93,40.0,3.0,0.351
94,40.0,4.0,0.35250000000000004
95,40.0,5.0,0.365
96,40.0,6.0,0.35
97,40.0,7.0,0.35550000000000004
98,40.0,8.0,0.36
99,40.0,9.0,0.353
