,m,r,2,3,4
0,0.0,0.0,0.1785,0.17149999999999999,0.17000000000000004
1,0.0,1.0,0.1775,0.16949999999999998,0.1765
2,0.0,2.0,0.1775,0.1725,0.15949999999999998
3,0.0,3.0,0.1725,0.15800000000000003,0.18500000000000005
4,0.0,4.0,0.16200000000000003,0.18000000000000005,0.17600000000000005
5,0.0,5.0,0.17800000000000005,0.1745,0.17000000000000004
6,0.0,6.0,0.16300000000000003,0.1795,0.17700000000000005
7,0.0,7.0,0.17400000000000004,0.1855,0.1745
8,0.0,8.0,0.16949999999999998,0.15800000000000003,0.1845
9,0.0,9.0,0.1785,0.16500000000000004,0.1775
10,1.0,0.0,0.24450000000000005,0.19999999999999996,0.21899999999999997
11,1.0,1.0,0.21699999999999997,0.18100000000000005,0.21599999999999997
12,1.0,2.0,0.22399999999999998,0.18300000000000005,0.21150000000000002
13,1.0,3.0,0.23150000000000004,0.1845,0.21499999999999997
14,1.0,4.0,0.24,0.18799999999999994,0.21499999999999997
15,1.0,5.0,0.238,0.17600000000000005,0.20750000000000002
16,1.0,6.0,0.22850000000000004,0.1775,0.21999999999999997
17,1.0,7.0,0.21250000000000002,0.1765,0.23099999999999998
18,1.0,8.0,0.22150000000000003,0.1765,0.238
19,1.0,9.0,0.22050000000000003,0.19099999999999995,0.22899999999999998
20,2.0,0.0,0.22950000000000004,0.20750000000000002,0.235
21,2.0,1.0,0.22850000000000004,0.21599999999999997,0.247
22,2.0,2.0,0.23650000000000004,0.20850000000000002,0.23150000000000004
23,2.0,3.0,0.2015,0.22499999999999998,0.22550000000000003
24,2.0,4.0,0.23199999999999998,0.1935,0.236
25,2.0,5.0,0.21599999999999997,0.20299999999999996,0.23550000000000004
26,2.0,6.0,0.21150000000000002,0.20350000000000001,0.22550000000000003
27,2.0,7.0,0.21899999999999997,0.20099999999999996,0.243
28,2.0,8.0,0.22099999999999997,0.2025,0.23450000000000004
29,2.0,9.0,0.21599999999999997,0.19999999999999996,0.23050000000000004
30,3.0,0.0,0.22499999999999998,0.20650000000000002,0.25249999999999995
31,3.0,1.0,0.22250000000000003,0.21050000000000002,0.24150000000000005
32,3.0,2.0,0.23399999999999999,0.1915,0.26049999999999995
