,m,r,1,3
0,0.0,0.0,0.3195,0.34199999999999997
1,0.0,1.0,0.3375,0.3175
2,0.0,2.0,0.3405,0.3245
3,0.0,3.0,0.35050000000000003,0.33899999999999997
4,0.0,4.0,0.32799999999999996,0.33199999999999996
5,0.0,5.0,0.34450000000000003,0.32299999999999995
6,0.0,6.0,0.3225,0.32899999999999996
7,0.0,7.0,0.33899999999999997,0.3355
8,0.0,8.0,0.33399999999999996,0.31599999999999995
9,0.0,9.0,0.32599999999999996,0.3365
10,1.0,0.0,0.33699999999999997,0.3325
11,1.0,1.0,0.32099999999999995,0.3385
12,1.0,2.0,0.3385,0.34550000000000003
13,1.0,3.0,0.32599999999999996,0.34950000000000003
14,1.0,4.0,0.3435,0.33699999999999997
15,1.0,5.0,0.3415,0.33199999999999996
16,1.0,6.0,0.32199999999999995,0.34299999999999997
17,1.0,7.0,0.3365,0.32299999999999995
18,1.0,8.0,0.34650000000000003,0.353
19,1.0,9.0,0.3345,0.33999999999999997
20,2.0,0.0,0.3225,0.33599999999999997
21,2.0,1.0,0.3365,0.34950000000000003
22,2.0,2.0,0.3265,0.3395
23,2.0,3.0,0.33299999999999996,0.348
24,2.0,4.0,0.32799999999999996,0.34550000000000003
25,2.0,5.0,0.3375,0.34950000000000003
26,2.0,6.0,0.31499999999999995,0.34650000000000003
27,2.0,7.0,0.3175,0.35950000000000004
28,2.0,8.0,0.3155,0.357
29,2.0,9.0,0.31399999999999995,0.34299999999999997
30,3.0,0.0,0.3425,0.3385
31,3.0,1.0,0.37849999999999995,0.33599999999999997
32,3.0,2.0,0.349,0.3355
33,3.0,3.0,0.34750000000000003,0.34299999999999997
34,3.0,4.0,0.35450000000000004,0.33599999999999997
35,3.0,5.0,0.352,0.34450000000000003
36,3.0,6.0,0.3265,0.34299999999999997
37,3.0,7.0,0.351,0.345
38,3.0,8.0,0.3315,0.33799999999999997
39,3.0,9.0,0.349,0.32399999999999995
40,4.0,0.0,0.359,0.33499999999999996
41,4.0,1.0,0.365,0.3305
42,4.0,2.0,0.349,0.34550000000000003
43,4.0,3.0,0.36150000000000004,0.32799999999999996
44,4.0,4.0,0.352,0.34650000000000003
45,4.0,5.0,0.35950000000000004,0.32699999999999996
46,4.0,6.0,0.375,0.32199999999999995
47,4.0,7.0,0.349,0.35150000000000003
48,4.0,8.0,0.35150000000000003,0.3305
49,4.0,9.0,0.356,0.3355
50,5.0,0.0,0.351,0.3345
51,5.0,1.0,0.349,0.32099999999999995
52,5.0,2.0,0.34299999999999997,0.34750000000000003
53,5.0,3.0,0.34099999999999997,0.31899999999999995
54,5.0,4.0,0.33499999999999996,0.3275
55,5.0,5.0,0.33999999999999997,0.3335
56,5.0,6.0,0.35050000000000003,0.3275
57,5.0,7.0,0.35750000000000004,0.3305
58,5.0,8.0,0.3345,0.32799999999999996
59,5.0,9.0,0.35050000000000003,0.33399999999999996
60,10.0,0.0,0.371,0.34850000000000003
61,10.0,1.0,0.37949999999999995,0.33399999999999996
62,10.0,2.0,0.35650000000000004,0.34550000000000003
63,10.0,3.0,0.367,0.3425
64,10.0,4.0,0.359,0.33899999999999997
65,10.0,5.0,0.36,0.3415
66,10.0,6.0,0.367,0.33499999999999996
67,10.0,7.0,0.352,0.33999999999999997
68,10.0,8.0,0.366,0.3385
69,10.0,9.0,0.35450000000000004,0.35250000000000004
70,20.0,0.0,0.382,0.365
71,20.0,1.0,0.393,0.35050000000000003
72,20.0,2.0,0.381,0.36250000000000004
73,20.0,3.0,0.382,0.36050000000000004
74,20.0,4.0,0.37949999999999995,0.37150000000000005
75,20.0,5.0,0.38749999999999996,0.36750000000000005
76,20.0,6.0,0.38049999999999995,0.35150000000000003
77,20.0,7.0,0.376,0.368
78,20.0,8.0,0.376,0.355
79,20.0,9.0,0.373,0.36450000000000005
80,30.0,0.0,0.402,0.364
81,30.0,1.0,0.388,0.36550000000000005
82,30.0,2.0,0.39249999999999996,0.36
83,30.0,3.0,0.39949999999999997,0.36250000000000004
84,30.0,4.0,0.39449999999999996,0.365
85,30.0,5.0,0.391,0.36950000000000005
86,30.0,6.0,0.386,0.355
87,30.0,7.0,0.39249999999999996,0.355
88,30.0,8.0,0.40249999999999997,0.36550000000000005
89,30.0,9.0,0.401,0.364
90,40.0,0.0,0.37350000000000005,0.359
91,40.0,1.0,0.369,0.351
92,40.0,2.0,0.38649999999999995,0.359
93,40.0,3.0,0.38349999999999995,0.35450000000000004
94,40.0,4.0,0.381,0.368
95,40.0,5.0,0.38649999999999995,0.357
96,40.0,6.0,0.37350000000000005,0.3405
97,40.0,7.0,0.38349999999999995,0.35150000000000003
98,40.0,8.0,0.38749999999999996,0.36150000000000004
99,40.0,9.0,0.37849999999999995,0.35650000000000004
