,index,summary,config,name
33,133,"{'_wandb': {'runtime': 155}, 'avg_err': 0.3317, 'std_err': 0.0285, '_runtime': 156.06645727157593, '_timestamp': 1661082493.9423094, 'train_loss': 0.4396, '_step': 303, 'epoch': 100, 'run_num': 2, 'train_acc': 0.8333, 'final_test_err': 0.3215}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2l3s3vab
34,134,"{'_wandb': {'runtime': 148}, 'avg_err': 0.3032, '_timestamp': 1661082476.3916135, 'train_loss': 0.5093, 'final_test_err': 0.29800000000000004, '_step': 303, 'epoch': 100, '_runtime': 149.80356860160828, 'train_acc': 0.765, 'run_num': 2, 'std_err': 0.0327}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",18nfuvp0
35,135,"{'_timestamp': 1661082431.284558, 'train_loss': 0.5493, 'final_test_err': 0.2905, '_wandb': {'runtime': 133}, 'run_num': 2, 'std_err': 0.0198, '_runtime': 134.62754702568054, 'train_acc': 0.77, '_step': 303, 'epoch': 100, 'avg_err': 0.2975}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2utucj2u
36,136,"{'run_num': 2, 'std_err': 0.0285, 'epoch': 100, '_wandb': {'runtime': 205}, 'avg_err': 0.3377, '_runtime': 206.53033137321472, 'train_acc': 0.9625, '_timestamp': 1661082498.9116204, 'train_loss': 0.1983, 'final_test_err': 0.31799999999999995, '_step': 303}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",ks4hewwn
37,137,"{'_step': 303, 'epoch': 100, '_wandb': {'runtime': 156}, 'avg_err': 0.3343, '_timestamp': 1661082442.9015691, 'train_loss': 0.2558, 'final_test_err': 0.3125, 'run_num': 2, 'std_err': 0.0248, '_runtime': 156.8685920238495, 'train_acc': 0.93}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3nbi62u4
38,138,"{'epoch': 100, 'run_num': 2, 'std_err': 0.0407, '_runtime': 144.5507550239563, '_timestamp': 1661082423.19169, 'train_loss': 0.4019, 'final_test_err': 0.3365, '_step': 303, '_wandb': {'runtime': 143}, 'avg_err': 0.3542, 'train_acc': 0.825}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3og06453
39,139,"{'run_num': 2, '_wandb': {'runtime': 139}, 'avg_err': 0.2975, 'std_err': 0.0198, '_runtime': 140.43523836135864, 'train_acc': 0.77, '_timestamp': 1661082404.099821, '_step': 303, 'epoch': 100, 'train_loss': 0.5493, 'final_test_err': 0.2905}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",or8k9i47
40,140,"{'train_loss': 0.2176, '_step': 303, '_wandb': {'runtime': 201}, 'avg_err': 0.3415, '_runtime': 203.0970060825348, '_timestamp': 1661082448.74445, 'final_test_err': 0.35650000000000004, 'epoch': 100, 'run_num': 2, 'std_err': 0.0212, 'train_acc': 0.9475}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",28t8kqpp
41,141,"{'epoch': 100, 'avg_err': 0.3222, 'train_acc': 0.9, 'train_loss': 0.2945, 'final_test_err': 0.35250000000000004, '_step': 303, 'run_num': 2, 'std_err': 0.0253, '_runtime': 155.65158319473267, '_timestamp': 1661082384.6498582, '_wandb': {'runtime': 154}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",i6adt7ks
42,142,"{'_step': 303, '_wandb': {'runtime': 138}, 'avg_err': 0.3103, '_runtime': 139.53144454956055, '_timestamp': 1661082335.3591657, 'train_loss': 0.4298, 'epoch': 100, 'run_num': 2, 'std_err': 0.0349, 'train_acc': 0.785, 'final_test_err': 0.35750000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1f5s1ktg
43,143,"{'epoch': 100, '_wandb': {'runtime': 142}, 'avg_err': 0.2993, 'std_err': 0.0133, 'train_loss': 0.4908, 'final_test_err': 0.31200000000000006, '_step': 303, '_runtime': 143.59595322608948, 'train_acc': 0.79, '_timestamp': 1661082333.8902662, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3fpg61vf
44,144,"{'run_num': 2, '_runtime': 207.8107933998108, 'train_acc': 0.925, 'train_loss': 0.2397, 'epoch': 100, '_wandb': {'runtime': 206}, 'avg_err': 0.3352, 'std_err': 0.0185, '_timestamp': 1661082383.2034664, 'final_test_err': 0.34950000000000003, '_step': 303}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1t9058yj
45,145,"{'_timestamp': 1661082323.3197846, '_step': 303, 'epoch': 100, 'avg_err': 0.3118, 'run_num': 2, 'std_err': 0.0163, '_runtime': 152.3179576396942, 'train_acc': 0.8667, 'final_test_err': 0.32899999999999996, '_wandb': {'runtime': 151}, 'train_loss': 0.3629}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",27zob9rn
46,146,"{'_step': 303, 'epoch': 100, '_runtime': 143.6977915763855, 'train_loss': 0.484, 'train_acc': 0.755, '_timestamp': 1661082291.6367877, 'final_test_err': 0.3225, '_wandb': {'runtime': 142}, 'avg_err': 0.3065, 'run_num': 2, 'std_err': 0.0116}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2pojlnsc
47,147,"{'_step': 303, 'epoch': 100, '_wandb': {'runtime': 134}, 'std_err': 0.0133, 'train_acc': 0.79, 'train_loss': 0.4908, 'final_test_err': 0.31200000000000006, 'avg_err': 0.2993, 'run_num': 2, '_runtime': 135.76721739768982, '_timestamp': 1661082273.9154713}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [3], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3jz34ujq
48,148,"{'_timestamp': 1661082343.4427862, 'epoch': 100, '_wandb': {'runtime': 205}, 'avg_err': 0.2243, 'run_num': 2, 'std_err': 0.0064, 'train_acc': 0.97, '_step': 303, '_runtime': 206.74956130981445, 'train_loss': 0.1721, 'final_test_err': 0.23150000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1zd4zova
49,149,"{'_wandb': {'runtime': 155}, 'run_num': 2, 'std_err': 0.0097, 'train_acc': 0.9533, '_timestamp': 1661082280.9024563, 'epoch': 100, 'avg_err': 0.2377, '_runtime': 156.92206525802612, 'train_loss': 0.1813, 'final_test_err': 0.243, '_step': 303}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",39iz58u5
50,150,"{'_step': 303, 'avg_err': 0.2783, 'run_num': 2, '_timestamp': 1661082259.846007, 'train_loss': 0.2203, 'final_test_err': 0.3075, 'epoch': 100, '_wandb': {'runtime': 146}, 'std_err': 0.0207, '_runtime': 147.69271612167358, 'train_acc': 0.97}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",99xe1czn
51,151,"{'std_err': 0.0133, 'train_acc': 0.79, '_timestamp': 1661082241.554057, 'train_loss': 0.4908, 'final_test_err': 0.31200000000000006, 'epoch': 100, '_wandb': {'runtime': 136}, 'avg_err': 0.2993, '_step': 303, 'run_num': 2, '_runtime': 137.42374396324158}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [2], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",29lndi2w
52,152,"{'_step': 303, 'epoch': 100, '_wandb': {'runtime': 205}, 'train_acc': 0.905, '_timestamp': 1661082288.101282, 'avg_err': 0.2893, 'run_num': 2, 'std_err': 0.0152, '_runtime': 206.36443901062012, 'train_loss': 0.3193, 'final_test_err': 0.29800000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1d4c5xqu
53,153,"{'_step': 303, 'epoch': 100, 'avg_err': 0.2863, 'std_err': 0.014, 'train_acc': 0.8, '_timestamp': 1661082191.85644, 'final_test_err': 0.3055, '_wandb': {'runtime': 142}, 'run_num': 2, '_runtime': 143.60208106040955, 'train_loss': 0.426}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",7s9ev06o
54,154,"{'avg_err': 0.2938, '_runtime': 149.87077713012695, 'train_acc': 0.74, '_timestamp': 1661082186.5950851, 'final_test_err': 0.30600000000000005, '_step': 303, '_wandb': {'runtime': 148}, 'run_num': 2, 'std_err': 0.0091, 'train_loss': 0.4946, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2258xorm
55,155,"{'run_num': 2, '_timestamp': 1661082165.8405514, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 142}, 'train_acc': 0.79, 'train_loss': 0.4908, 'final_test_err': 0.31200000000000006, 'avg_err': 0.2993, 'std_err': 0.0133, '_runtime': 143.5512294769287}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [1], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1s9951wk
56,156,"{'_step': 303, 'epoch': 100, '_wandb': {'runtime': 202}, 'run_num': 2, 'train_acc': 0.9175, 'train_loss': 0.2256, 'avg_err': 0.3372, 'std_err': 0.0088, '_runtime': 203.22260808944705, '_timestamp': 1661082223.613552, 'final_test_err': 0.34099999999999997}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1k8x92mq
57,157,"{'_timestamp': 1661082144.616477, 'train_loss': 0.3014, 'final_test_err': 0.3615, 'epoch': 100, 'avg_err': 0.3315, '_runtime': 152.33553409576416, 'std_err': 0.0273, 'train_acc': 0.8767, '_step': 303, '_wandb': {'runtime': 151}, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",353pegbb
58,158,"{'train_acc': 0.825, '_timestamp': 1661082132.55979, 'train_loss': 0.4011, 'avg_err': 0.3338, '_runtime': 152.88841223716736, '_wandb': {'runtime': 151}, 'run_num': 2, 'std_err': 0.0307, 'final_test_err': 0.376, '_step': 303, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",82a495i8
59,159,"{'final_test_err': 0.31200000000000006, 'epoch': 100, '_wandb': {'runtime': 139}, 'avg_err': 0.2993, 'std_err': 0.0133, '_runtime': 140.41683101654053, '_step': 303, 'run_num': 2, 'train_acc': 0.79, '_timestamp': 1661082107.840457, 'train_loss': 0.4908}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'target': 2, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3elh643e
60,160,"{'epoch': 100, '_wandb': {'runtime': 207}, 'avg_err': 0.3422, 'run_num': 2, 'std_err': 0.0133, '_runtime': 208.88731598854065, '_timestamp': 1661082171.584255, 'final_test_err': 0.347, '_step': 303, 'train_acc': 0.9325, 'train_loss': 0.2499}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",jccwkcqt
61,161,"{'_wandb': {'runtime': 158}, 'avg_err': 0.3593, 'train_acc': 0.9133, '_timestamp': 1661082119.0047927, 'train_loss': 0.2986, '_step': 303, 'epoch': 100, 'run_num': 2, 'std_err': 0.0073, '_runtime': 159.3486487865448, 'final_test_err': 0.349}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",24sjpy1x
62,162,"{'avg_err': 0.3452, 'std_err': 0.021, 'train_acc': 0.835, 'train_loss': 0.4429, 'final_test_err': 0.3215, '_step': 303, '_wandb': {'runtime': 145}, 'run_num': 2, '_runtime': 146.71558928489685, '_timestamp': 1661082099.1152804, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2nlv8ydp
63,163,"{'train_acc': 0.89, '_timestamp': 1661082132.9459903, 'final_test_err': 0.4365, 'epoch': 100, 'avg_err': 0.4547, 'run_num': 2, '_runtime': 200.0722963809967, 'train_loss': 0.3007, '_step': 303, '_wandb': {'runtime': 199}, 'std_err': 0.0131}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [3], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",35ziw3r2
64,164,"{'run_num': 2, 'std_err': 0.024, 'final_test_err': 0.4015, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 142}, 'avg_err': 0.4293, '_runtime': 143.37577080726624, 'train_acc': 0.72, '_timestamp': 1661082076.461547, 'train_loss': 0.5645}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",268tqy8c
65,165,"{'train_loss': 0.4028, '_wandb': {'runtime': 155}, 'std_err': 0.0353, 'train_acc': 0.8567, '_timestamp': 1661082033.2336855, '_runtime': 156.20284366607666, 'final_test_err': 0.4525, '_step': 303, 'epoch': 100, 'avg_err': 0.4468, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [3], 'beta': 'unbiased', 'target': 1, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1jzptkz8
