,index,summary,config,name
10,110,"{'run_num': 2, '_runtime': 151.87342190742493, 'train_acc': 0.815, 'train_loss': 0.423, 'final_test_err': 0.23750000000000004, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 150}, 'avg_err': 0.2368, 'std_err': 0.0151, '_timestamp': 1661082811.684345}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [2], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1x9v2zz8
11,111,"{'std_err': 0.0178, 'train_acc': 0.83, '_timestamp': 1661082797.0945904, 'epoch': 100, 'run_num': 2, 'avg_err': 0.2413, '_runtime': 143.29599332809448, 'train_loss': 0.4221, 'final_test_err': 0.21850000000000003, '_step': 303, '_wandb': {'runtime': 142}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [2], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3qnpaiv7
12,112,"{'_timestamp': 1661082832.4179904, 'final_test_err': 0.251, '_wandb': {'runtime': 205}, 'avg_err': 0.2437, 'run_num': 2, 'std_err': 0.0118, '_runtime': 206.27036237716675, '_step': 303, 'epoch': 100, 'train_acc': 0.91, 'train_loss': 0.3105}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [1], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3o7hcqk9
13,113,"{'_timestamp': 1661082777.9863572, 'final_test_err': 0.23850000000000005, '_wandb': {'runtime': 155}, 'std_err': 0.008, '_runtime': 156.0610122680664, 'train_acc': 0.87, 'train_loss': 0.3898, '_step': 303, 'epoch': 100, 'avg_err': 0.2292, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [1], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1jufu0no
14,114,"{'run_num': 2, 'train_loss': 0.4476, 'final_test_err': 0.224, '_runtime': 154.2318298816681, 'train_acc': 0.835, '_timestamp': 1661082765.522914, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 153}, 'avg_err': 0.2285, 'std_err': 0.0039}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [1], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",hs1mrwyu
15,115,"{'train_acc': 0.83, '_step': 303, '_wandb': {'runtime': 135}, 'run_num': 2, 'std_err': 0.0178, '_runtime': 135.98086619377136, 'epoch': 100, 'avg_err': 0.2413, '_timestamp': 1661082721.1363802, 'train_loss': 0.4221, 'final_test_err': 0.21850000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [1], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2eiqiahb
16,116,"{'_step': 303, '_timestamp': 1661082772.2374256, 'final_test_err': 0.17800000000000005, 'run_num': 2, 'std_err': 0.0164, '_runtime': 201.48957061767575, 'train_acc': 0.96, 'train_loss': 0.1535, 'epoch': 100, '_wandb': {'runtime': 200}, 'avg_err': 0.1998}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [0], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2jb3gzbx
17,117,"{'epoch': 100, 'avg_err': 0.2002, 'run_num': 2, 'train_acc': 0.9433, 'train_loss': 0.1992, 'final_test_err': 0.1865, '_step': 303, '_wandb': {'runtime': 153}, 'std_err': 0.0144, '_runtime': 154.91717314720154, '_timestamp': 1661082705.2120802}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [0], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1syuy1fk
18,118,"{'_step': 303, 'run_num': 2, 'train_acc': 0.91, '_timestamp': 1661082698.3811958, 'final_test_err': 0.19199999999999995, 'train_loss': 0.2818, 'epoch': 100, '_wandb': {'runtime': 151}, 'avg_err': 0.2078, 'std_err': 0.0123, '_runtime': 153.6747167110443}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [0], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",loqs4r28
19,119,"{'train_acc': 0.83, 'train_loss': 0.4221, '_wandb': {'runtime': 132}, 'run_num': 2, 'std_err': 0.0178, '_runtime': 133.46301913261414, 'final_test_err': 0.21850000000000003, '_step': 303, 'epoch': 100, 'avg_err': 0.2413, '_timestamp': 1661082674.8655622}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [0], 'beta': 'unbiased', 'target': 4, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1sw1tify
20,120,"{'std_err': 0.0147, 'train_acc': 0.9625, '_timestamp': 1661082716.4901998, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 212}, 'avg_err': 0.3063, 'run_num': 2, 'train_loss': 0.1784, 'final_test_err': 0.29200000000000004, '_runtime': 213.27335786819455}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [4], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1omvdoze
21,121,"{'avg_err': 0.3157, 'run_num': 2, 'std_err': 0.0285, '_runtime': 158.92022109031677, 'train_acc': 0.94, '_timestamp': 1661082656.537673, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 157}, 'train_loss': 0.2666, 'final_test_err': 0.28400000000000003}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [4], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2pjzm29o
22,122,"{'std_err': 0.0163, 'train_loss': 0.4156, 'final_test_err': 0.31999999999999995, 'epoch': 100, 'run_num': 2, 'avg_err': 0.337, '_runtime': 153.81887888908386, 'train_acc': 0.83, '_timestamp': 1661082648.877287, '_step': 303, '_wandb': {'runtime': 152}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [4], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",268l6909
23,123,"{'train_loss': 0.5493, '_step': 303, 'epoch': 100, '_wandb': {'runtime': 139}, 'avg_err': 0.2975, 'run_num': 2, 'std_err': 0.0198, '_runtime': 140.2880027294159, 'train_acc': 0.77, '_timestamp': 1661082621.6993618, 'final_test_err': 0.2905}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [4], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",39b3zymn
24,124,"{'std_err': 0.0031, '_runtime': 206.99701142311096, '_timestamp': 1661082659.5508573, 'final_test_err': 0.15700000000000003, '_step': 303, 'epoch': 100, 'run_num': 2, 'train_acc': 0.9925, 'train_loss': 0.1018, '_wandb': {'runtime': 206}, 'avg_err': 0.1613}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [3], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1eq5xy3s
25,125,"{'_step': 303, '_wandb': {'runtime': 157}, 'avg_err': 0.1972, 'run_num': 2, 'std_err': 0.0136, '_runtime': 158.4265010356903, '_timestamp': 1661082606.898402, 'epoch': 100, 'train_acc': 0.9767, 'train_loss': 0.1708, 'final_test_err': 0.17800000000000005}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [3], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3f9ci746
26,126,"{'epoch': 100, 'avg_err': 0.2513, 'run_num': 2, '_runtime': 143.36103510856628, 'train_acc': 0.94, '_timestamp': 1661082579.7601032, '_step': 303, '_wandb': {'runtime': 142}, 'std_err': 0.0262, 'train_loss': 0.2773, 'final_test_err': 0.226}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [3], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2lnvhiwf
27,127,"{'avg_err': 0.2975, 'std_err': 0.0198, 'train_loss': 0.5493, 'epoch': 100, '_wandb': {'runtime': 135}, 'run_num': 2, '_runtime': 136.3371925354004, 'train_acc': 0.77, '_timestamp': 1661082563.5897985, 'final_test_err': 0.2905, '_step': 303}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [3], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",hm6odczt
28,128,"{'run_num': 2, '_runtime': 209.43040680885315, 'final_test_err': 0.3155, '_step': 303, '_wandb': {'runtime': 208}, 'std_err': 0.0045, 'train_acc': 0.875, '_timestamp': 1661082616.6392918, 'train_loss': 0.337, 'epoch': 100, 'avg_err': 0.3092}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [2], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2pg5x61q
29,129,"{'_runtime': 155.91590094566345, 'train_acc': 0.8233, '_timestamp': 1661082545.596117, 'final_test_err': 0.3075, 'avg_err': 0.3047, 'std_err': 0.0207, '_wandb': {'runtime': 154}, 'run_num': 2, 'train_loss': 0.4243, '_step': 303, 'epoch': 100}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [2], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3c6kn2rk
30,130,"{'train_loss': 0.4823, '_wandb': {'runtime': 151}, 'std_err': 0.0297, 'train_acc': 0.76, '_timestamp': 1661082540.889701, '_runtime': 152.79559087753296, 'final_test_err': 0.2815, '_step': 303, 'epoch': 100, 'avg_err': 0.2928, 'run_num': 2}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [2], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",36n807nw
31,131,"{'_step': 303, '_wandb': {'runtime': 141}, '_runtime': 142.88384294509888, '_timestamp': 1661082490.238683, 'train_loss': 0.5493, 'final_test_err': 0.2905, 'epoch': 100, 'avg_err': 0.2975, 'run_num': 2, 'std_err': 0.0198, 'train_acc': 0.77}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [2], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",160enuwh
32,132,"{'_step': 303, 'epoch': 100, 'avg_err': 0.3307, 'train_acc': 0.8675, 'train_loss': 0.3572, 'final_test_err': 0.33899999999999997, '_wandb': {'runtime': 195}, 'run_num': 2, 'std_err': 0.0129, '_runtime': 196.3582274913788, '_timestamp': 1661082537.1614416}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '04_rho/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 3, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [1], 'beta': 'unbiased', 'target': 3, 'augment': False, 'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",m2ffzopp
