{'deploy': True, 'tag': '02_beta/task_loss_group', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'α': 0.5, 'tune_α': False, 'group_task_loss': True}, 'task': {'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [4], 'augment': False, 'n': 50, 'm_n': 10, 'β': 0.5, 'custom_sampler': False}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.9807, 'train_acc': 0.6409, 'task_loss': (0.5092, 0.4715)}
{'epoch': 2, 'train_loss': 0.6285, 'train_acc': 0.7327, 'task_loss': (0.2345, 0.394)}
{'epoch': 3, 'train_loss': 0.3842, 'train_acc': 0.7864, 'task_loss': (0.107, 0.2772)}
{'epoch': 4, 'train_loss': 0.2971, 'train_acc': 0.8327, 'task_loss': (0.0845, 0.2126)}
{'epoch': 5, 'train_loss': 0.2409, 'train_acc': 0.8473, 'task_loss': (0.0436, 0.1972)}
{'epoch': 6, 'train_loss': 0.2432, 'train_acc': 0.8645, 'task_loss': (0.0595, 0.1838)}
{'epoch': 7, 'train_loss': 0.1806, 'train_acc': 0.8809, 'task_loss': (0.0295, 0.1512)}
{'epoch': 8, 'train_loss': 0.1373, 'train_acc': 0.9109, 'task_loss': (0.0224, 0.115)}
{'epoch': 9, 'train_loss': 0.2295, 'train_acc': 0.8864, 'task_loss': (0.0867, 0.1428)}
{'epoch': 10, 'train_loss': 0.2346, 'train_acc': 0.8764, 'task_loss': (0.0472, 0.1874)}
{'epoch': 11, 'train_loss': 0.0781, 'train_acc': 0.9427, 'task_loss': (0.0052, 0.0729)}
{'epoch': 12, 'train_loss': 0.0496, 'train_acc': 0.9718, 'task_loss': (0.0035, 0.046)}
{'epoch': 13, 'train_loss': 0.0288, 'train_acc': 0.9882, 'task_loss': (0.0027, 0.0261)}
{'epoch': 14, 'train_loss': 0.0275, 'train_acc': 0.9818, 'task_loss': (0.0017, 0.0257)}
{'epoch': 15, 'train_loss': 0.0137, 'train_acc': 0.9991, 'task_loss': (0.0006, 0.0132)}
{'epoch': 16, 'train_loss': 0.0102, 'train_acc': 0.9982, 'task_loss': (0.0007, 0.0096)}
{'epoch': 17, 'train_loss': 0.0091, 'train_acc': 0.9982, 'task_loss': (0.0005, 0.0087)}
{'epoch': 18, 'train_loss': 0.0064, 'train_acc': 0.9991, 'task_loss': (0.0004, 0.006)}
{'epoch': 19, 'train_loss': 0.0073, 'train_acc': 0.9982, 'task_loss': (0.0005, 0.0068)}
{'epoch': 20, 'train_loss': 0.0061, 'train_acc': 0.9991, 'task_loss': (0.0004, 0.0057)}
{'epoch': 21, 'train_loss': 0.0047, 'train_acc': 0.9991, 'task_loss': (0.0002, 0.0046)}
{'epoch': 22, 'train_loss': 0.0043, 'train_acc': 1.0, 'task_loss': (0.0002, 0.0041)}
{'epoch': 23, 'train_loss': 0.0038, 'train_acc': 0.9991, 'task_loss': (0.0002, 0.0037)}
