{'deploy': True, 'tag': '02_beta/task_loss_group', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'α': 0.5, 'tune_α': False, 'group_task_loss': True}, 'task': {'dataset': 'split_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [4], 'augment': False, 'n': 50, 'm_n': 15, 'β': 0.5, 'custom_sampler': False}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.7818, 'train_acc': 0.6312, 'task_loss': (0.293, 0.4889)}
{'epoch': 2, 'train_loss': 0.5926, 'train_acc': 0.7225, 'task_loss': (0.2432, 0.3493)}
{'epoch': 3, 'train_loss': 0.4591, 'train_acc': 0.7525, 'task_loss': (0.1528, 0.3064)}
{'epoch': 4, 'train_loss': 0.3544, 'train_acc': 0.7862, 'task_loss': (0.0986, 0.2558)}
{'epoch': 5, 'train_loss': 0.2568, 'train_acc': 0.8238, 'task_loss': (0.0502, 0.2065)}
{'epoch': 6, 'train_loss': 0.2268, 'train_acc': 0.8506, 'task_loss': (0.0388, 0.188)}
{'epoch': 7, 'train_loss': 0.2042, 'train_acc': 0.8719, 'task_loss': (0.0309, 0.1733)}
{'epoch': 8, 'train_loss': 0.1891, 'train_acc': 0.8894, 'task_loss': (0.0524, 0.1368)}
{'epoch': 9, 'train_loss': 0.1087, 'train_acc': 0.9269, 'task_loss': (0.007, 0.1017)}
{'epoch': 10, 'train_loss': 0.077, 'train_acc': 0.9438, 'task_loss': (0.0053, 0.0717)}
{'epoch': 11, 'train_loss': 0.0565, 'train_acc': 0.9588, 'task_loss': (0.003, 0.0536)}
{'epoch': 12, 'train_loss': 0.0376, 'train_acc': 0.9794, 'task_loss': (0.0012, 0.0363)}
{'epoch': 13, 'train_loss': 0.0286, 'train_acc': 0.9875, 'task_loss': (0.0025, 0.0262)}
{'epoch': 14, 'train_loss': 0.0224, 'train_acc': 0.9881, 'task_loss': (0.0009, 0.0215)}
{'epoch': 15, 'train_loss': 0.0184, 'train_acc': 0.9912, 'task_loss': (0.0009, 0.0175)}
{'epoch': 16, 'train_loss': 0.0119, 'train_acc': 0.9938, 'task_loss': (0.0004, 0.0114)}
{'epoch': 17, 'train_loss': 0.0081, 'train_acc': 0.9988, 'task_loss': (0.0003, 0.0077)}
{'epoch': 18, 'train_loss': 0.0062, 'train_acc': 0.9988, 'task_loss': (0.0006, 0.0056)}
{'epoch': 19, 'train_loss': 0.0088, 'train_acc': 0.9975, 'task_loss': (0.0025, 0.0063)}
{'epoch': 20, 'train_loss': 0.1232, 'train_acc': 0.9344, 'task_loss': (0.0228, 0.1003)}
{'epoch': 21, 'train_loss': 0.0309, 'train_acc': 0.9838, 'task_loss': (0.0041, 0.0268)}
{'epoch': 22, 'train_loss': 0.0144, 'train_acc': 0.9962, 'task_loss': (0.0005, 0.0139)}
{'epoch': 23, 'train_loss': 0.0076, 'train_acc': 0.9988, 'task_loss': (0.0004, 0.0072)}
{'epoch': 24, 'train_loss': 0.0043, 'train_acc': 1.0, 'task_loss': (0.0002, 0.0041)}
{'epoch': 25, 'train_loss': 0.0043, 'train_acc': 0.9994, 'task_loss': (1e-04, 0.0041)}
{'epoch': 26, 'train_loss': 0.003, 'train_acc': 0.9994, 'task_loss': (0.0002, 0.0028)}
{'epoch': 27, 'train_loss': 0.0024, 'train_acc': 1.0, 'task_loss': (1e-04, 0.0023)}
{'epoch': 28, 'train_loss': 0.0029, 'train_acc': 1.0, 'task_loss': (1e-04, 0.0028)}
{'epoch': 29, 'train_loss': 0.0029, 'train_acc': 1.0, 'task_loss': (0.0002, 0.0027)}
{'epoch': 30, 'train_loss': 0.0017, 'train_acc': 1.0, 'task_loss': (1e-04, 0.0016)}
{'epoch': 31, 'train_loss': 0.0015, 'train_acc': 1.0, 'task_loss': (1e-04, 0.0014)}
{'epoch': 32, 'train_loss': 0.0014, 'train_acc': 1.0, 'task_loss': (1e-04, 0.0013)}
{'epoch': 33, 'train_loss': 0.0014, 'train_acc': 1.0, 'task_loss': (0.0, 0.0013)}
{'epoch': 34, 'train_loss': 0.0012, 'train_acc': 1.0, 'task_loss': (1e-04, 0.0011)}
{'epoch': 35, 'train_loss': 0.0013, 'train_acc': 1.0, 'task_loss': (0.0002, 0.0012)}
{'epoch': 36, 'train_loss': 0.0013, 'train_acc': 1.0, 'task_loss': (0.0, 0.0012)}
{'epoch': 37, 'train_loss': 0.001, 'train_acc': 1.0, 'task_loss': (0.0, 0.001)}
