,m,r,3,alpha
0,0.0,0.0,0.18000000000000005,0.5
1,0.0,1.0,0.16800000000000004,0.5
2,0.0,2.0,0.18300000000000005,0.5
3,0.0,3.0,0.1885,0.5
4,0.0,4.0,0.2015,0.5
5,0.0,5.0,0.17900000000000005,0.5
6,0.0,6.0,0.1795,0.5
7,0.0,7.0,0.1835,0.5
8,0.0,8.0,0.17000000000000004,0.5
9,0.0,9.0,0.16349999999999998,0.5
10,1.0,0.0,0.17800000000000005,1.0
11,1.0,1.0,0.15349999999999997,1.0
12,1.0,2.0,0.1775,1.0
13,1.0,3.0,0.1775,1.0
14,1.0,4.0,0.1725,1.0
15,1.0,5.0,0.1765,1.0
16,1.0,6.0,0.1835,1.0
17,1.0,7.0,0.17200000000000004,1.0
18,1.0,8.0,0.18500000000000005,1.0
19,1.0,9.0,0.16600000000000004,1.0
20,2.0,0.0,0.17500000000000004,0.9990000000000001
21,2.0,1.0,0.1835,0.9990000000000001
22,2.0,2.0,0.18200000000000005,0.9990000000000001
23,2.0,3.0,0.17300000000000004,0.9990000000000001
24,2.0,4.0,0.1725,0.9990000000000001
25,2.0,5.0,0.17200000000000004,0.9990000000000001
26,2.0,6.0,0.18000000000000005,0.9990000000000001
27,2.0,7.0,0.17500000000000004,0.9990000000000001
28,2.0,8.0,0.16249999999999998,0.9990000000000001
29,2.0,9.0,0.18000000000000005,0.9990000000000001
30,3.0,0.0,0.16700000000000004,0.9980000000000001
31,3.0,1.0,0.17700000000000005,0.9980000000000001
32,3.0,2.0,0.18400000000000005,0.9980000000000001
33,3.0,3.0,0.16900000000000004,0.9980000000000001
34,3.0,4.0,0.1875,0.9980000000000001
35,3.0,5.0,0.16849999999999998,0.9980000000000001
36,3.0,6.0,0.16749999999999998,0.9980000000000001
37,3.0,7.0,0.17300000000000004,0.9980000000000001
38,3.0,8.0,0.1795,0.9980000000000001
39,3.0,9.0,0.17800000000000005,0.9980000000000001
40,4.0,0.0,0.16500000000000004,1.0
41,4.0,1.0,0.17049999999999998,1.0
42,4.0,2.0,0.18000000000000005,1.0
43,4.0,3.0,0.15800000000000003,1.0
44,4.0,4.0,0.1815,1.0
45,4.0,5.0,0.17700000000000005,1.0
46,4.0,6.0,0.17500000000000004,1.0
47,4.0,7.0,0.17800000000000005,1.0
48,4.0,8.0,0.1935,1.0
49,4.0,9.0,0.16200000000000003,1.0
50,5.0,0.0,0.1735,0.9920000000000001
51,5.0,1.0,0.1775,0.9920000000000001
52,5.0,2.0,0.18400000000000005,0.9920000000000001
53,5.0,3.0,0.18799999999999994,0.9920000000000001
54,5.0,4.0,0.19599999999999995,0.9920000000000001
55,5.0,5.0,0.16300000000000003,0.9920000000000001
56,5.0,6.0,0.1875,0.9920000000000001
57,5.0,7.0,0.1805,0.9920000000000001
58,5.0,8.0,0.1875,0.9920000000000001
59,5.0,9.0,0.1905,0.9920000000000001
60,10.0,0.0,0.16400000000000003,0.9990000000000001
61,10.0,1.0,0.16449999999999998,0.9990000000000001
62,10.0,2.0,0.17800000000000005,0.9990000000000001
63,10.0,3.0,0.1785,0.9990000000000001
64,10.0,4.0,0.16749999999999998,0.9990000000000001
65,10.0,5.0,0.17049999999999998,0.9990000000000001
66,10.0,6.0,0.17800000000000005,0.9990000000000001
67,10.0,7.0,0.16900000000000004,0.9990000000000001
68,10.0,8.0,0.1785,0.9990000000000001
69,10.0,9.0,0.16849999999999998,0.9990000000000001
70,20.0,0.0,0.17100000000000004,1.0
71,20.0,1.0,0.1735,1.0
72,20.0,2.0,0.18100000000000005,1.0
73,20.0,3.0,0.1775,1.0
74,20.0,4.0,0.17049999999999998,1.0
75,20.0,5.0,0.16000000000000003,1.0
76,20.0,6.0,0.17200000000000004,1.0
77,20.0,7.0,0.1725,1.0
78,20.0,8.0,0.16849999999999998,1.0
79,20.0,9.0,0.16900000000000004,1.0
